iata,name,city,state,country,latitude,longitude,lineage
Z60179,3rd Party-Hoffman Estates-IL,Hoffman Estates,IL,USA,42.0793,-88.2237,0
Z60181,3rd Party-Villa Park-IL,Villa Park,IL,USA,41.8804,-87.9781,0
Z60185,3rd Party-West Chicago-IL,West Chicago,IL,USA,41.892,-88.205,0
Z60188,3rd Party-Carol Stream-IL,Carol Stream,IL,USA,41.9186,-88.1369,0
Z60191,3rd Party-Wood Dale-IL,Wood Dale,IL,USA,41.963,-87.9769,0
Z60401,3rd Party-Beecher-IL,Beecher,IL,USA,41.3505,-87.6241,0
Z60406,3rd Party-Blue Island-IL,Blue Island,IL,USA,41.6566,-87.6815,0
Z60417,3rd Party-Crete-IL,Crete,IL,USA,41.439,-87.6117,0
Z60419,3rd Party-Dolton-IL,Dolton,IL,USA,41.6268,-87.5986,0
Z60420,3rd Party-Dwight-IL,Dwight,IL,USA,41.0895,-88.4278,0
Z60431,3rd Party-Joliet-IL,Joliet,IL,USA,41.5249,-88.1902,0
Z60433,3rd Party-Joliet-IL,Joliet,IL,USA,41.5116,-88.057,0
Z60436,3rd Party-Joliet-IL,Joliet,IL,USA,41.508,-88.1055,0
Z60439,3rd Party-Lemont-IL,Lemont,IL,USA,41.676,-87.9826,0
Z60440,3rd Party-Bolingbrook-IL,Bolingbrook,IL,USA,41.7031,-88.0746,0
Z60443,3rd Party-Matteson-IL,Matteson,IL,USA,41.5035,-87.737,0
Z60446,3rd Party-Romeoville-IL,Romeoville,IL,USA,41.6427,-88.0993,0
Z60447,3rd Party-Minooka-IL,Minooka,IL,USA,41.4736,-88.2917,0
Z60450,3rd Party-Morris-IL,Morris,IL,USA,41.3706,-88.4075,0
Z60455,3rd Party-Bridgeview-IL,Bridgeview,IL,USA,41.7424,-87.8068,0
Z60466,3rd Party-Park Forest-IL,Park Forest,IL,USA,41.4729,-87.6877,0
Z60473,3rd Party-South Holland-IL,South Holland,IL,USA,41.5975,-87.5991,0
Z60481,3rd Party-Wilmington-IL,Wilmington,IL,USA,41.2982,-88.1464,0
Z60501,3rd Party-Summit Argo-IL,Summit Argo,IL,USA,41.7848,-87.81,0
Z60504,3rd Party-Aurora-IL,Aurora,IL,USA,41.7601,-88.2522,0
Z60510,3rd Party-Batavia-IL,Batavia,IL,USA,41.8452,-88.31,0
Z60514,3rd Party-Clarendon Hills-IL,Clarendon Hills,IL,USA,41.7795,-87.958,0
Z60515,3rd Party-Downers Grove-IL,Downers Grove,IL,USA,41.8035,-88.0183,0
Z60517,3rd Party-Woodridge-IL,Woodridge,IL,USA,41.7525,-88.0486,0
Z60523,3rd Party-Oak Brook-IL,Oak Brook,IL,USA,41.8377,-87.9604,0
Z60525,3rd Party-La Grange-IL,La Grange,IL,USA,41.7885,-87.8761,0
Z60527,3rd Party-Hinsdale-IL,Hinsdale,IL,USA,41.8397,-88.0887,0
Z60532,3rd Party-Lisle-IL,Lisle,IL,USA,41.7891,-88.0854,0
Z60534,3rd Party-Lyons-IL,Lyons,IL,USA,41.8123,-87.8232,0
Z60538,3rd Party-Montgomery-IL,Montgomery,IL,USA,41.7219,-88.3297,0
Z60540,3rd Party-Naperville-IL,Naperville,IL,USA,41.7648,-88.1458,0
Z60542,3rd Party-North Aurora-IL,North Aurora,IL,USA,41.8094,-88.3293,0
Z60563,3rd Party-Naperville-IL,Naperville,IL,USA,41.7949,-88.1619,0
Z60601,3rd Party-Chicago-IL,Chicago,IL,USA,41.8865,-87.6233,0
Z60607,3rd Party-Chicago-IL,Chicago,IL,USA,41.8759,-87.6511,0
Z60608,3rd Party-Chicago-IL,Chicago,IL,USA,41.8505,-87.6699,0
Z60609,3rd Party-Chicago-IL,Chicago,IL,USA,41.8143,-87.6528,0
Z60611,3rd Party-Chicago-IL,Chicago,IL,USA,41.9047,-87.625,0
Z60612,3rd Party-Chicago-IL,Chicago,IL,USA,41.8807,-87.6877,0
Z60616,3rd Party-Chicago-IL,Chicago,IL,USA,41.8474,-87.6313,0
Z60618,3rd Party-Chicago-IL,Chicago,IL,USA,41.9457,-87.7048,0
Z60622,3rd Party-Chicago-IL,Chicago,IL,USA,41.9003,-87.6693,0
Z60623,3rd Party-Chicago-IL,Chicago,IL,USA,41.8502,-87.718,0
Z60629,3rd Party-Chicago-IL,Chicago,IL,USA,41.7775,-87.7115,0
Z60630,3rd Party-Chicago-IL,Chicago,IL,USA,41.971,-87.7587,0
Z60632,3rd Party-Chicago-IL,Chicago,IL,USA,41.8093,-87.7105,0
Z60638,3rd Party-Chicago-IL,Chicago,IL,USA,41.788,-87.7738,0
Z60645,3rd Party-Chicago-IL,Chicago,IL,USA,42.009,-87.6963,0
Z60647,3rd Party-Chicago-IL,Chicago,IL,USA,41.9211,-87.7009,0
Z60651,3rd Party-Chicago-IL,Chicago,IL,USA,41.9015,-87.7405,0
Z60652,3rd Party-Chicago-IL,Chicago,IL,USA,41.7446,-87.7119,0
Z60654,3rd Party-Chicago-IL,Chicago,IL,USA,41.8886,-87.6354,0
Z60660,3rd Party-Chicago-IL,Chicago,IL,USA,41.9906,-87.6667,0
Z60680,3rd Party-Chicago-IL,Chicago,IL,USA,41.8119,-87.6873,0
Z60693,3rd Party-Chicago-IL,Chicago,IL,USA,42.0964,-87.7179,0
Z60714,3rd Party-Niles-IL,Niles,IL,USA,42.0324,-87.8156,0
Z60803,3rd Party-Alsip-IL,Alsip,IL,USA,41.6759,-87.7319,0
Z60948,3rd Party-Loda-IL,Loda,IL,USA,40.5265,-88.0821,0
Z60954,3rd Party-Momence-IL,Momence,IL,USA,41.1479,-87.6358,0
Z60957,3rd Party-Paxton-IL,Paxton,IL,USA,40.4487,-88.1141,0
Z61008,3rd Party-Belvidere-IL,Belvidere,IL,USA,42.2572,-88.8475,0
Z61025,3rd Party-East Dubuque-IL,East Dubuque,IL,USA,42.484,-90.5894,0
Z61036,3rd Party-Galena-IL,Galena,IL,USA,42.4007,-90.3974,0
Z61068,3rd Party-Rochelle-IL,Rochelle,IL,USA,41.9351,-89.0689,0
Z61081,3rd Party-Sterling-IL,Sterling,IL,USA,41.8138,-89.7054,0
Z61201,3rd Party-Rock Island-IL,Rock Island,IL,USA,41.4903,-90.5696,0
Z61204,3rd Party-Rock Island-IL,Rock Island,IL,USA,41.5549,-90.616,0
Z61240,3rd Party-Coal Valley-IL,Coal Valley,IL,USA,41.4398,-90.428,0
Z61265,3rd Party-Moline-IL,Moline,IL,USA,41.4903,-90.5001,0
Z61354,3rd Party-Peru-IL,Peru,IL,USA,41.3308,-89.1299,0
Z61364,3rd Party-Streator-IL,Streator,IL,USA,41.1295,-88.8367,0
Z61369,3rd Party-Toluca-IL,Toluca,IL,USA,40.9921,-89.1523,0
Z61554,3rd Party-Pekin-IL,Pekin,IL,USA,40.5671,-89.6338,0
Z61611,3rd Party-East Peoria-IL,East Peoria,IL,USA,40.6834,-89.5449,0
Z61701,3rd Party-Bloomington-IL,Bloomington,IL,USA,40.4773,-88.9959,0
Z61801,3rd Party-Urbana-IL,Urbana,IL,USA,40.1096,-88.2125,0
Z61802,3rd Party-Urbana-IL,Urbana,IL,USA,40.1216,-88.1765,0
Z61820,3rd Party-Champaign-IL,Champaign,IL,USA,40.1149,-88.2432,0
Z61821,3rd Party-Champaign-IL,Champaign,IL,USA,40.1086,-88.2733,0
Z61822,3rd Party-Champaign-IL,Champaign,IL,USA,40.1269,-88.2932,0
Z61834,3rd Party-Danville-IL,Danville,IL,USA,40.1755,-87.6124,0
Z62014,3rd Party-Bunker Hill-IL,Bunker Hill,IL,USA,39.0394,-89.9493,0
Z62025,3rd Party-Edwardsville-IL,Edwardsville,IL,USA,38.8193,-89.9551,0
Z62034,3rd Party-Glen Carbon-IL,Glen Carbon,IL,USA,38.7559,-89.9744,0
Z62040,3rd Party-Granite City-IL,Granite City,IL,USA,38.7209,-90.1143,0
Z62206,3rd Party-East Saint Louis-IL,East Saint Louis,IL,USA,38.5644,-90.1628,0
Z62230,3rd Party-Breese-IL,Breese,IL,USA,38.62,-89.5305,0
Z62239,3rd Party-Dupo-IL,Dupo,IL,USA,38.5268,-90.1925,0
Z62254,3rd Party-Lebanon-IL,Lebanon,IL,USA,38.6016,-89.8132,0
Z62295,3rd Party-Valmeyer-IL,Valmeyer,IL,USA,38.2999,-90.3083,0
Z62301,3rd Party-Quincy-IL,Quincy,IL,USA,39.9296,-91.3742,0
Z62306,3rd Party-Quincy-IL,Quincy,IL,USA,39.9786,-91.2126,0
Z62353,3rd Party-Mount Sterling-IL,Mount Sterling,IL,USA,39.9838,-90.7413,0
Z62450,3rd Party-Olney-IL,Olney,IL,USA,38.7246,-88.0866,0
Z62568,3rd Party-Taylorville-IL,Taylorville,IL,USA,39.5489,-89.2969,0
Z62656,3rd Party-Lincoln-IL,Lincoln,IL,USA,40.1499,-89.3675,0
Z62681,3rd Party-Rushville-IL,Rushville,IL,USA,40.135,-90.5522,0
Z62703,3rd Party-Springfield-IL,Springfield,IL,USA,39.7715,-89.6361,0
Z62707,3rd Party-Springfield-IL,Springfield,IL,USA,39.7579,-89.6636,0
Z62821,3rd Party-Carmi-IL,Carmi,IL,USA,38.0878,-88.1558,0
Z62832,3rd Party-Du Quoin-IL,Du Quoin,IL,USA,38.0117,-89.2469,0
Z62863,3rd Party-Mount Carmel-IL,Mount Carmel,IL,USA,38.4157,-87.8108,0
Z62959,3rd Party-Marion-IL,Marion,IL,USA,37.7245,-88.9297,0
Z63005,3rd Party-Chesterfield-MO,Chesterfield,MO,USA,38.647,-90.6316,0
Z63013,3rd Party-Beaufort-MO,Beaufort,MO,USA,38.416,-91.1603,0
Z63021,3rd Party-Ballwin-MO,Ballwin,MO,USA,38.5763,-90.5312,0
Z63026,3rd Party-Fenton-MO,Fenton,MO,USA,38.5029,-90.4609,0
Z63036,3rd Party-French Village-MO,French Village,MO,USA,37.9786,-90.3464,0
Z63042,3rd Party-Hazelwood-MO,Hazelwood,MO,USA,38.7785,-90.37,0
Z63043,3rd Party-Maryland Heights-MO,Maryland Heights,MO,USA,38.7253,-90.4445,0
Z63044,3rd Party-Bridgeton-MO,Bridgeton,MO,USA,38.7573,-90.4233,0
Z63055,3rd Party-Labadie-MO,Labadie,MO,USA,38.5359,-90.847,0
Z63102,3rd Party-Saint Louis-MO,Saint Louis,MO,USA,38.6352,-90.187,0
Z63104,3rd Party-Saint Louis-MO,Saint Louis,MO,USA,38.6107,-90.2136,0
Z63107,3rd Party-Saint Louis-MO,Saint Louis,MO,USA,38.6628,-90.2095,0
Z63110,3rd Party-Saint Louis-MO,Saint Louis,MO,USA,38.6226,-90.2618,0
Z63111,3rd Party-Saint Louis-MO,Saint Louis,MO,USA,38.5593,-90.2517,0
Z63112,3rd Party-Saint Louis-MO,Saint Louis,MO,USA,38.6614,-90.2843,0
Z63114,3rd Party-Saint Louis-MO,Saint Louis,MO,USA,38.7027,-90.3611,0
Z63118,3rd Party-Saint Louis-MO,Saint Louis,MO,USA,38.5949,-90.2278,0
Z63122,3rd Party-Saint Louis-MO,Saint Louis,MO,USA,38.5827,-90.4097,0
Z63130,3rd Party-Saint Louis-MO,Saint Louis,MO,USA,38.664,-90.3235,0
Z63134,3rd Party-Saint Louis-MO,Saint Louis,MO,USA,38.7382,-90.339,0
Z63137,3rd Party-Saint Louis-MO,Saint Louis,MO,USA,38.7482,-90.2186,0
Z63139,3rd Party-Saint Louis-MO,Saint Louis,MO,USA,38.6109,-90.2917,0
Z63143,3rd Party-Saint Louis-MO,Saint Louis,MO,USA,38.6125,-90.3182,0
Z63146,3rd Party-Saint Louis-MO,Saint Louis,MO,USA,38.6886,-90.4469,0
Z63147,3rd Party-Saint Louis-MO,Saint Louis,MO,USA,38.6929,-90.219,0
Z63301,3rd Party-Saint Charles-MO,Saint Charles,MO,USA,38.8086,-90.5069,0
Z63353,3rd Party-Louisiana-MO,Louisiana,MO,USA,39.449,-91.0752,0
Z63366,3rd Party-O Fallon-MO,O Fallon,MO,USA,38.7863,-90.7212,0
Z63367,3rd Party-Lake Saint Louis-MO,Lake Saint Louis,MO,USA,38.7966,-90.7852,0
Z63376,3rd Party-Saint Peters-MO,Saint Peters,MO,USA,38.7786,-90.6205,0
Z63379,3rd Party-Troy-MO,Troy,MO,USA,38.9919,-90.9865,0
Z63383,3rd Party-Warrenton-MO,Warrenton,MO,USA,38.8189,-91.17,0
Z63385,3rd Party-Wentzville-MO,Wentzville,MO,USA,38.8089,-90.8592,0
Z63552,3rd Party-Macon-MO,Macon,MO,USA,39.7477,-92.4688,0
Z63662,3rd Party-Patton-MO,Patton,MO,USA,37.514,-90.0248,0
Z63801,3rd Party-Sikeston-MO,Sikeston,MO,USA,36.8912,-89.5835,0
Z63901,3rd Party-Poplar Bluff-MO,Poplar Bluff,MO,USA,36.7594,-90.4169,0
Z63960,3rd Party-Puxico-MO,Puxico,MO,USA,36.9567,-90.1313,0
Z64012,3rd Party-Belton-MO,Belton,MO,USA,38.8109,-94.532,0
Z64014,3rd Party-Blue Springs-MO,Blue Springs,MO,USA,39.0176,-94.2577,0
Z64055,3rd Party-Independence-MO,Independence,MO,USA,39.0533,-94.4061,0
Z64081,3rd Party-Lees Summit-MO,Lees Summit,MO,USA,38.9087,-94.4028,0
Z64082,3rd Party-Lees Summit-MO,Lees Summit,MO,USA,38.8502,-94.3957,0
Z64086,3rd Party-Lees Summit-MO,Lees Summit,MO,USA,38.9281,-94.3239,0
Z64101,3rd Party-Kansas City-MO,Kansas City,MO,USA,39.103,-94.6007,0
Z64116,3rd Party-Kansas City-MO,Kansas City,MO,USA,39.1491,-94.5731,0
Z64120,3rd Party-Kansas City-MO,Kansas City,MO,USA,39.1253,-94.5323,0
Z64129,3rd Party-Kansas City-MO,Kansas City,MO,USA,39.0515,-94.4966,0
Z64145,3rd Party-Kansas City-MO,Kansas City,MO,USA,38.8964,-94.5967,0
Z64150,3rd Party-Riverside-MO,Riverside,MO,USA,39.1749,-94.6224,0
Z64153,3rd Party-Kansas City-MO,Kansas City,MO,USA,39.2816,-94.7144,0
Z64154,3rd Party-Kansas City-MO,Kansas City,MO,USA,39.2617,-94.6335,0
Z64161,3rd Party-Kansas City-MO,Kansas City,MO,USA,39.165,-94.4669,0
Z64187,3rd Party-Kansas City-MO,Kansas City,MO,USA,39.035,-94.3567,0
Z64502,3rd Party-Saint Joseph-MO,Saint Joseph,MO,USA,39.6763,-94.8574,0
Z64504,3rd Party-Saint Joseph-MO,Saint Joseph,MO,USA,39.7077,-94.8735,0
Z64507,3rd Party-Saint Joseph-MO,Saint Joseph,MO,USA,39.7488,-94.803,0
Z64601,3rd Party-Chillicothe-MO,Chillicothe,MO,USA,39.7901,-93.548,0
Z64683,3rd Party-Trenton-MO,Trenton,MO,USA,40.0782,-93.6114,0
Z64701,3rd Party-Harrisonville-MO,Harrisonville,MO,USA,38.6415,-94.3413,0
Z64790,3rd Party-Walker-MO,Walker,MO,USA,37.9038,-94.2182,0
Z64836,3rd Party-Carthage-MO,Carthage,MO,USA,37.169,-94.3116,0
Z64870,3rd Party-Webb City-MO,Webb City,MO,USA,37.1551,-94.4746,0
Z65010,3rd Party-Ashland-MO,Ashland,MO,USA,38.7841,-92.2439,0
Z65043,3rd Party-Holts Summit-MO,Holts Summit,MO,USA,38.6321,-92.1183,0
Z65101,3rd Party-Jefferson City-MO,Jefferson City,MO,USA,38.5359,-92.1391,0
Z65109,3rd Party-Jefferson City-MO,Jefferson City,MO,USA,38.5683,-92.2533,0
Z65201,3rd Party-Columbia-MO,Columbia,MO,USA,38.9268,-92.29,0
Z65251,3rd Party-Fulton-MO,Fulton,MO,USA,38.8524,-91.9581,0
Z65270,3rd Party-Moberly-MO,Moberly,MO,USA,39.4204,-92.4344,0
Z65301,3rd Party-Sedalia-MO,Sedalia,MO,USA,38.703,-93.2323,0
Z65302,3rd Party-Sedalia-MO,Sedalia,MO,USA,38.7246,-93.2817,0
Z65340,3rd Party-Marshall-MO,Marshall,MO,USA,39.1052,-93.1878,0
Z65560,3rd Party-Salem-MO,Salem,MO,USA,37.6309,-91.5142,0
Z65738,3rd Party-Republic-MO,Republic,MO,USA,37.1243,-93.4741,0
Z65801,3rd Party-Springfield-MO,Springfield,MO,USA,37.2581,-93.3437,0
Z65802,3rd Party-Springfield-MO,Springfield,MO,USA,37.2126,-93.3182,0
Z65803,3rd Party-Springfield-MO,Springfield,MO,USA,37.2571,-93.2902,0
Z65804,3rd Party-Springfield-MO,Springfield,MO,USA,37.1613,-93.2519,0
Z65807,3rd Party-Springfield-MO,Springfield,MO,USA,37.1684,-93.313,0
Z65898,3rd Party-Springfield-MO,Springfield,MO,USA,37.1803,-93.2951,0
Z66012,3rd Party-Bonner Springs-KS,Bonner Springs,KS,USA,39.0657,-94.9045,0
Z66024,3rd Party-Elwood-KS,Elwood,KS,USA,39.7569,-94.8782,0
Z66031,3rd Party-New Century-KS,New Century,KS,USA,38.8249,-94.8992,0
Z66061,3rd Party-Olathe-KS,Olathe,KS,USA,38.8898,-94.8556,0
Z66062,3rd Party-Olathe-KS,Olathe,KS,USA,38.8605,-94.7758,0
Z66102,3rd Party-Kansas City-KS,Kansas City,KS,USA,39.1122,-94.6664,0
Z66105,3rd Party-Kansas City-KS,Kansas City,KS,USA,39.085,-94.6312,0
Z66106,3rd Party-Kansas City-KS,Kansas City,KS,USA,39.0667,-94.6887,0
Z66110,3rd Party-Kansas City-KS,Kansas City,KS,USA,39.0965,-94.7495,0
Z66111,3rd Party-Kansas City-KS,Kansas City,KS,USA,39.0766,-94.7902,0
Z66113,3rd Party-Edwardsville-KS,Edwardsville,KS,USA,39.0735,-94.7233,0
Z66115,3rd Party-Kansas City-KS,Kansas City,KS,USA,39.1414,-94.6188,0
Z66202,3rd Party-Shawnee Mission-KS,Shawnee Mission,KS,USA,39.0231,-94.6666,0
Z66204,3rd Party-Shawnee Mission-KS,Shawnee Mission,KS,USA,38.9923,-94.6753,0
Z66206,3rd Party-Shawnee Mission-KS,Shawnee Mission,KS,USA,38.9593,-94.6222,0
Z66211,3rd Party-Shawnee Mission-KS,Shawnee Mission,KS,USA,38.9252,-94.6414,0
Z66214,3rd Party-Shawnee Mission-KS,Shawnee Mission,KS,USA,38.9618,-94.715,0
Z66215,3rd Party-Shawnee Mission-KS,Shawnee Mission,KS,USA,38.961,-94.7414,0
Z66217,3rd Party-Shawnee Mission-KS,Shawnee Mission,KS,USA,39.0216,-94.7811,0
Z66226,3rd Party-Shawnee Mission-KS,Shawnee Mission,KS,USA,39.0296,-94.8484,0
Z66227,3rd Party-Shawnee Mission-KS,Shawnee Mission,KS,USA,38.9722,-94.8699,0
Z66607,3rd Party-Topeka-KS,Topeka,KS,USA,39.0441,-95.648,0
Z66608,3rd Party-Topeka-KS,Topeka,KS,USA,39.0771,-95.6682,0
Z66618,3rd Party-Topeka-KS,Topeka,KS,USA,39.1264,-95.733,0
Z66763,3rd Party-Frontenac-KS,Frontenac,KS,USA,37.4558,-94.6909,0
Z67037,3rd Party-Derby-KS,Derby,KS,USA,37.5574,-97.2517,0
Z67202,3rd Party-Wichita-KS,Wichita,KS,USA,37.687,-97.3336,0
Z67205,3rd Party-Wichita-KS,Wichita,KS,USA,37.7383,-97.4292,0
Z67206,3rd Party-Wichita-KS,Wichita,KS,USA,37.7032,-97.2317,0
Z67213,3rd Party-Wichita-KS,Wichita,KS,USA,37.6691,-97.362,0
Z67214,3rd Party-Wichita-KS,Wichita,KS,USA,37.7054,-97.3178,0
Z67219,3rd Party-Wichita-KS,Wichita,KS,USA,37.7659,-97.32,0
Z67401,3rd Party-Salina-KS,Salina,KS,USA,38.8279,-97.6155,0
Z67402,3rd Party-Salina-KS,Salina,KS,USA,38.7836,-97.6504,0
Z67501,3rd Party-Hutchinson-KS,Hutchinson,KS,USA,38.0343,-97.9238,0
Z67801,3rd Party-Dodge City-KS,Dodge City,KS,USA,37.7553,-100.026,0
Z67846,3rd Party-Garden City-KS,Garden City,KS,USA,37.976,-100.825,0
Z67905,3rd Party-Liberal-KS,Liberal,KS,USA,37.0216,-100.938,0
Z68005,3rd Party-Bellevue-NE,Bellevue,NE,USA,41.1468,-95.908,0
Z68008,3rd Party-Blair-NE,Blair,NE,USA,41.5384,-96.1497,0
Z68010,3rd Party-Boys Town-NE,Boys Town,NE,USA,41.2597,-96.1283,0
Z68025,3rd Party-Fremont-NE,Fremont,NE,USA,41.4348,-96.4887,0
Z68026,3rd Party-Fremont-NE,Fremont,NE,USA,41.5679,-96.6174,0
Z68046,3rd Party-Papillion-NE,Papillion,NE,USA,41.1519,-96.0448,0
Z68107,3rd Party-Omaha-NE,Omaha,NE,USA,41.2052,-95.9554,0
Z68108,3rd Party-Omaha-NE,Omaha,NE,USA,41.2406,-95.9335,0
Z68110,3rd Party-Omaha-NE,Omaha,NE,USA,41.2923,-95.9343,0
Z68112,3rd Party-Omaha-NE,Omaha,NE,USA,41.3349,-95.9592,0
Z68114,3rd Party-Omaha-NE,Omaha,NE,USA,41.2645,-96.048,0
Z68117,3rd Party-Omaha-NE,Omaha,NE,USA,41.2084,-95.9967,0
Z68119,3rd Party-Omaha-NE,Omaha,NE,USA,41.2917,-96.1711,0
Z68122,3rd Party-Omaha-NE,Omaha,NE,USA,41.3481,-96.0461,0
Z68127,3rd Party-Omaha-NE,Omaha,NE,USA,41.203,-96.0501,0
Z68134,3rd Party-Omaha-NE,Omaha,NE,USA,41.2967,-96.0518,0
Z68135,3rd Party-Omaha-NE,Omaha,NE,USA,41.2038,-96.1786,0
Z68137,3rd Party-Omaha-NE,Omaha,NE,USA,41.2046,-96.1211,0
Z68138,3rd Party-Omaha-NE,Omaha,NE,USA,41.1759,-96.1339,0
Z68144,3rd Party-Omaha-NE,Omaha,NE,USA,41.2352,-96.1151,0
Z68154,3rd Party-Omaha-NE,Omaha,NE,USA,41.265,-96.1142,0
Z68333,3rd Party-Crete-NE,Crete,NE,USA,40.6202,-96.961,0
Z68352,3rd Party-Fairbury-NE,Fairbury,NE,USA,40.1514,-97.2037,0
Z68402,3rd Party-Malcolm-NE,Malcolm,NE,USA,40.9181,-96.8484,0
Z68467,3rd Party-York-NE,York,NE,USA,40.8652,-97.5888,0
Z68502,3rd Party-Lincoln-NE,Lincoln,NE,USA,40.7891,-96.6959,0
Z68504,3rd Party-Lincoln-NE,Lincoln,NE,USA,40.8442,-96.6556,0
Z68506,3rd Party-Lincoln-NE,Lincoln,NE,USA,40.7856,-96.646,0
Z68516,3rd Party-Lincoln-NE,Lincoln,NE,USA,40.7492,-96.6457,0
Z68521,3rd Party-Lincoln-NE,Lincoln,NE,USA,40.8556,-96.713,0
Z68522,3rd Party-Lincoln-NE,Lincoln,NE,USA,40.7906,-96.7497,0
Z68524,3rd Party-Lincoln-NE,Lincoln,NE,USA,40.8593,-96.7959,0
Z68528,3rd Party-Lincoln-NE,Lincoln,NE,USA,40.8168,-96.786,0
Z68601,3rd Party-Columbus-NE,Columbus,NE,USA,41.4378,-97.3719,0
Z68661,3rd Party-Schuyler-NE,Schuyler,NE,USA,41.4728,-97.0692,0
Z68664,3rd Party-Snyder-NE,Snyder,NE,USA,41.7045,-96.7879,0
Z68701,3rd Party-Norfolk-NE,Norfolk,NE,USA,42.0262,-97.4174,0
Z68702,3rd Party-Norfolk-NE,Norfolk,NE,USA,41.9165,-97.6013,0
Z68763,3rd Party-Oneill-NE,Oneill,NE,USA,42.5168,-98.6034,0
Z68776,3rd Party-South Sioux City-NE,South Sioux City,NE,USA,42.4671,-96.4187,0
Z68801,3rd Party-Grand Island-NE,Grand Island,NE,USA,40.9228,-98.3309,0
Z68802,3rd Party-Grand Island-NE,Grand Island,NE,USA,40.8725,-98.5021,0
Z68803,3rd Party-Grand Island-NE,Grand Island,NE,USA,40.9169,-98.3875,0
Z68845,3rd Party-Kearney-NE,Kearney,NE,USA,40.7133,-99.1184,0
Z68847,3rd Party-Kearney-NE,Kearney,NE,USA,40.7099,-99.055,0
Z68848,3rd Party-Kearney-NE,Kearney,NE,USA,40.6861,-99.0693,0
Z68869,3rd Party-Ravenna-NE,Ravenna,NE,USA,41.0146,-98.8827,0
Z68901,3rd Party-Hastings-NE,Hastings,NE,USA,40.5893,-98.3813,0
Z69101,3rd Party-North Platte-NE,North Platte,NE,USA,41.1294,-100.775,0
Z70001,3rd Party-Metairie-LA,Metairie,LA,USA,29.9841,-90.169,0
Z70002,3rd Party-Metairie-LA,Metairie,LA,USA,30.0115,-90.1625,0
Z70037,3rd Party-Belle Chasse-LA,Belle Chasse,LA,USA,29.8227,-90.0062,0
Z70039,3rd Party-Boutte-LA,Boutte,LA,USA,29.9001,-90.3866,0
Z70062,3rd Party-Kenner-LA,Kenner,LA,USA,29.9911,-90.2469,0
Z70070,3rd Party-Luling-LA,Luling,LA,USA,29.9072,-90.3514,0
Z70072,3rd Party-Marrero-LA,Marrero,LA,USA,29.8693,-90.1093,0
Z70073,3rd Party-Marrero-LA,Marrero,LA,USA,29.6779,-90.0901,0
Z70092,3rd Party-Violet-LA,Violet,LA,USA,29.9022,-89.8973,0
Z70094,3rd Party-Westwego-LA,Westwego,LA,USA,29.9153,-90.1774,0
Z70112,3rd Party-New Orleans-LA,New Orleans,LA,USA,29.9568,-90.0776,0
Z70115,3rd Party-New Orleans-LA,New Orleans,LA,USA,29.9273,-90.102,0
Z70118,3rd Party-New Orleans-LA,New Orleans,LA,USA,29.9523,-90.1235,0
Z70121,3rd Party-New Orleans-LA,New Orleans,LA,USA,29.9619,-90.1604,0
Z70123,3rd Party-New Orleans-LA,New Orleans,LA,USA,29.9526,-90.2054,0
Z70125,3rd Party-New Orleans-LA,New Orleans,LA,USA,29.9517,-90.1041,0
Z70126,3rd Party-New Orleans-LA,New Orleans,LA,USA,30.016,-90.0197,0
Z70360,3rd Party-Houma-LA,Houma,LA,USA,29.5934,-90.7475,0
Z70364,3rd Party-Houma-LA,Houma,LA,USA,29.627,-90.7208,0
Z70381,3rd Party-Morgan City-LA,Morgan City,LA,USA,29.6946,-91.2593,0
Z70401,3rd Party-Hammond-LA,Hammond,LA,USA,30.5179,-90.4725,0
Z70403,3rd Party-Hammond-LA,Hammond,LA,USA,30.4848,-90.4762,0
Z70404,3rd Party-Hammond-LA,Hammond,LA,USA,30.5051,-90.4225,0
Z70433,3rd Party-Covington-LA,Covington,LA,USA,30.4708,-90.1049,0
Z70452,3rd Party-Pearl River-LA,Pearl River,LA,USA,30.4015,-89.7692,0
Z70454,3rd Party-Ponchatoula-LA,Ponchatoula,LA,USA,30.4276,-90.4173,0
Z70455,3rd Party-Robert-LA,Robert,LA,USA,30.5208,-90.3064,0
Z70507,3rd Party-Lafayette-LA,Lafayette,LA,USA,30.2786,-92.0276,0
Z70518,3rd Party-Broussard-LA,Broussard,LA,USA,30.1348,-91.9525,0
Z70522,3rd Party-Centerville-LA,Centerville,LA,USA,29.7523,-91.4397,0
Z70648,3rd Party-Kinder-LA,Kinder,LA,USA,30.4944,-92.8599,0
Z70767,3rd Party-Port Allen-LA,Port Allen,LA,USA,30.4735,-91.2632,0
Z70778,3rd Party-Sorrento-LA,Sorrento,LA,USA,30.1821,-90.8571,0
Z70806,3rd Party-Baton Rouge-LA,Baton Rouge,LA,USA,30.445,-91.1381,0
Z70809,3rd Party-Baton Rouge-LA,Baton Rouge,LA,USA,30.4033,-91.0804,0
Z70810,3rd Party-Baton Rouge-LA,Baton Rouge,LA,USA,30.3616,-91.0904,0
Z70816,3rd Party-Baton Rouge-LA,Baton Rouge,LA,USA,30.4258,-91.0381,0
Z71001,3rd Party-Arcadia-LA,Arcadia,LA,USA,32.5776,-92.9062,0
Z71071,3rd Party-Sarepta-LA,Sarepta,LA,USA,32.9248,-93.4529,0
