origin	destination	count
29.8587-95.5724	40.4218-104.692	24322.2
29.9449-95.3415	40.4218-104.692	42750
30.016-90.0197	40.4218-104.692	4009.5
30.077-97.8178	40.4218-104.692	37205.1
30.3546-81.6911	40.4218-104.692	40953.8
31.3774-110.926	40.4218-104.692	42390
31.6843-106.208	40.4218-104.692	41523.6
31.7596-106.48	40.4218-104.692	41138
31.7664-106.298	40.4218-104.692	41445
31.7688-106.43	40.4218-104.692	41445
31.7845-106.337	40.4218-104.692	41480
32.6947-97.0875	40.4218-104.692	41580
32.7824-96.8695	40.4218-104.692	32781.6
32.8765-97.4125	40.4218-104.692	43332
32.9188-80.0228	40.4218-104.692	41310.6
32.9226-96.8362	40.4218-104.692	42704
32.927-97.2506	40.4218-104.692	11245.8
33.0814-96.8896	40.4218-104.692	38188.8
33.4354-112.2	40.4218-104.692	44210
33.4563-112.124	40.4218-104.692	41580
33.4852-104.551	40.4218-104.692	40691
33.5199-86.8353	40.4218-104.692	19648
33.6154-84.4903	40.4218-104.692	40953.8
33.744-84.5603	40.4218-104.692	44098.4
33.784-118.259	40.4218-104.692	54801.7
33.8238-118.267	40.4218-104.692	39890.6
33.879-84.372	40.4218-104.692	41856.2
33.8911-117.273	40.4218-104.692	41580
33.8933-118.204	40.4218-104.692	10007.6
33.9559-118.359	40.4218-104.692	42024
33.9728-118.174	40.4218-104.692	17817.6
33.9794-84.1512	40.4218-104.692	42390
33.9975-118.153	40.4218-104.692	41752
33.9988-117.447	40.4218-104.692	40820
34.0002-118.226	40.4218-104.692	23851.3
34.0652-117.779	40.4218-104.692	36839.8
34.1395-118.761	40.4218-104.692	3325.97
34.7861-106.705	40.4218-104.692	26297.2
35.0313-106.687	40.4218-104.692	12233.5
35.1005-101.806	40.4218-104.692	18420
35.2283-101.819	40.4218-104.692	41752
35.5514-97.4075	40.4218-104.692	43332
36.0963-95.8847	40.4218-104.692	43332
36.1469-95.7996	40.4218-104.692	43332
36.2064-115.123	40.4218-104.692	31928
36.3121-119.803	40.4218-104.692	42441.7
36.3422-94.0714	40.4218-104.692	42641.2
36.9131-76.2844	40.4218-104.692	12572
37.169-94.3116	40.4218-104.692	21756
37.4886-120.852	40.4218-104.692	0
37.6529-122.43	40.4218-104.692	12296.3
37.7659-97.32	40.4218-104.692	41445
37.8064-122.289	40.4218-104.692	22424.3
37.8169-121.285	40.4218-104.692	42160
37.8899-121.254	40.4218-104.692	41580
37.922-121.302	40.4218-104.692	42160
38.2999-90.3083	40.4218-104.692	41752
38.7902-77.5129	40.4218-104.692	3780
38.9722-94.8699	40.4218-104.692	41580
39.0441-95.648	40.4218-104.692	42704
39.085-94.6312	40.4218-104.692	43332
39.1448-76.7877	40.4218-104.692	37541.3
39.2579-84.77	40.4218-104.692	19970.4
39.3653-94.3578	40.4218-104.692	42475.3
39.4452-75.2421	40.4218-104.692	42780
39.4923-75.0189	40.4218-104.692	42780
39.5628-75.0096	40.4218-104.692	43332
39.7169-75.2199	40.4218-104.692	0
39.7347-105.02	40.4218-104.692	42615.6
39.7397-104.809	40.4218-104.692	3402
39.761-122.218	40.4218-104.692	0
39.7846-104.962	40.4218-104.692	42955.2
39.7882-104.83	40.4218-104.692	33325.9
39.8165-105.011	40.4218-104.692	4158
39.8852-104.883	40.4218-104.692	35520
39.8977-82.9697	40.4218-104.692	41752
39.9198-75.158	40.4218-104.692	37332.8
40.0365-84.2063	40.4218-104.692	41752
40.0683-74.8446	40.4218-104.692	41580
40.2344-76.1265	40.4218-104.692	39270.8
40.3406-83.4163	40.4218-104.692	41752
40.4079-104.755	40.4218-104.692	0
40.5179-74.3033	40.4218-104.692	41250.6
40.6377-91.3387	40.4218-104.692	41752
40.7013-74.0884	40.4218-104.692	43460
40.7034-73.9199	40.4218-104.692	39910
40.7258-74.1521	40.4218-104.692	37050.6
40.8132-73.8876	40.4218-104.692	9420
40.8215-80.1303	40.4218-104.692	39645
40.8652-97.5888	40.4218-104.692	41220.6
40.8844-73.1587	40.4218-104.692	6140
40.9122-74.1686	40.4218-104.692	39884.4
40.9228-98.3309	40.4218-104.692	40669.2
41.1294-100.775	40.4218-104.692	28886.8
41.1811-104.001	40.4218-104.692	1575
41.2249-111.983	40.4218-104.692	18671.5
41.2759-104.883	40.4218-104.692	39184.1
41.3565-74.2607	40.4218-104.692	41856.1
41.7306-111.78	40.4218-104.692	45600
41.7775-87.7115	40.4218-104.692	39910
41.7922-71.0645	40.4218-104.692	37406.9
41.8093-87.7105	40.4218-104.692	12043.9
41.8123-87.8232	40.4218-104.692	41818.4
41.8143-87.6528	40.4218-104.692	0
41.8334-111.859	40.4218-104.692	41336.4
42.1303-72.5734	40.4218-104.692	41445
42.186-71.2017	40.4218-104.692	29008
42.8369-78.7556	40.4218-104.692	27130.2
42.8441-94.8428	40.4218-104.692	43332
42.9939-88.7932	40.4218-104.692	43332
43.8971-95.9585	40.4218-104.692	14318.4
44.0489-92.4946	40.4218-104.692	41480
44.4891-88.0167	40.4218-104.692	31.08
45.374-122.771	40.4218-104.692	41580
45.541-123.13	40.4218-104.692	42642
47.2507-122.412	40.4218-104.692	40879.3
47.3037-122.266	40.4218-104.692	41864.8
18.2339-66.045	40.5693-75.5889	7654.36
18.4407-66.3921	40.5693-75.5889	10420.1
18.4432-66.1393	40.5693-75.5889	15382.4
19.4946-154.927	40.5693-75.5889	15.36
19.7136-155.098	40.5693-75.5889	62.59
21.2946-157.697	40.5693-75.5889	22.16
25.488-80.4269	40.5693-75.5889	39974.9
25.7-80.4081	40.5693-75.5889	13.32
25.7348-80.3583	40.5693-75.5889	34.53
25.7539-80.2703	40.5693-75.5889	33.22
25.778-80.2972	40.5693-75.5889	13.44
25.7843-80.1413	40.5693-75.5889	24.94
25.7843-80.1875	40.5693-75.5889	8.22
25.8126-80.2369	40.5693-75.5889	35.23
25.8142-80.1309	40.5693-75.5889	50.06
25.8247-80.3048	40.5693-75.5889	11.58
25.8377-80.3695	40.5693-75.5889	20.04
25.888-80.3328	40.5693-75.5889	20.5
25.8934-80.1816	40.5693-75.5889	9.4
25.8974-80.1605	40.5693-75.5889	24.94
25.9415-80.1386	40.5693-75.5889	6.668
25.969-97.4721	40.5693-75.5889	13.11
25.9871-80.15	40.5693-75.5889	210.2
25.9891-80.2132	40.5693-75.5889	39986.5
25.9905-80.2733	40.5693-75.5889	14.76
26.017-80.1492	40.5693-75.5889	41403.6
26.0561-80.3637	40.5693-75.5889	1256.76
26.1106-80.2747	40.5693-75.5889	24.94
26.1855-80.1722	40.5693-75.5889	13.44
26.2131-98.2358	40.5693-75.5889	15.2
26.2288-80.1582	40.5693-75.5889	1173.7
26.3098-80.1455	40.5693-75.5889	2707.86
26.3813-80.0962	40.5693-75.5889	3.99
26.3913-80.2182	40.5693-75.5889	34257.6
26.41-80.0884	40.5693-75.5889	415
26.4525-80.1651	40.5693-75.5889	20847.7
26.4596-80.1058	40.5693-75.5889	55.86
26.5245-80.0632	40.5693-75.5889	30.45
26.5296-80.0823	40.5693-75.5889	5.5
26.5421-81.6998	40.5693-75.5889	9.37
26.5661-81.8701	40.5693-75.5889	15.91
26.589-81.6116	40.5693-75.5889	9.68
26.6211-80.0898	40.5693-75.5889	3.329
26.6236-81.8727	40.5693-75.5889	19941.9
26.6435-81.8442	40.5693-75.5889	0
26.6459-80.4303	40.5693-75.5889	2.484
26.7112-80.0604	40.5693-75.5889	11.15
26.7821-80.0653	40.5693-75.5889	750.46
26.8396-80.0882	40.5693-75.5889	12.51
27.2406-82.4784	40.5693-75.5889	6058.14
27.4387-82.5765	40.5693-75.5889	7.77
27.4487-80.3625	40.5693-75.5889	16337.3
27.4864-82.535	40.5693-75.5889	19827.8
27.5422-99.4923	40.5693-75.5889	35400
27.6488-99.5337	40.5693-75.5889	10
27.6723-97.3705	40.5693-75.5889	37.75
27.683-82.721	40.5693-75.5889	10.75
27.7415-82.7518	40.5693-75.5889	11.1
27.771-82.6393	40.5693-75.5889	14179.4
27.7879-82.6804	40.5693-75.5889	2305.8
27.8379-82.3741	40.5693-75.5889	21.306
27.8431-82.6449	40.5693-75.5889	19.02
27.8511-82.7611	40.5693-75.5889	6.863
27.8743-82.6451	40.5693-75.5889	33.02
27.9435-82.5066	40.5693-75.5889	2
27.9638-82.4319	40.5693-75.5889	15880.5
27.9638-82.4954	40.5693-75.5889	3.99
27.9783-82.0084	40.5693-75.5889	44.125
27.9791-82.7817	40.5693-75.5889	24057.4
27.9803-82.7165	40.5693-75.5889	14.94
27.9935-82.4091	40.5693-75.5889	324.5
27.9973-81.7455	40.5693-75.5889	39995.1
28.0026-81.6186	40.5693-75.5889	5400
28.015-81.9521	40.5693-75.5889	42322.7
28.0328-82.726	40.5693-75.5889	25.02
28.0383-82.3629	40.5693-75.5889	18.279
28.0412-81.9239	40.5693-75.5889	51.8
28.0429-81.9849	40.5693-75.5889	1899.37
28.0486-82.4517	40.5693-75.5889	26.02
28.052-81.7246	40.5693-75.5889	969.75
28.0778-82.2984	40.5693-75.5889	31
28.1285-81.9563	40.5693-75.5889	1103.35
28.1782-81.4873	40.5693-75.5889	2.216
28.1874-82.316	40.5693-75.5889	12.623
28.2486-82.6987	40.5693-75.5889	19435.5
28.2666-82.3422	40.5693-75.5889	8.114
28.3312-82.2529	40.5693-75.5889	13.32
28.3859-81.4118	40.5693-75.5889	79.926
28.4012-81.5249	40.5693-75.5889	20.04
28.4109-81.359	40.5693-75.5889	7407.48
28.4635-81.3881	40.5693-75.5889	2142
28.4635-81.4751	40.5693-75.5889	7.03
28.4949-81.2895	40.5693-75.5889	2798.04
28.5303-81.4009	40.5693-75.5889	22534.2
28.6071-81.3061	40.5693-75.5889	27
28.729-99.2339	40.5693-75.5889	12.01
28.7949-96.9741	40.5693-75.5889	14012.3
28.804-81.2876	40.5693-75.5889	13.32
28.804-81.5369	40.5693-75.5889	13.32
29.0398-81.2793	40.5693-75.5889	7680
29.0601-82.352	40.5693-75.5889	1436.4
29.0719-81.8907	40.5693-75.5889	7.57
29.1055-81.0864	40.5693-75.5889	359.4
29.1782-83.0224	40.5693-75.5889	14.84
29.3524-98.4322	40.5693-75.5889	12.51
29.3979-98.4667	40.5693-75.5889	591.34
29.4281-98.4628	40.5693-75.5889	9.37
29.4375-98.4616	40.5693-75.5889	7482.96
29.4661-98.67	40.5693-75.5889	3.5
29.4862-98.4568	40.5693-75.5889	24.94
29.4943-98.4043	40.5693-75.5889	3055.7
29.5028-95.0891	40.5693-75.5889	13.32
29.504-95.9191	40.5693-75.5889	22.37
29.5285-98.4922	40.5693-75.5889	1.5
29.5413-95.03	40.5693-75.5889	13.75
29.5439-98.4175	40.5693-75.5889	36125.7
29.5733-95.6321	40.5693-75.5889	24.94
29.5813-98.4089	40.5693-75.5889	31.73
29.5817-81.2165	40.5693-75.5889	7.57
29.5934-90.7475	40.5693-75.5889	11.61
29.6115-82.3941	40.5693-75.5889	24.18
29.6498-98.5041	40.5693-75.5889	24.94
29.6532-82.3244	40.5693-75.5889	5.75
29.6681-81.59	40.5693-75.5889	6.87
29.676-82.3689	40.5693-75.5889	6.93
29.6839-95.3977	40.5693-75.5889	66.44
29.6902-95.4347	40.5693-75.5889	24.94
29.7046-95.4047	40.5693-75.5889	12.65
29.7175-95.4282	40.5693-75.5889	13.11
29.7355-95.414	40.5693-75.5889	24.94
29.7416-95.56	40.5693-75.5889	24.94
29.7451-95.4913	40.5693-75.5889	24.94
29.7473-95.4693	40.5693-75.5889	13.81
29.7509-95.6125	40.5693-75.5889	44.32
29.7525-95.3992	40.5693-75.5889	14.59
29.7556-95.3653	40.5693-75.5889	15.02
29.7608-95.811	40.5693-75.5889	24.94
29.773-95.6012	40.5693-75.5889	5.75
29.7878-81.4467	40.5693-75.5889	624.03
29.8025-95.5618	40.5693-75.5889	10.1
29.8103-95.8201	40.5693-75.5889	5953.5
29.8169-95.5231	40.5693-75.5889	4020.55
29.8255-95.4262	40.5693-75.5889	6.72
29.8517-98.7293	40.5693-75.5889	1285.21
29.8587-95.5724	40.5693-75.5889	1075.2
29.8693-90.1093	40.5693-75.5889	13.32
29.8769-97.9467	40.5693-75.5889	10.51
29.8962-95.2869	40.5693-75.5889	9.51
29.8967-95.6484	40.5693-75.5889	656.47
29.9178-95.4414	40.5693-75.5889	2489.76
29.921-95.4956	40.5693-75.5889	2347.13
29.9273-90.102	40.5693-75.5889	13.7
29.9517-90.1041	40.5693-75.5889	42.7
29.9745-90.0875	40.5693-75.5889	24.94
29.9788-95.5766	40.5693-75.5889	24.94
30.0019-95.1696	40.5693-75.5889	13.32
30.0096-94.114	40.5693-75.5889	25947.1
30.0115-90.1625	40.5693-75.5889	6.25
30.0425-99.1515	40.5693-75.5889	11.81
30.1308-84.4066	40.5693-75.5889	10012.1
30.1587-95.7446	40.5693-75.5889	33.37
30.1634-92.0197	40.5693-75.5889	5.75
30.1708-95.1783	40.5693-75.5889	861
30.1884-97.7404	40.5693-75.5889	301.59
30.1924-81.606	40.5693-75.5889	10.49
30.1943-95.6392	40.5693-75.5889	23.16
30.2119-92.0591	40.5693-75.5889	27.43
30.2161-82.6396	40.5693-75.5889	3326.86
30.2161-97.8583	40.5693-75.5889	24.94
30.2463-97.7609	40.5693-75.5889	38.87
30.2508-97.8447	40.5693-75.5889	11.68
30.2677-82.1246	40.5693-75.5889	6217.25
30.2713-97.741	40.5693-75.5889	1
30.2729-97.6867	40.5693-75.5889	7717.7
30.2793-98.8839	40.5693-75.5889	21.35
30.2837-81.5836	40.5693-75.5889	14.75
30.2909-97.7628	40.5693-75.5889	66.44
30.2915-87.562	40.5693-75.5889	5.37
30.2924-97.7386	40.5693-75.5889	11.5
30.3296-81.8086	40.5693-75.5889	1154.28
30.3315-95.507	40.5693-75.5889	14.45
30.3401-97.9887	40.5693-75.5889	24.94
30.351-81.6466	40.5693-75.5889	12802
30.3616-91.0904	40.5693-75.5889	942.5
30.3842-97.7039	40.5693-75.5889	37.7
30.3918-86.4338	40.5693-75.5889	15.81
30.4031-84.1884	40.5693-75.5889	16629.6
30.4033-91.0804	40.5693-75.5889	14.2
30.4062-97.7574	40.5693-75.5889	24.94
30.4099-86.715	40.5693-75.5889	15.61
30.4114-91.1497	40.5693-75.5889	15.35
30.4389-97.8038	40.5693-75.5889	14.04
30.448-87.2073	40.5693-75.5889	115.39
30.4513-97.7659	40.5693-75.5889	7.64
30.4743-87.2257	40.5693-75.5889	14.13
30.4861-84.3153	40.5693-75.5889	34.53
30.489-85.4167	40.5693-75.5889	924.5
30.5208-90.3064	40.5693-75.5889	1728
30.5337-88.1686	40.5693-75.5889	19925.9
30.5389-98.3651	40.5693-75.5889	14.31
30.5815-87.0018	40.5693-75.5889	19779.3
30.6415-81.4609	40.5693-75.5889	1.113
30.6553-96.3406	40.5693-75.5889	7.46
30.7108-89.0932	40.5693-75.5889	6.12
31.0518-85.3156	40.5693-75.5889	471.33
31.0733-97.4864	40.5693-75.5889	11.25
31.0865-97.4008	40.5693-75.5889	37.91
31.0932-97.3109	40.5693-75.5889	1148.67
31.0995-97.3577	40.5693-75.5889	7695.1
31.1765-81.3802	40.5693-75.5889	17.04
31.3047-101.508	40.5693-75.5889	9.37
31.3774-110.926	40.5693-75.5889	19.75
31.522-82.8415	40.5693-75.5889	5362
31.5593-84.1765	40.5693-75.5889	4452.05
31.5743-90.4503	40.5693-75.5889	702.36
31.5782-81.8802	40.5693-75.5889	7461.72
31.6098-97.0882	40.5693-75.5889	31.85
31.6784-85.8242	40.5693-75.5889	16785.7
31.7015-89.1393	40.5693-75.5889	7.37
31.7145-84.1693	40.5693-75.5889	6092.15
31.7824-106.364	40.5693-75.5889	15.23
31.8286-81.6162	40.5693-75.5889	50.04
31.8481-106.545	40.5693-75.5889	38551.6
31.9862-81.2026	40.5693-75.5889	4
32.0102-110.318	40.5693-75.5889	6.67
32.0687-81.0926	40.5693-75.5889	6.21
32.2133-110.826	40.5693-75.5889	4
32.2267-80.7432	40.5693-75.5889	23.74
32.2744-97.1928	40.5693-75.5889	17.756
32.2807-90.1071	40.5693-75.5889	646.2
32.3113-90.3972	40.5693-75.5889	2656.5
32.3125-106.703	40.5693-75.5889	2.37
32.3255-90.2571	40.5693-75.5889	10156.5
32.3431-97.4008	40.5693-75.5889	2445.3
32.3509-97.4103	40.5693-75.5889	1837.96
32.3532-86.3604	40.5693-75.5889	596.35
32.3705-90.1297	40.5693-75.5889	24.94
32.3962-94.7006	40.5693-75.5889	21.9
32.4208-90.1313	40.5693-75.5889	4
32.4745-94.712	40.5693-75.5889	10.86
32.5474-94.3796	40.5693-75.5889	42.9
32.5662-84.8412	40.5693-75.5889	1045.46
32.6204-96.7812	40.5693-75.5889	2129.9
32.6303-97.271	40.5693-75.5889	1044.81
32.6593-97.1644	40.5693-75.5889	54
32.6605-85.3992	40.5693-75.5889	1065.12
32.6803-97.3358	40.5693-75.5889	26840.7
32.6855-96.9175	40.5693-75.5889	39986.8
32.6909-97.6401	40.5693-75.5889	2.62
32.7369-96.8825	40.5693-75.5889	1320.81
32.7385-97.3842	40.5693-75.5889	39973.4
32.7429-117.128	40.5693-75.5889	16.099
32.7477-96.2892	40.5693-75.5889	1222.65
32.7537-97.0871	40.5693-75.5889	24.94
32.7599-97.0122	40.5693-75.5889	1272.36
32.7618-117.013	40.5693-75.5889	33.32
32.7714-97.2915	40.5693-75.5889	564.48
32.7813-96.802	40.5693-75.5889	4112
32.7864-96.8199	40.5693-75.5889	15.61
32.8022-117.024	40.5693-75.5889	27.91
32.8038-117.136	40.5693-75.5889	4119.92
32.8125-96.8141	40.5693-75.5889	10.76
32.8135-79.859	40.5693-75.5889	240
32.818-96.8793	40.5693-75.5889	1275.99
32.8201-116.912	40.5693-75.5889	52.89
32.8256-96.7487	40.5693-75.5889	24.94
32.8267-96.9614	40.5693-75.5889	1187.55
32.8449-83.6712	40.5693-75.5889	3300
32.8468-116.99	40.5693-75.5889	51.75
32.8489-79.8577	40.5693-75.5889	15.24
32.8587-97.0845	40.5693-75.5889	60.7
32.8681-97.2857	40.5693-75.5889	14.55
32.8739-96.7092	40.5693-75.5889	21.9
32.8743-96.7476	40.5693-75.5889	14.9
32.8781-111.735	40.5693-75.5889	3911.64
32.8851-97.1492	40.5693-75.5889	24.94
32.8975-96.5497	40.5693-75.5889	13.32
32.9012-96.7905	40.5693-75.5889	24.94
32.9156-96.674	40.5693-75.5889	0
32.918-117.084	40.5693-75.5889	1.113
32.9188-80.0228	40.5693-75.5889	5.37
32.9239-96.547	40.5693-75.5889	7.556
32.9461-96.7945	40.5693-75.5889	24.94
32.9468-117.219	40.5693-75.5889	28.87
32.9618-117.26	40.5693-75.5889	9.87
32.9771-94.9681	40.5693-75.5889	1427.4
33.0002-97.2187	40.5693-75.5889	2074.52
33.0224-117.107	40.5693-75.5889	54.91
33.0332-97.0596	40.5693-75.5889	450.05
33.0346-80.186	40.5693-75.5889	14.83
33.035-96.8049	40.5693-75.5889	24.94
33.0409-83.9294	40.5693-75.5889	19.279
33.0531-117.269	40.5693-75.5889	10.31
33.0547-96.7351	40.5693-75.5889	9.63
33.0751-97.0529	40.5693-75.5889	7.95
33.0771-96.7986	40.5693-75.5889	21.04
33.0814-96.8896	40.5693-75.5889	1383.2
33.0928-96.6245	40.5693-75.5889	61.15
33.0978-117.267	40.5693-75.5889	4663.3
33.1667-94.9814	40.5693-75.5889	21.9
33.1951-96.6036	40.5693-75.5889	24.94
33.2368-97.1694	40.5693-75.5889	5845.15
33.2409-117.299	40.5693-75.5889	6
33.2765-112.187	40.5693-75.5889	7
33.2799-87.1015	40.5693-75.5889	128.08
33.3175-86.7873	40.5693-75.5889	15.433
33.357-86.8158	40.5693-75.5889	18.74
33.366-111.932	40.5693-75.5889	359.24
33.3933-112.029	40.5693-75.5889	28.3
33.3941-111.929	40.5693-75.5889	336.05
33.4206-86.7849	40.5693-75.5889	10.56
33.4264-112.283	40.5693-75.5889	3727.92
33.4354-112.2	40.5693-75.5889	650
33.4511-112.071	40.5693-75.5889	37.05
33.4673-79.1301	40.5693-75.5889	14.25
33.4683-86.8081	40.5693-75.5889	17312.6
33.4759-82.0697	40.5693-75.5889	16.61
33.4966-101.869	40.5693-75.5889	29.76
33.5037-112.032	40.5693-75.5889	15.86
33.5071-112.085	40.5693-75.5889	5.726
33.5125-82.0949	40.5693-75.5889	47.42
33.5174-81.9494	40.5693-75.5889	2.716
33.528-80.5813	40.5693-75.5889	679.25
33.5283-84.3335	40.5693-75.5889	8.72
33.5461-86.6696	40.5693-75.5889	76.21
33.5498-101.826	40.5693-75.5889	163.89
33.5657-84.5932	40.5693-75.5889	18306
33.5701-101.889	40.5693-75.5889	20.23
33.5801-112.246	40.5693-75.5889	957.78
33.585-112.008	40.5693-75.5889	11.248
33.6149-101.807	40.5693-75.5889	1181.16
33.6153-88.3103	40.5693-75.5889	7.82
33.6154-84.367	40.5693-75.5889	1710
33.6154-84.4903	40.5693-75.5889	233.84
33.6175-111.954	40.5693-75.5889	1.113
33.6577-112.178	40.5693-75.5889	16.2
33.6588-84.3968	40.5693-75.5889	387.1
33.6735-118.002	40.5693-75.5889	1.11
33.6763-84.4498	40.5693-75.5889	2192.34
33.6981-78.896	40.5693-75.5889	35.16
33.6987-112.114	40.5693-75.5889	9.56
33.7181-84.9236	40.5693-75.5889	24128.4
33.7191-117.871	40.5693-75.5889	309.18
33.7257-84.2111	40.5693-75.5889	10.1
33.744-84.5603	40.5693-75.5889	992.04
33.7457-84.3764	40.5693-75.5889	35209.5
33.7529-84.3901	40.5693-75.5889	17.27
33.7581-84.4227	40.5693-75.5889	13.44
33.7717-84.2941	40.5693-75.5889	2.216
33.7761-84.6448	40.5693-75.5889	265.9
33.7778-112.079	40.5693-75.5889	16.89
33.786-83.699	40.5693-75.5889	2467.2
33.7866-118.299	40.5693-75.5889	25.02
33.7868-84.437	40.5693-75.5889	79.08
33.7873-117.875	40.5693-75.5889	55.65
33.807-117.926	40.5693-75.5889	588
33.8177-84.5609	40.5693-75.5889	4
33.8182-117.973	40.5693-75.5889	247.5
33.8222-84.0371	40.5693-75.5889	4.38
33.8238-118.267	40.5693-75.5889	1988.21
33.8444-84.4741	40.5693-75.5889	4.29
33.8505-112.059	40.5693-75.5889	5.75
33.8505-117.791	40.5693-75.5889	32.01
33.8574-118.256	40.5693-75.5889	1131.08
33.8663-118.4	40.5693-75.5889	9.37
33.8712-118.372	40.5693-75.5889	4.5
33.8888-83.9685	40.5693-75.5889	10.76
33.889-118.405	40.5693-75.5889	9.93
33.8906-118.237	40.5693-75.5889	1597.32
33.9069-118.083	40.5693-75.5889	1255.5
33.9164-80.3574	40.5693-75.5889	27.6
33.9213-118.408	40.5693-75.5889	9
33.9232-117.242	40.5693-75.5889	3718.11
33.9235-117.896	40.5693-75.5889	32.976
33.9317-84.3782	40.5693-75.5889	3.93
33.9321-84.5475	40.5693-75.5889	36.27
33.933-84.4763	40.5693-75.5889	4.68
33.9476-83.4089	40.5693-75.5889	914.85
33.9559-118.359	40.5693-75.5889	12.9
33.96-118.395	40.5693-75.5889	292.34
33.968-80.9384	40.5693-75.5889	11000
33.979-117.336	40.5693-75.5889	6399
33.9817-83.883	40.5693-75.5889	1119.24
33.9906-80.9983	40.5693-75.5889	3.92
33.9914-81.2505	40.5693-75.5889	749.7
33.9924-118.465	40.5693-75.5889	9.95
33.9975-118.153	40.5693-75.5889	13.5
33.9985-81.0352	40.5693-75.5889	40006.3
33.9988-117.447	40.5693-75.5889	22800
34.0002-118.226	40.5693-75.5889	2535.04
34.0093-118.473	40.5693-75.5889	4.442
34.0142-118.114	40.5693-75.5889	1359.71
34.016-117.687	40.5693-75.5889	745.45
34.0184-117.854	40.5693-75.5889	510.72
34.0206-84.1429	40.5693-75.5889	13.32
34.023-118.202	40.5693-75.5889	7220
34.0293-118.242	40.5693-75.5889	912.88
34.0322-118.49	40.5693-75.5889	39.77
34.0325-84.3177	40.5693-75.5889	24.94
34.0336-117.038	40.5693-75.5889	13.45
34.0346-118.428	40.5693-75.5889	36119.6
34.0361-117.609	40.5693-75.5889	3196.8
34.0389-84.5971	40.5693-75.5889	1247.49
34.0416-81.1062	40.5693-75.5889	6.87
34.0511-118.808	40.5693-75.5889	8.38
34.0527-84.0749	40.5693-75.5889	6576.8
34.0567-118.412	40.5693-75.5889	33.64
34.0619-117.32	40.5693-75.5889	3240
34.0632-118.436	40.5693-75.5889	15.16
34.0633-117.169	40.5693-75.5889	13.32
34.0674-118.475	40.5693-75.5889	7.88
34.0766-118.039	40.5693-75.5889	1283.1
34.08-84.2193	40.5693-75.5889	13.32
34.0807-117.274	40.5693-75.5889	824.71
34.0889-117.452	40.5693-75.5889	8312.85
34.0895-118.328	40.5693-75.5889	1.12
34.091-118.381	40.5693-75.5889	37.5
34.1033-117.818	40.5693-75.5889	21.96
34.1046-117.587	40.5693-75.5889	11565.2
34.108-84.4843	40.5693-75.5889	17.44
34.1095-117.376	40.5693-75.5889	1077.77
34.1192-84.3029	40.5693-75.5889	61.82
34.12-82.825	40.5693-75.5889	7092.2
34.122-83.786	40.5693-75.5889	3168.06
34.127-118.052	40.5693-75.5889	2.62
34.1335-118.665	40.5693-75.5889	1.12
34.1395-118.761	40.5693-75.5889	30661.1
34.1395-80.8878	40.5693-75.5889	13.32
34.1421-79.7431	40.5693-75.5889	23.12
34.1426-118.127	40.5693-75.5889	0.56
34.1556-118.489	40.5693-75.5889	4.31
34.1643-118.545	40.5693-75.5889	27.01
34.1673-83.6854	40.5693-75.5889	9753.6
34.1762-118.62	40.5693-75.5889	10.42
34.1982-117.358	40.5693-75.5889	1133.37
34.2013-118.33	40.5693-75.5889	8.12
34.2015-118.494	40.5693-75.5889	1.12
34.2015-84.0976	40.5693-75.5889	63.46
34.2056-117.105	40.5693-75.5889	29.61
34.2215-77.8845	40.5693-75.5889	24.94
34.2318-119.053	40.5693-75.5889	13.32
34.2366-83.8912	40.5693-75.5889	21.45
34.2395-118.482	40.5693-75.5889	1
34.2591-118.594	40.5693-75.5889	11618.4
34.2829-81.6164	40.5693-75.5889	13.62
34.3461-83.901	40.5693-75.5889	9789.84
34.4-117.34	40.5693-75.5889	6.72
34.4437-119.942	40.5693-75.5889	16.21
34.4699-114.279	40.5693-75.5889	12.88
34.4812-118.428	40.5693-75.5889	2.62
34.4891-88.9997	40.5693-75.5889	1100
34.6061-118.185	40.5693-75.5889	10.27
34.7113-86.6169	40.5693-75.5889	22652.4
34.7417-97.2285	40.5693-75.5889	2100
34.7693-80.3994	40.5693-75.5889	2870.6
34.7772-92.1791	40.5693-75.5889	493.75
34.7835-92.4081	40.5693-75.5889	24.94
34.7861-106.705	40.5693-75.5889	0
34.8256-82.341	40.5693-75.5889	3276
34.8756-84.0042	40.5693-75.5889	9.37
34.9294-80.7306	40.5693-75.5889	3.93
34.9364-80.5382	40.5693-75.5889	11.26
34.9525-83.4073	40.5693-75.5889	36812.2
34.9541-89.8374	40.5693-75.5889	6621.64
34.9592-90.0409	40.5693-75.5889	12.14
34.9694-81.0509	40.5693-75.5889	4
35.0084-80.9164	40.5693-75.5889	203
35.0168-89.847	40.5693-75.5889	1301.5
35.0673-80.6842	40.5693-75.5889	3.93
35.0782-106.617	40.5693-75.5889	14
35.0813-85.319	40.5693-75.5889	17.44
35.0839-106.648	40.5693-75.5889	9.37
35.0915-77.0994	40.5693-75.5889	8.34
35.1008-106.521	40.5693-75.5889	14
35.1052-80.621	40.5693-75.5889	804
35.1064-106.579	40.5693-75.5889	21.64
35.1129-89.9039	40.5693-75.5889	24.94
35.1169-80.7164	40.5693-75.5889	19.12
35.124-80.9395	40.5693-75.5889	3296.62
35.1341-106.641	40.5693-75.5889	300.6
35.1345-80.8563	40.5693-75.5889	10.5
