origin	destination	count
25.9188-97.4274	26.172-98.2504	2403.17
26.1252-97.4757	26.172-98.2504	41925.9
26.1626-97.9851	26.172-98.2504	3736.3
26.1904-98.153	26.172-98.2504	1353
26.2013-98.1862	26.172-98.2504	1636.25
26.2131-98.2358	26.172-98.2504	84
26.2344-98.342	26.172-98.2504	1648.14
26.2627-98.2308	26.172-98.2504	561
26.3194-98.1909	26.172-98.2504	1074.09
26.3441-98.1801	26.172-98.2504	58
26.4097-98.2242	26.172-98.2504	1369.2
26.4931-99.0072	26.172-98.2504	3977.17
26.9052-99.2186	26.172-98.2504	9468.82
27.6488-99.5337	26.172-98.2504	43846.8
29.3582-98.3198	26.172-98.2504	3840
29.5622-95.2698	26.172-98.2504	23124
29.8252-95.378	26.172-98.2504	2240
30.488-88.2533	26.172-98.2504	39360
30.8177-83.9892	26.172-98.2504	32
30.8836-97.396	26.172-98.2504	7032
31.6948-106.3	26.172-98.2504	44000
31.7824-106.364	26.172-98.2504	13440
32.7303-97.32	26.172-98.2504	32768
32.7599-97.0122	26.172-98.2504	6650.6
32.7714-97.2915	26.172-98.2504	43008
32.8739-96.7092	26.172-98.2504	4096
32.9226-96.8362	26.172-98.2504	41645.5
33.6588-85.8518	26.172-98.2504	9396
33.7324-118.289	26.172-98.2504	1080
33.744-84.5603	26.172-98.2504	29040.5
33.989-118.089	26.172-98.2504	64
33.9988-117.447	26.172-98.2504	42240
34.0002-118.226	26.172-98.2504	41472
34.2849-118.438	26.172-98.2504	41684
34.8256-82.341	26.172-98.2504	40785
35.2495-105.577	26.172-98.2504	42000
35.2799-97.7846	26.172-98.2504	43008
35.3709-82.4945	26.172-98.2504	39622
35.7599-81.3301	26.172-98.2504	9996
35.8253-88.9022	26.172-98.2504	41568
37.6445-120.98	26.172-98.2504	43008
37.9038-94.2182	26.172-98.2504	42000
38.3748-86.3531	26.172-98.2504	43008
38.8318-77.2888	26.172-98.2504	38179
39.1607-84.4545	26.172-98.2504	43008
39.5628-75.0096	26.172-98.2504	43200
39.6692-75.59	26.172-98.2504	42366
39.7846-104.962	26.172-98.2504	38564.5
40.1125-83.7663	26.172-98.2504	32
40.1174-75.0154	26.172-98.2504	43200
40.5825-74.23	26.172-98.2504	40907.4
40.5951-75.4592	26.172-98.2504	43104
40.6363-73.6374	26.172-98.2504	9312
40.7076-74.1788	26.172-98.2504	42480
40.726-73.4415	26.172-98.2504	32
40.7407-73.4863	26.172-98.2504	43520
40.77-73.1138	26.172-98.2504	15360
40.7903-111.94	26.172-98.2504	43008
40.843-111.906	26.172-98.2504	20790
41.8093-87.7105	26.172-98.2504	43008
41.9351-89.0689	26.172-98.2504	41932
42.4795-79.328	26.172-98.2504	42240
42.597-114.819	26.172-98.2504	41600
42.6926-77.8766	26.172-98.2504	41728
42.8232-86.1273	26.172-98.2504	330
42.8814-78.7447	26.172-98.2504	42336
42.9994-87.9434	26.172-98.2504	30944
43.0113-87.9584	26.172-98.2504	43008
43.0383-70.8471	26.172-98.2504	35840
43.2217-78.0439	26.172-98.2504	43008
43.3202-70.6118	26.172-98.2504	42291
43.3393-78.0258	26.172-98.2504	43008
43.7406-88.523	26.172-98.2504	42680
44.3765-89.9077	26.172-98.2504	352
44.4633-71.1909	26.172-98.2504	11200
44.6867-67.9917	26.172-98.2504	42560
44.9009-85.4067	26.172-98.2504	43008
45.4813-122.409	26.172-98.2504	43008
45.9287-122.703	26.172-98.2504	43520
46.235-119.094	26.172-98.2504	43240
47.1842-112.33	26.172-98.2504	43072
29.0227-81.1722	31.9017-106.418	42120
29.3582-98.3198	31.9017-106.418	42
29.6432-82.9903	31.9017-106.418	42000
29.9178-95.4414	31.9017-106.418	25455
29.9911-90.2469	31.9017-106.418	42
30.2793-98.8839	31.9017-106.418	42
30.8177-83.9892	31.9017-106.418	5292
31.6843-106.208	31.9017-106.418	51554
31.6948-106.3	31.9017-106.418	42000
31.8797-106.718	31.9017-106.418	28997.6
32.3252-95.2947	31.9017-106.418	27
32.3478-106.815	31.9017-106.418	1860
32.4941-114.779	31.9017-106.418	42
32.5744-117.056	31.9017-106.418	42
32.6303-97.271	31.9017-106.418	42
32.6855-96.9175	31.9017-106.418	336
32.6947-97.0875	31.9017-106.418	8827.5
32.7199-83.4905	31.9017-106.418	42120
32.729-97.0043	31.9017-106.418	37198.4
32.7599-97.0122	31.9017-106.418	10395
32.8135-79.859	31.9017-106.418	54
32.926-96.8832	31.9017-106.418	42
33.0771-96.7986	31.9017-106.418	42
33.2765-112.187	31.9017-106.418	42000
33.4354-112.2	31.9017-106.418	9703.92
33.4563-112.124	31.9017-106.418	3394
33.5277-117.121	31.9017-106.418	42
33.5498-101.826	31.9017-106.418	33312
33.6987-112.114	31.9017-106.418	81
33.8911-117.273	31.9017-106.418	25455
33.9022-81.0826	31.9017-106.418	2058
33.9428-84.3177	31.9017-106.418	41.36
34.0002-118.226	31.9017-106.418	33660
34.0293-118.242	31.9017-106.418	42
34.0361-117.609	31.9017-106.418	30729.1
35.1796-106.594	31.9017-106.418	27
36.0448-102.012	31.9017-106.418	42160
36.0889-115.139	31.9017-106.418	124
36.1861-94.1937	31.9017-106.418	42
36.2403-86.2927	31.9017-106.418	54
36.2942-95.3029	31.9017-106.418	32222
37.5543-122.27	31.9017-106.418	42
37.687-97.3336	31.9017-106.418	42
38.1906-85.5535	31.9017-106.418	13608
38.5644-90.1628	31.9017-106.418	42
38.7495-85.8026	31.9017-106.418	84
39.1988-76.9367	31.9017-106.418	42
39.7397-104.809	31.9017-106.418	10395.4
39.7675-105.02	31.9017-106.418	17
39.8036-75.3442	31.9017-106.418	42
40.1023-76.0803	31.9017-106.418	126
40.4781-94.4233	31.9017-106.418	43442.6
40.8837-73.9517	31.9017-106.418	83
40.9056-74.1199	31.9017-106.418	42
41.2606-95.9362	31.9017-106.418	42
41.3505-87.6241	31.9017-106.418	26000
41.3884-81.4436	31.9017-106.418	42
41.4734-87.0316	31.9017-106.418	42
41.788-87.7738	31.9017-106.418	84
42.9331-85.6544	31.9017-106.418	84
44.9575-92.4459	31.9017-106.418	410
18.4124-66.0907	32.2304-90.1621	34062
26.1057-98.2464	32.2304-90.1621	39284.5
27.6488-99.5337	32.2304-90.1621	41310
27.8743-82.6451	32.2304-90.1621	41048
28.052-81.7246	32.2304-90.1621	31000
29.5239-90.3404	32.2304-90.1621	6612.39
29.5606-90.6903	32.2304-90.1621	3344.89
29.5934-90.7475	32.2304-90.1621	8174.38
29.6668-95.0449	32.2304-90.1621	42525
29.6948-91.1825	32.2304-90.1621	2739.47
29.7153-90.6097	32.2304-90.1621	2890.3
29.7978-90.8181	32.2304-90.1621	2369.37
29.8693-90.1093	32.2304-90.1621	4164.52
29.8786-90.069	32.2304-90.1621	9132.73
29.9001-90.3866	32.2304-90.1621	8243.89
29.9178-95.4414	32.2304-90.1621	35868
29.938-90.072	32.2304-90.1621	2889.52
29.9382-90.0367	32.2304-90.1621	9018.98
29.9436-92.1487	32.2304-90.1621	3010.07
29.9464-89.9612	32.2304-90.1621	8807.55
29.9526-90.2054	32.2304-90.1621	9486.69
29.9755-91.8407	32.2304-90.1621	3702.6
29.9972-90.2138	32.2304-90.1621	4432.13
30.016-90.0197	32.2304-90.1621	5135.9
30.0229-90.2513	32.2304-90.1621	3941.81
30.0335-89.9774	32.2304-90.1621	3928.5
30.0503-89.9564	32.2304-90.1621	8371.4
30.0739-90.4852	32.2304-90.1621	4826.07
30.1039-91.001	32.2304-90.1621	920.52
30.1348-91.9525	32.2304-90.1621	1637.89
30.1634-92.0197	32.2304-90.1621	4181.27
30.1708-95.1783	32.2304-90.1621	37231
30.2119-92.0591	32.2304-90.1621	2807.85
30.2292-90.9225	32.2304-90.1621	2965.1
30.2334-92.0096	32.2304-90.1621	5064.41
30.2667-89.7305	32.2304-90.1621	3209.17
30.2677-82.1246	32.2304-90.1621	18600
30.2707-91.2485	32.2304-90.1621	1863.38
30.298-89.8118	32.2304-90.1621	4116.62
30.3013-91.8617	32.2304-90.1621	6516.11
30.3114-90.9396	32.2304-90.1621	2666.68
30.3616-91.0904	32.2304-90.1621	4778.77
30.4015-89.7692	32.2304-90.1621	10500
30.4033-91.0804	32.2304-90.1621	2644.78
30.4114-91.1497	32.2304-90.1621	4787.19
30.4258-91.0381	32.2304-90.1621	2143.47
30.4276-90.4173	32.2304-90.1621	4686.36
30.4551-91.0636	32.2304-90.1621	2020.32
30.4685-90.9283	32.2304-90.1621	2052.62
30.4708-90.1049	32.2304-90.1621	6696.13
30.4735-91.2632	32.2304-90.1621	3477.48
30.5179-90.4725	32.2304-90.1621	8544.41
30.5208-90.3064	32.2304-90.1621	21700
30.522-90.8403	32.2304-90.1621	3850.47
30.528-89.6661	32.2304-90.1621	10803.8
30.5379-91.0481	32.2304-90.1621	4470
30.5848-91.1476	32.2304-90.1621	6051.25
30.6085-90.9276	32.2304-90.1621	1809.96
30.6556-91.1402	32.2304-90.1621	3711.77
30.6885-88.0534	32.2304-90.1621	42821.8
30.7003-91.4403	32.2304-90.1621	2706.54
30.7106-92.3063	32.2304-90.1621	2331.43
30.723-90.5211	32.2304-90.1621	7249.3
30.7629-89.8777	32.2304-90.1621	5355.51
31.0674-92.0545	32.2304-90.1621	3564.45
31.2256-90.4333	32.2304-90.1621	7413.96
31.2552-89.7926	32.2304-90.1621	3209.77
31.2945-92.4602	32.2304-90.1621	2310.91
31.3024-92.5051	32.2304-90.1621	4146.5
31.3254-89.3793	32.2304-90.1621	1869.55
31.3521-92.4006	32.2304-90.1621	1537.9
31.3588-89.2279	32.2304-90.1621	2775.3
31.4962-89.305	32.2304-90.1621	15733.5
31.5355-91.3543	32.2304-90.1621	3271.91
31.5408-91.487	32.2304-90.1621	2314.76
31.5743-90.4503	32.2304-90.1621	4816.37
31.6548-92.1287	32.2304-90.1621	833.05
31.6784-85.8242	32.2304-90.1621	27900
31.7015-89.1393	32.2304-90.1621	8729.13
31.8413-90.4299	32.2304-90.1621	4091.09
31.8802-89.7209	32.2304-90.1621	5693.26
32.2807-90.1071	32.2304-90.1621	6149.88
32.2848-90.2278	32.2304-90.1621	3425.39
32.2928-90.8718	32.2304-90.1621	3284.18
32.3113-90.3972	32.2304-90.1621	2819.91
32.3139-89.6651	32.2304-90.1621	35437.5
32.3173-89.1448	32.2304-90.1621	2457.81
32.3255-90.2571	32.2304-90.1621	41150
32.339-88.6596	32.2304-90.1621	2296.53
32.3473-90.3322	32.2304-90.1621	5351.46
32.3509-97.4103	32.2304-90.1621	31000
32.3532-86.3604	32.2304-90.1621	37310
32.3589-88.7494	32.2304-90.1621	6358.66
32.3797-89.4655	32.2304-90.1621	2681.2
32.3867-90.8448	32.2304-90.1621	4002
32.4208-90.1313	32.2304-90.1621	3712.58
32.485-90.1155	32.2304-90.1621	2330
32.6185-90.0104	32.2304-90.1621	6049.32
32.7477-96.2892	32.2304-90.1621	20150
32.7643-92.3766	32.2304-90.1621	31200
32.7764-89.1279	32.2304-90.1621	4489.93
32.7851-89.5064	32.2304-90.1621	520
32.815-91.9068	32.2304-90.1621	3101.6
33.0332-97.0596	32.2304-90.1621	36329
33.0381-89.5632	32.2304-90.1621	3083.19
33.1096-89.0285	32.2304-90.1621	3068.4
33.1492-87.523	32.2304-90.1621	6622.12
33.2277-87.5882	32.2304-90.1621	3042.13
33.3804-91.0519	32.2304-90.1621	2878.73
33.4502-88.8238	32.2304-90.1621	2560.84
33.5007-84.3513	32.2304-90.1621	36747
33.5287-90.1766	32.2304-90.1621	2497.3
33.5498-101.826	32.2304-90.1621	6552
33.5816-88.433	32.2304-90.1621	3987.43
33.6154-84.4903	32.2304-90.1621	28473.6
33.6191-88.6469	32.2304-90.1621	4167.7
33.7491-90.7133	32.2304-90.1621	2660.49
33.7535-87.0476	32.2304-90.1621	2708.93
33.7713-89.803	32.2304-90.1621	6217.42
33.786-83.699	32.2304-90.1621	20150
33.8284-87.2763	32.2304-90.1621	4844.33
33.8906-118.237	32.2304-90.1621	38880
33.8911-117.273	32.2304-90.1621	35868
33.9255-87.7895	32.2304-90.1621	2392.15
33.9408-84.2062	32.2304-90.1621	2562
33.979-117.336	32.2304-90.1621	38880
33.9882-88.4678	32.2304-90.1621	4274.98
34.0002-118.226	32.2304-90.1621	21840
34.0184-117.854	32.2304-90.1621	21000
34.0807-117.274	32.2304-90.1621	27300
34.1497-88.0038	32.2304-90.1621	3311.69
34.1961-90.5944	32.2304-90.1621	2196.62
34.2254-87.6118	32.2304-90.1621	2502.51
34.2361-88.7567	32.2304-90.1621	4506.12
34.2363-89.0042	32.2304-90.1621	3335.21
34.266-88.3841	32.2304-90.1621	2888.14
34.2724-88.6822	32.2304-90.1621	2731.82
34.3097-89.963	32.2304-90.1621	3101.03
34.345-89.5073	32.2304-90.1621	3743.78
34.4812-118.428	32.2304-90.1621	31570
34.4891-88.9997	32.2304-90.1621	24800
34.5195-87.7808	32.2304-90.1621	4598.52
34.5463-90.6587	32.2304-90.1621	1534.75
34.6076-89.9464	32.2304-90.1621	5104.34
34.6534-88.5375	32.2304-90.1621	8308.79
34.7289-118.327	32.2304-90.1621	6496.5
34.7292-92.3402	32.2304-90.1621	33
34.7599-87.6271	32.2304-90.1621	2637.18
34.7626-89.4609	32.2304-90.1621	2366.02
34.8118-90.0192	32.2304-90.1621	5515.93
34.8175-87.6625	32.2304-90.1621	7891.55
34.84-115.967	32.2304-90.1621	29432
34.8989-87.7738	32.2304-90.1621	5993.33
34.9283-88.5286	32.2304-90.1621	4105.6
34.9541-89.8374	32.2304-90.1621	3231.38
34.9685-89.9979	32.2304-90.1621	6601.95
35.0107-90.7805	32.2304-90.1621	4305.58
35.0168-89.847	32.2304-90.1621	10205.4
35.0332-90.0113	32.2304-90.1621	3399.03
35.0355-89.8033	32.2304-90.1621	7927.13
35.0572-89.6742	32.2304-90.1621	4223.3
35.0573-89.8629	32.2304-90.1621	33017.9
35.15-90.1764	32.2304-90.1621	7088.34
35.1577-89.7825	32.2304-90.1621	3072.71
35.165-88.5933	32.2304-90.1621	2742.67
35.1809-88.1895	32.2304-90.1621	7523.94
35.2087-89.8052	32.2304-90.1621	4091.83
35.2145-89.5034	32.2304-90.1621	2376.27
35.2199-89.9259	32.2304-90.1621	2712.13
35.2298-90.8324	32.2304-90.1621	3305.71
35.2784-93.1368	32.2304-90.1621	16442
35.3088-93.1091	32.2304-90.1621	21087.5
35.348-89.9067	32.2304-90.1621	3695.05
35.4004-80.5657	32.2304-90.1621	41217
35.4707-86.4597	32.2304-90.1621	27900
35.4901-93.4851	32.2304-90.1621	24800
35.5606-89.642	32.2304-90.1621	4714.05
35.5906-89.2609	32.2304-90.1621	2131.31
35.6076-88.8196	32.2304-90.1621	3404.69
35.623-90.5274	32.2304-90.1621	2609.44
35.638-89.8686	32.2304-90.1621	2759.5
35.6584-88.4053	32.2304-90.1621	4380.53
35.6931-88.8065	32.2304-90.1621	7890.49
35.6964-90.0263	32.2304-90.1621	2375.54
35.7817-90.7451	32.2304-90.1621	3097.01
35.8253-88.9022	32.2304-90.1621	3727.59
35.8448-90.6844	32.2304-90.1621	5549.63
35.926-89.9177	32.2304-90.1621	2850.17
35.9958-88.4138	32.2304-90.1621	3366.21
36.038-89.3861	32.2304-90.1621	5805.1
36.0657-90.5102	32.2304-90.1621	4294.69
36.1071-94.1159	32.2304-90.1621	21000
36.2371-90.0487	32.2304-90.1621	4434.31
36.3003-88.3289	32.2304-90.1621	4432.24
36.3049-91.0141	32.2304-90.1621	5416.56
36.3371-78.3874	32.2304-90.1621	21700
36.3422-94.0714	32.2304-90.1621	33031
36.3539-88.8419	32.2304-90.1621	6431.92
36.4111-97.8503	32.2304-90.1621	40560
36.4269-89.0727	32.2304-90.1621	2360.31
36.5321-88.8913	32.2304-90.1621	4833.22
36.7338-88.6345	32.2304-90.1621	2576.11
36.7594-90.4169	32.2304-90.1621	6989.69
36.7845-89.9743	32.2304-90.1621	7195.9
37.3802-120.726	32.2304-90.1621	38972.1
37.4886-120.852	32.2304-90.1621	38963.4
37.7284-121.424	32.2304-90.1621	38509.5
37.922-121.302	32.2304-90.1621	38880
38.7902-77.5129	32.2304-90.1621	36747
39.0342-82.6368	32.2304-90.1621	42125
39.7397-104.809	32.2304-90.1621	40798
39.7846-104.962	32.2304-90.1621	41787.5
39.8089-84.0197	32.2304-90.1621	5670
39.9544-83.123	32.2304-90.1621	40668
39.9916-74.7975	32.2304-90.1621	42625
40.1866-85.5056	32.2304-90.1621	20520
40.6246-75.6073	32.2304-90.1621	39754
41.5975-87.5991	32.2304-90.1621	39964
41.676-87.9826	32.2304-90.1621	35490
42.6469-71.1513	32.2304-90.1621	37200
42.6992-87.9169	32.2304-90.1621	35868
42.999-84.577	32.2304-90.1621	20800
43.672-92.9791	32.2304-90.1621	42125
43.9844-90.4842	32.2304-90.1621	25947
25.7539-80.2703	32.7984-97.354	53.16
25.778-80.2972	32.7984-97.354	88.526
25.8247-80.3048	32.7984-97.354	39178.1
25.8377-80.3695	32.7984-97.354	458.4
25.9188-97.4274	32.7984-97.354	44.727
26.2013-98.1862	32.7984-97.354	6802.5
26.7821-80.0653	32.7984-97.354	38520
27.5422-99.4923	32.7984-97.354	6336
27.6488-99.5337	32.7984-97.354	44245
27.738-98.093	32.7984-97.354	10
27.9461-82.3753	32.7984-97.354	13.79
27.9935-82.4091	32.7984-97.354	36261
28.0138-82.1169	32.7984-97.354	1600
28.4109-81.359	32.7984-97.354	13713
28.4635-81.3881	32.7984-97.354	26996
28.7037-81.3538	32.7984-97.354	144
28.8064-96.9936	32.7984-97.354	38291.4
29.1055-81.0864	32.7984-97.354	4924
29.2129-82.1538	32.7984-97.354	39754.8
29.3524-98.4322	32.7984-97.354	2144
29.4054-98.6383	32.7984-97.354	15120
29.4484-98.3991	32.7984-97.354	10.98
29.4943-98.4043	32.7984-97.354	36672.7
29.5102-98.6678	32.7984-97.354	5400
29.5285-98.4922	32.7984-97.354	38.4
29.5396-95.1347	32.7984-97.354	28
29.5521-98.3678	32.7984-97.354	6557.04
29.5704-98.1461	32.7984-97.354	10
29.5733-95.6321	32.7984-97.354	2720
29.5774-98.2787	32.7984-97.354	1591.72
29.5847-98.4699	32.7984-97.354	1591.72
29.6011-95.5177	32.7984-97.354	8522.83
29.627-90.7208	32.7984-97.354	40298.5
29.6291-95.4384	32.7984-97.354	19848
29.6668-95.0449	32.7984-97.354	41176
29.6959-95.3573	32.7984-97.354	7701.05
29.7139-82.2959	32.7984-97.354	32274
29.7355-95.414	32.7984-97.354	31.5
29.7424-95.3073	32.7984-97.354	12
29.7492-98.1765	32.7984-97.354	8873.04
29.7509-95.6125	32.7984-97.354	220
29.7608-95.2604	32.7984-97.354	42647.2
29.7989-95.4963	32.7984-97.354	5932
29.8025-95.5618	32.7984-97.354	12
29.8169-95.5231	32.7984-97.354	4531
29.8333-95.4764	32.7984-97.354	8478.32
29.834-95.4342	32.7984-97.354	3122.4
29.8587-95.5724	32.7984-97.354	5683.2
29.8967-95.6484	32.7984-97.354	3511.13
29.9178-95.4414	32.7984-97.354	12121.7
29.9236-95.5592	32.7984-97.354	6986.6
29.9449-95.3415	32.7984-97.354	27824.9
29.9526-90.2054	32.7984-97.354	8911.42
29.9594-95.4969	32.7984-97.354	7273.68
29.9911-90.2469	32.7984-97.354	15
30.0019-95.1696	32.7984-97.354	60.75
30.0096-94.114	32.7984-97.354	13200
30.014-90.1913	32.7984-97.354	7.15
30.0225-98.1329	32.7984-97.354	41.1
30.077-97.8178	32.7984-97.354	12614
30.1708-95.1783	32.7984-97.354	32623.8
30.1877-95.4389	32.7984-97.354	42.26
30.2147-95.5321	32.7984-97.354	53.2
30.2161-97.8583	32.7984-97.354	2720
30.2463-97.7609	32.7984-97.354	7929
30.2508-97.8447	32.7984-97.354	104.435
30.2652-97.7188	32.7984-97.354	9212
30.336-81.7251	32.7984-97.354	38934
30.352-97.7151	32.7984-97.354	104
30.3616-91.0904	32.7984-97.354	24316.5
30.3726-94.3367	32.7984-97.354	17.454
30.4015-89.7692	32.7984-97.354	35500.8
30.4116-81.7665	32.7984-97.354	40131.7
30.4277-98.0806	32.7984-97.354	60.75
30.448-87.2073	32.7984-97.354	13.7
30.5013-97.8309	32.7984-97.354	1591.72
30.5051-90.4225	32.7984-97.354	5106.78
30.5179-90.4725	32.7984-97.354	33723.4
30.5208-90.3064	32.7984-97.354	33427.9
31.054-97.3203	32.7984-97.354	36288
31.0865-97.4008	32.7984-97.354	34.75
31.0995-97.3577	32.7984-97.354	34539.8
31.1668-81.4921	32.7984-97.354	81.888
31.1765-81.3802	32.7984-97.354	5293.21
31.2855-89.2799	32.7984-97.354	6000
31.3399-94.7629	32.7984-97.354	2218.26
31.3623-94.7611	32.7984-97.354	26579.8
31.4689-100.439	32.7984-97.354	13.7
31.7691-94.19	32.7984-97.354	16390.8
31.7824-106.364	32.7984-97.354	8163
31.783-97.0795	32.7984-97.354	13.7
31.8093-106.431	32.7984-97.354	117.24
31.9862-81.2026	32.7984-97.354	10.236
31.9956-102.081	32.7984-97.354	23.5
32.0211-102.16	32.7984-97.354	10
32.2165-101.453	32.7984-97.354	3960
32.2644-95.3135	32.7984-97.354	6190.62
32.2807-90.1071	32.7984-97.354	38382.9
32.3252-95.2947	32.7984-97.354	35618.9
32.3431-97.4008	32.7984-97.354	5512.5
32.3509-97.4103	32.7984-97.354	452.26
32.3694-94.6161	32.7984-97.354	485.1
32.3962-94.7006	32.7984-97.354	10371.3
32.4261-93.7454	32.7984-97.354	12118.8
32.6303-97.271	32.7984-97.354	1042.72
32.6703-97.4143	32.7984-97.354	1360
32.6756-97.0235	32.7984-97.354	30720
32.6803-97.3358	32.7984-97.354	1496
32.6855-96.9175	32.7984-97.354	34133.4
32.7216-97.147	32.7984-97.354	0
32.7369-96.8825	32.7984-97.354	240
32.7477-96.2892	32.7984-97.354	1958.73
32.7539-97.3299	32.7984-97.354	120
32.7599-97.0122	32.7984-97.354	4597.9
32.7673-96.7776	32.7984-97.354	12
32.7714-97.2915	32.7984-97.354	8723.86
32.7785-97.301	32.7984-97.354	7759.58
32.7799-96.805	32.7984-97.354	546
32.7813-97.401	32.7984-97.354	2863.76
32.7824-96.8695	32.7984-97.354	300
32.7876-96.7994	32.7984-97.354	7.25
32.8053-97.2226	32.7984-97.354	39681.1
32.818-96.8793	32.7984-97.354	20619.9
32.8267-96.9614	32.7984-97.354	5179.87
32.8312-97.1459	32.7984-97.354	456
32.8345-86.6435	32.7984-97.354	24000
32.8671-96.4413	32.7984-97.354	1591.72
32.8724-96.9852	32.7984-97.354	11.166
32.8765-97.4125	32.7984-97.354	33684
32.8781-111.735	32.7984-97.354	3675
32.9156-96.674	32.7984-97.354	32220.3
32.9169-96.9735	32.7984-97.354	48.95
32.9206-96.6264	32.7984-97.354	1883
32.9226-96.8362	32.7984-97.354	166.5
32.927-97.2506	32.7984-97.354	40517.5
32.949-96.7092	32.7984-97.354	2902
32.9498-97.3141	32.7984-97.354	1591.72
32.961-117.125	32.7984-97.354	1024
32.9673-96.9866	32.7984-97.354	41063.4
32.9771-94.9681	32.7984-97.354	12.5
33.0002-97.2187	32.7984-97.354	2647.73
33.0289-96.681	32.7984-97.354	2400
33.035-96.8049	32.7984-97.354	1595.72
33.0814-96.8896	32.7984-97.354	12701.6
33.1951-96.6036	32.7984-97.354	20918
33.2185-92.6491	32.7984-97.354	17.2
33.2251-96.6386	32.7984-97.354	23363
33.2368-97.1694	32.7984-97.354	38278.3
33.329-111.873	32.7984-97.354	11614
33.3811-111.876	32.7984-97.354	5192.5
33.3933-112.029	32.7984-97.354	39.21
33.4009-84.7121	32.7984-97.354	44200
33.4206-86.7849	32.7984-97.354	60.75
33.4354-112.2	32.7984-97.354	38231.8
33.4511-112.071	32.7984-97.354	1818
33.4563-112.124	32.7984-97.354	10200
33.463-88.3557	32.7984-97.354	162
33.5133-101.932	32.7984-97.354	80.25
33.5491-101.858	32.7984-97.354	8252.64
33.5498-101.826	32.7984-97.354	8410.1
33.5701-101.889	32.7984-97.354	135.41
33.5789-101.832	32.7984-97.354	11
33.6048-111.729	32.7984-97.354	17.25
33.6154-84.4903	32.7984-97.354	39360
33.6588-84.3968	32.7984-97.354	5198
33.784-118.259	32.7984-97.354	2715.3
33.7866-118.299	32.7984-97.354	2514.44
33.841-118.01	32.7984-97.354	13440
33.8448-117.954	32.7984-97.354	4123
33.8538-98.4801	32.7984-97.354	11
33.8743-117.964	32.7984-97.354	38283
33.8808-117.541	32.7984-97.354	6078
33.8881-84.2932	32.7984-97.354	235.2
33.8911-117.273	32.7984-97.354	35045.8
33.9336-118.068	32.7984-97.354	41.97
33.9408-84.2062	32.7984-97.354	3528
33.9794-84.1512	32.7984-97.354	34.94
33.985-117.897	32.7984-97.354	12
33.9988-117.447	32.7984-97.354	32112.4
34.0002-118.226	32.7984-97.354	32335.1
34.0006-117.969	32.7984-97.354	35748
34.006-80.9708	32.7984-97.354	211.39
34.0184-117.854	32.7984-97.354	4125.6
34.047-117.481	32.7984-97.354	38568
34.0641-117.394	32.7984-97.354	18663.4
34.0773-117.622	32.7984-97.354	36023.4
34.0871-117.97	32.7984-97.354	1920
34.1046-117.587	32.7984-97.354	41405.8
34.1289-117.903	32.7984-97.354	16500
34.1556-118.489	32.7984-97.354	8597
34.2056-117.105	32.7984-97.354	80
34.2829-81.6164	32.7984-97.354	24000
34.3097-89.963	32.7984-97.354	41696.7
34.3641-92.8146	32.7984-97.354	3375
34.3963-91.662	32.7984-97.354	13.7
34.4812-118.428	32.7984-97.354	2664
34.7232-82.4565	32.7984-97.354	15360
34.7289-118.327	32.7984-97.354	9920
34.7292-92.3402	32.7984-97.354	177.4
34.7639-92.2646	32.7984-97.354	525.05
34.7772-92.1791	32.7984-97.354	40774.7
34.7861-106.705	32.7984-97.354	39127.4
34.9483-86.5899	32.7984-97.354	144
35.0084-80.9164	32.7984-97.354	4263
35.0168-89.847	32.7984-97.354	39251.8
35.0512-106.743	32.7984-97.354	8065.79
35.0674-106.506	32.7984-97.354	13.465
35.1005-101.806	32.7984-97.354	12376.9
35.1341-106.641	32.7984-97.354	13313.3
35.1558-106.567	32.7984-97.354	274.47
35.1574-101.861	32.7984-97.354	22
35.1719-101.876	32.7984-97.354	52.5
35.1964-101.803	32.7984-97.354	37292.6
35.2724-89.712	32.7984-97.354	36027.2
35.2969-101.786	32.7984-97.354	35732.7
35.3292-80.8049	32.7984-97.354	3570
35.4314-97.4927	32.7984-97.354	38292.2
35.4471-97.5582	32.7984-97.354	16
35.4565-94.3458	32.7984-97.354	38088
35.4716-97.5204	32.7984-97.354	37.7
35.4846-97.5734	32.7984-97.354	751.92
35.4901-93.4851	32.7984-97.354	3675
35.4905-119.265	32.7984-97.354	18925
35.515-97.5311	32.7984-97.354	34.286
35.5764-97.4692	32.7984-97.354	42394.6
35.6238-97.4791	32.7984-97.354	40800
35.6796-80.4665	32.7984-97.354	3080
35.6799-81.2872	32.7984-97.354	12810
35.8596-86.421	32.7984-97.354	15168.8
35.9279-114.972	32.7984-97.354	2091
36.0405-94.1338	32.7984-97.354	135
36.0963-95.8847	32.7984-97.354	40224
36.097-94.2486	32.7984-97.354	13.25
36.1071-94.1159	32.7984-97.354	39911.5
36.1474-86.3106	32.7984-97.354	35760.4
36.1861-94.1937	32.7984-97.354	2902
36.2337-115.069	32.7984-97.354	37204.1
36.2476-94.1137	32.7984-97.354	1940
36.2942-95.3029	32.7984-97.354	40320
36.2995-93.9568	32.7984-97.354	10.37
36.8016-119.889	32.7984-97.354	36477
36.9229-121.772	32.7984-97.354	9
37.1123-84.588	32.7984-97.354	37800
37.1663-87.1833	32.7984-97.354	39208.4
37.1684-93.313	32.7984-97.354	23.2
