origin,destination,count
41.8857-88.3196,37.0756-84.5444,3.497623510742187
37.8128-121.214,45.2038-93.6762,3.4947999999999997
32.8036-96.5696,43.6312-116.287,3.491532374620437
39.0766-94.7902,39.5427-119.754,3.4905552490234375
40.8556-96.713,43.5371-96.6953,3.4885750976562497
41.8857-88.3196,38.0004-87.5418,3.4856195068359375
41.6376-93.6164,41.6348-70.9375,3.4854999999999996
34.0433-86.089,39.5628-75.0096,3.47905
33.455-84.1721,41.3526-85.0479,3.4765400390625
34.0018-117.528,33.769-118.192,3.475676036071777
34.0018-117.528,33.8913-118.298,3.472302996826172
41.8452-88.31,35.4901-93.4851,3.472169982910156
34.0018-117.528,42.4966-113.799,3.4715999999999996
34.0433-86.089,41.3526-85.0479,3.4703999999999997
32.8036-96.5696,47.1963-122.316,3.4703064880371093
34.0018-117.528,34.2318-119.053,3.470066256332397
40.5693-75.5889,33.4683-86.8081,3.45729990234375
34.0018-117.528,33.8704-118.331,3.4569215118408203
32.8036-96.5696,28.9255-97.1006,3.454310990142822
39.0766-94.7902,40.4389-75.8853,3.445154992675781
34.0433-86.089,29.6011-95.5177,3.4402
39.0766-94.7902,36.9789-76.6397,3.4390920218944547
33.455-84.1721,35.6144-80.4312,3.438589990234375
41.2046-96.1211,43.6746-96.7913,3.437
40.5693-75.5889,42.8801-78.8105,3.4364820007324215
40.5693-75.5889,41.8999-87.8598,3.4359274658203125
40.5693-75.5889,26.3913-80.2182,3.4357601562499998
41.8857-88.3196,44.9891-93.1067,3.4354269775390622
37.8128-121.214,38.6428-121.505,3.4345259643554686
40.5693-75.5889,41.8505-87.6699,3.433007495117187
41.8857-88.3196,25.7866-80.3615,3.423419978523254
40.974-91.572,41.4734-87.0316,3.420491552734375
40.5693-75.5889,40.7023-73.6174,3.4203659774780273
41.8452-88.31,28.0138-82.1169,3.41652998046875
34.0018-117.528,48.8148-121.989,3.4153701171875
33.455-84.1721,35.124-80.9395,3.408592494010925
34.0018-117.528,34.0871-117.97,3.4008851562499998
40.8556-96.713,29.8169-95.5231,3.3958
34.0018-117.528,44.0948-70.1914,3.394729992675781
41.2052-95.9554,27.7779-97.4269,3.3912900390624996
34.0433-86.089,34.3097-89.963,3.387610034179687
41.2052-95.9554,43.1512-88.1103,3.3853459960937498
34.0018-117.528,34.7417-97.2285,3.3765549957275387
40.5693-75.5889,26.6236-81.8727,3.37620703125
37.8128-121.214,37.9629-121.264,3.368914960861206
34.0018-117.528,40.1269-88.2932,3.368602502441406
41.2052-95.9554,40.7192-73.3583,3.3639849609374997
41.8857-88.3196,40.8725-98.5021,3.3512589782714843
32.2304-90.1621,31.3254-89.3793,3.3439040039062498
41.8857-88.3196,41.4935-81.6712,3.3438549804687496
37.8128-121.214,37.7574-121.952,3.3416195159912108
40.5693-75.5889,34.0293-118.242,3.337613504171371
37.8128-121.214,36.6659-121.655,3.3356589996337886
40.974-91.572,28.0026-81.6186,3.3324865356445312
41.6499-91.5202,45.5395-122.505,3.3299999999999996
41.8857-88.3196,41.7775-87.7115,3.3284899414062497
40.5693-75.5889,41.9515-76.9441,3.3259045410156247
41.8857-88.3196,29.921-95.4956,3.3242640136718746
34.0018-117.528,34.107-117.298,3.3241749877929685
41.8857-88.3196,40.7634-73.5232,3.3175
37.8128-121.214,39.8975-86.2255,3.31525
37.8128-121.214,41.2513-75.4912,3.2982949218749997
42.0193-95.3538,39.7901-93.548,3.297944995117187
39.0766-94.7902,37.9863-122.04,3.29765
32.8036-96.5696,32.6499-97.3336,3.293762512207031
37.8128-121.214,38.1052-122.246,3.292116983604431
41.6376-93.6164,29.4484-98.3991,3.2905300781249998
32.7984-97.354,29.5521-98.3678,3.288519946289062
32.7984-97.354,40.893-111.888,3.2828999999999997
37.8128-121.214,37.6578-121.73,3.28008899230957
34.0018-117.528,39.0667-94.6887,3.2777749999999997
38.1417-85.8637,41.2513-75.4912,3.277105010986328
39.0766-94.7902,40.1402-79.8425,3.2768499999999996
32.2304-90.1621,39.8089-84.0197,3.26755
40.5693-75.5889,43.0877-75.2268,3.2632134765624996
40.5693-75.5889,41.0571-73.8166,3.262208605957031
40.5693-75.5889,48.277-101.319,3.2615609863281247
41.2052-95.9554,35.3088-93.1091,3.2600700195312498
34.0018-117.528,35.9799-115.099,3.2571697265624997
34.0018-117.528,37.6802-121.922,3.2571270357608793
34.0433-86.089,30.2161-82.6396,3.2538059936523434
37.8128-121.214,37.9541-122.025,3.248311996459961
40.5693-75.5889,42.5364-82.9504,3.2440259765625
34.0018-117.528,43.7361-87.7289,3.241575033569336
41.2052-95.9554,28.4635-81.4751,3.238
39.0766-94.7902,39.1125-108.605,3.237881043243408
32.8036-96.5696,41.7219-88.3297,3.237714025878906
41.6376-93.6164,38.0272-97.9398,3.237175048828125
33.455-84.1721,33.4945-86.8811,3.2361575073242186
33.455-84.1721,41.5138-81.6429,3.235975
41.8857-88.3196,41.0522-75.1594,3.2356
37.8128-121.214,37.7021-122.079,3.2343475021362305
32.8036-96.5696,30.4258-91.0381,3.23260498046875
34.0018-117.528,33.8884-118.354,3.2323005012512205
34.0018-117.528,38.7246-88.0866,3.2322700103759763
40.974-91.572,41.8367-72.5608,3.2313220214843748
40.5693-75.5889,42.284-71.4216,3.2280899902343747
37.7553-100.026,34.0275-84.5147,3.2253
32.8036-96.5696,39.175-76.8532,3.218751953125
41.6376-93.6164,29.9831-96.2684,3.213675
33.455-84.1721,41.8093-87.7105,3.2125
26.172-98.2504,47.1842-112.33,3.2121
41.2052-95.9554,38.6415-94.3413,3.2082650390625
38.1417-85.8637,42.6437-84.1701,3.2062539916992185
41.2052-95.9554,42.3554-83.2172,3.203759912109375
40.974-91.572,42.802-76.1272,3.2021755126953124
39.9266-83.8128,39.9418-83.837,3.19975
34.0018-117.528,33.6754-116.296,3.197329244995117
41.2052-95.9554,40.6851-76.2139,3.1941249999999997
31.9017-106.418,34.0361-117.609,3.19127998046875
40.5693-75.5889,40.7849-73.1992,3.1847430252075193
32.8036-96.5696,30.2463-97.7609,3.183126500034332
41.2052-95.9554,35.4707-86.4597,3.18257998046875
34.0018-117.528,38.6352-90.187,3.172784985351562
34.0433-86.089,40.7903-111.94,3.1715999999999998
37.8128-121.214,37.4775-121.146,3.171048498535156
34.0018-117.528,35.4314-97.4927,3.1694400085449215
40.5693-75.5889,41.2494-81.344,3.169399996948242
41.8857-88.3196,35.4168-97.6279,3.1689999999999996
32.2304-90.1621,29.9464-89.9612,3.1686419921874998
37.8128-121.214,37.2576-121.891,3.1682834991455078
33.455-84.1721,25.8-80.3177,3.161443968868255
41.2052-95.9554,43.9844-90.4842,3.1595999999999997
41.2052-95.9554,30.5208-90.3064,3.159575
37.8128-121.214,37.3496-121.854,3.157439043807983
41.2052-95.9554,41.8138-89.7054,3.1560349609375
34.0018-117.528,29.7726-95.4032,3.153952502441406
41.2052-95.9554,33.786-83.699,3.15329501953125
39.9266-83.8128,39.3455-76.6804,3.1452111471176147
37.8128-121.214,37.2262-121.765,3.144064514160156
40.5693-75.5889,40.2327-74.0314,3.1417900001525876
40.8556-96.713,35.0168-89.847,3.1412999999999998
42.0193-95.3538,41.8816-71.3558,3.1378999999999997
39.9266-83.8128,40.7324-79.8342,3.1359185855865475
34.0018-117.528,43.2143-77.9394,3.1346249999999998
40.9169-98.3875,33.879-84.372,3.1344499999999997
39.0766-94.7902,33.7295-84.3409,3.1342
41.2052-95.9554,31.0995-97.3577,3.1305700195312496
40.8556-96.713,39.0667-94.6887,3.12845498046875
41.2052-95.9554,36.3371-78.3874,3.12822998046875
34.0018-117.528,33.8574-83.719,3.1253300048828123
32.8036-96.5696,48.277-101.319,3.118874487304687
34.0433-86.089,29.4375-98.4616,3.118322045898437
35.8406-80.8799,34.4165-84.1085,3.114
40.5693-75.5889,41.6842-71.1744,3.11366298828125
40.5693-75.5889,36.2337-115.069,3.10755
37.8128-121.214,38.2188-85.7624,3.104625
37.8128-121.214,38.7169-121.37,3.100803088378906
40.974-91.572,41.0895-88.4278,3.0993865478515623
37.8128-121.214,37.5356-122.034,3.0987689971923826
40.5693-75.5889,44.9825-93.1749,3.0947169921874997
34.0018-117.528,39.533-83.439,3.0917549835205076
40.5693-75.5889,41.2923-95.9343,3.0891735107421874
41.6376-93.6164,28.7049-81.4171,3.0879400390624996
38.1417-85.8637,38.0343-97.9238,3.0835850585937497
39.0766-94.7902,33.9728-118.174,3.0738704650878903
34.0018-117.528,34.2776-118.5,3.0724969818115233
37.8128-121.214,37.5167-122.29,3.071803007125854
41.6376-93.6164,33.5616-86.3028,3.0715
34.0018-117.528,33.6169-112.402,3.071027514648437
32.8036-96.5696,41.6748-93.7187,3.067022021484375
32.8036-96.5696,32.2406-110.948,3.0630199707031247
32.8036-96.5696,40.2774-81.5966,3.058281997680664
41.8857-88.3196,40.0407-76.4281,3.05361298828125
34.0018-117.528,38.6415-94.3413,3.0535820259094235
32.8036-96.5696,30.4848-90.4762,3.0462605163574215
41.6376-93.6164,28.3018-81.4216,3.0422599121093747
32.7984-97.354,41.5357-112.304,3.0418749999999997
34.0018-117.528,33.8221-117.215,3.0399329925537106
41.8857-88.3196,25.6656-80.3069,3.0359849609375
38.1417-85.8637,32.6303-97.271,3.03565703125
33.455-84.1721,31.522-82.8415,3.0342499999999997
34.0018-117.528,35.3408-119.065,3.0322927612304684
32.8036-96.5696,29.4484-98.3991,3.0307222534179687
34.0018-117.528,36.0319-115.203,3.0298545104980468
34.0018-117.528,33.784-118.259,3.02587283782959
32.8036-96.5696,38.8038-81.7076,3.0254600585937497
32.8036-96.5696,39.8366-104.904,3.0244469820976256
33.455-84.1721,36.1513-86.8559,3.0213750030517574
34.0018-117.528,38.5803-121.491,3.02061552734375
32.8036-96.5696,33.4147-94.0898,3.0180099609375
41.6376-93.6164,42.4992-94.1826,3.0120549987792966
39.9266-83.8128,34.0361-117.609,3.0120271652221677
34.0018-117.528,33.3021-112.025,3.0120140014648435
34.0018-117.528,33.1796-117.245,3.0112149950027463
34.0018-117.528,34.4248-118.445,3.0109874999999997
41.6376-93.6164,30.016-90.0197,3.0101450195312496
39.0766-94.7902,26.3477-80.1565,3.0094999999999996
32.8036-96.5696,40.3563-111.732,3.0069299804687497
40.5693-75.5889,40.678-89.6274,3.0014899414062497
40.5693-75.5889,42.9642-85.6589,2.9973935119628905
39.0766-94.7902,32.1067-81.1692,2.9955999999999996
34.0433-86.089,33.2251-96.6386,2.9955279296875
39.0766-94.7902,36.7332-119.785,2.994460009765625
40.5693-75.5889,43.0112-83.6929,2.9897499023437497
40.5693-75.5889,43.0876-77.6352,2.988178143930435
39.9266-83.8128,28.4635-81.3881,2.98675
40.9169-98.3875,32.818-96.8793,2.9861900390624996
35.8406-80.8799,33.9317-84.3782,2.969725
41.2052-95.9554,35.1964-101.803,2.9685599609374997
35.8406-80.8799,35.3822-79.9242,2.9667999999999997
34.0018-117.528,33.2025-117.361,2.9633195068359375
34.0018-117.528,33.7149-117.763,2.9618389709472654
34.0018-117.528,37.169-94.3116,2.9588200195312497
40.5693-75.5889,40.6942-73.9653,2.9579999999999997
33.455-84.1721,35.1964-101.803,2.9524
39.0766-94.7902,42.5095-83.7772,2.952
41.8857-88.3196,35.7161-78.6573,2.949981573963165
40.9169-98.3875,44.845-93.1443,2.9474850585937498
37.8128-121.214,37.4499-122.127,2.9454234893798827
33.455-84.1721,44.9283-93.0888,2.945064990234375
37.8128-121.214,37.5543-122.27,2.9438925048828124
40.974-91.572,33.2368-97.1694,2.941077490234375
39.9266-83.8128,33.1438-95.601,2.9355595209121703
39.0766-94.7902,43.2042-71.7071,2.9322399963378905
40.974-91.572,42.6437-84.1701,2.9306470458984375
34.0433-86.089,31.4597-83.5108,2.929944995117187
40.5693-75.5889,42.2-88.0586,2.927448947906494
39.9266-83.8128,39.1882-86.5678,2.9273897460937497
41.8857-88.3196,37.1243-93.4741,2.921953527832031
41.2052-95.9554,41.5379-75.7383,2.9183999999999997
32.8036-96.5696,39.1889-84.458,2.9183149902343746
35.8406-80.8799,35.0343-78.9088,2.9178603438854216
34.0018-117.528,38.0573-87.2658,2.9178399414062497
46.7284-122.951,34.0619-117.32,2.91725498046875
32.2304-90.1621,37.4886-120.852,2.9165599609374997
41.8857-88.3196,35.9245-77.8369,2.9164249694824216
32.7984-97.354,33.8808-117.541,2.9156999999999997
41.8857-88.3196,40.7241-73.9027,2.915080493164062
32.8036-96.5696,32.6539-97.0872,2.914292529296875
42.0193-95.3538,42.0293-93.6097,2.909875
41.8857-88.3196,42.3338-83.1818,2.9061520141601562
40.5693-75.5889,42.2235-83.6332,2.90575
39.9266-83.8128,39.7828-86.1567,2.903931030273437
34.0018-117.528,33.841-118.01,2.902669494628906
40.5693-75.5889,33.7866-118.299,2.901737029266357
35.8406-80.8799,36.506-79.7494,2.90142575302124
32.8036-96.5696,34.2619-86.2283,2.8999399902343748
32.8036-96.5696,33.7008-112.245,2.899808526611328
39.0766-94.7902,42.9043-78.6552,2.8987499999999997
32.8036-96.5696,36.1148-95.8211,2.8970449707031247
34.0433-86.089,30.5736-84.6147,2.8965274871826168
38.1417-85.8637,42.006-87.9985,2.895075
32.8036-96.5696,29.6668-95.0449,2.8904229614257813
41.2052-95.9554,37.1937-76.5718,2.8902599609374997
39.9266-83.8128,45.4426-122.618,2.890127014160156
39.9266-83.8128,41.7008-86.3036,2.8839219993591305
34.0018-117.528,40.0407-76.4281,2.8835048828125
34.0018-117.528,33.6402-117.691,2.881875482177734
41.8857-88.3196,31.2855-89.2799,2.8816100366592403
39.0766-94.7902,40.231-79.6161,2.881
41.2052-95.9554,40.5294-74.3384,2.8809150390625
32.8036-96.5696,42.8948-78.823,2.879605029296875
40.5693-75.5889,45.0106-93.0184,2.8761849609374996
34.0018-117.528,36.0889-115.139,2.872769513392448
37.8128-121.214,38.0179-121.905,2.8714334960937498
40.5693-75.5889,40.6727-73.8725,2.869390966033935
41.8857-88.3196,40.843-111.906,2.8558124550819395
39.9266-83.8128,42.802-76.1272,2.8531450561523437
34.0018-117.528,21.4035-158.014,2.8528849945068355
41.2052-95.9554,37.2126-93.3182,2.852005078125
40.5693-75.5889,36.6909-81.9708,2.8506024770736693
34.0018-117.528,34.0989-118.362,2.8499492553710937
34.0018-117.528,29.8783-95.5334,2.84752998046875
34.0018-117.528,35.4168-97.6279,2.8461499999999997
34.0433-86.089,38.2016-84.8693,2.8449999999999998
34.0018-117.528,32.2495-110.888,2.840501995849609
39.0766-94.7902,40.7903-111.94,2.8387839904785155
39.0766-94.7902,29.7492-98.1765,2.837285973167419
39.0766-94.7902,40.6707-105.174,2.8344600097656247
41.8452-88.31,39.8366-104.904,2.8340400390625
38.1417-85.8637,44.2948-93.2873,2.8335260009765624
34.0018-117.528,36.2946-115.247,2.830630999755859
40.9169-98.3875,33.9975-118.153,2.8298449951171873
41.8857-88.3196,38.3716-78.7974,2.8293400390624996
39.9266-83.8128,41.6007-85.819,2.824302896118164
41.2052-95.9554,37.1551-94.4746,2.8208659912109373
34.0433-86.089,41.9241-88.7462,2.8179999999999996
34.0018-117.528,34.1251-117.458,2.817741000366211
40.5693-75.5889,30.5815-87.0018,2.8174400390625
39.0766-94.7902,34.0871-117.97,2.8103622389793395
41.8857-88.3196,29.9517-90.1041,2.8079550141334533
40.5693-75.5889,42.5291-87.872,2.804661478424072
35.8406-80.8799,25.8501-80.2377,2.800775
39.0766-94.7902,34.1395-118.761,2.8002275390625
41.8857-88.3196,29.7424-95.3073,2.795488010215759
34.0433-86.089,33.6154-84.367,2.7927999999999997
33.455-84.1721,42.8682-85.6639,2.7899499999999997
41.8857-88.3196,39.4821-86.0504,2.7885685150146484
32.7984-97.354,43.0597-85.6738,2.784921020507812
41.8857-88.3196,37.922-121.302,2.7838
41.8857-88.3196,45.5322-122.565,2.7823020202636717
39.9266-83.8128,36.7845-89.9743,2.779375
33.455-84.1721,35.4565-94.3458,2.7787199218749996
41.2052-95.9554,40.2472-76.8981,2.77813251953125
41.2052-95.9554,29.8252-95.378,2.773604931640625
39.9266-83.8128,41.8999-87.8598,2.7706890014648433
40.5693-75.5889,39.0023-92.3003,2.77022998046875
37.8128-121.214,38.5689-121.441,2.769038000488281
41.6499-91.5202,40.7013-74.0884,2.76689501953125
40.5693-75.5889,28.052-81.7246,2.7655199974060056
40.5693-75.5889,33.968-80.9384,2.7618949218749997
39.9266-83.8128,45.002-93.4242,2.7594630249023435
32.8036-96.5696,32.6803-97.3358,2.7504999999999997
37.8128-121.214,37.1894-121.705,2.749582000732422
32.7984-97.354,38.9467-76.9356,2.748546484375
40.5693-75.5889,42.1562-80.0169,2.744861975097656
41.8857-88.3196,42.2698-71.6141,2.7419954852104187
34.0433-86.089,33.744-84.5603,2.7414758880615233
41.8857-88.3196,32.7216-97.147,2.7399
40.5693-75.5889,36.8552-76.2123,2.7375770233154295
41.8857-88.3196,34.7417-97.2285,2.73655
33.455-84.1721,36.7359-76.5966,2.7352599609375
34.0018-117.528,32.6303-97.271,2.733125
40.5693-75.5889,37.6068-77.4477,2.7247185049057006
37.8128-121.214,36.2015-119.35,2.7222945037841795
37.8128-121.214,34.0807-117.274,2.7208618896484373
32.7984-97.354,32.9673-96.9866,2.7191599121093746
41.8857-88.3196,44.5302-92.2372,2.7151199707031246
34.0018-117.528,34.0098-118.337,2.7146749963760373
32.8036-96.5696,32.818-96.8793,2.7107640396118162
33.455-84.1721,45.0193-93.243,2.70985
41.8857-88.3196,40.1601-105.018,2.708681506347656
42.0193-95.3538,40.5825-74.23,2.7068005126953123
33.455-84.1721,35.8253-88.9022,2.700757971191406
34.6317-102.727,33.5191-86.8097,2.693669970703125
40.5693-75.5889,41.1492-73.9429,2.6931874999999996
32.8036-96.5696,42.3321-71.0965,2.689264013671875
34.0018-117.528,39.9981-78.522,2.6884434982299803
32.8036-96.5696,30.2265-81.9836,2.6849200073242185
41.8857-88.3196,43.361-90.4078,2.683949035644531
41.6376-93.6164,44.9537-93.1592,2.6821775146484375
39.0766-94.7902,45.3081-122.773,2.681885000610351
35.8406-80.8799,31.7691-94.19,2.680619921875
34.0018-117.528,34.0801-117.739,2.675458493041992
41.8857-88.3196,43.7183-87.6187,2.6748999999999996
40.5693-75.5889,30.351-81.6466,2.6734200195312496
34.0433-86.089,38.6929-90.219,2.671839990234375
39.0766-94.7902,36.0844-115.21,2.6713649902343746
34.0018-117.528,34.5386-117.177,2.66267525024414
39.0766-94.7902,34.0766-118.039,2.662
37.8128-121.214,61.1229-149.889,2.6602919799804687
40.5693-75.5889,42.9348-78.8118,2.6599949218749996
34.0018-117.528,36.2575-115.227,2.6585027526855467
37.8128-121.214,36.7532-119.697,2.6575904541015625
39.9266-83.8128,38.9722-94.8699,2.6559999999999997
33.455-84.1721,43.0597-85.6738,2.653296008300781
41.8452-88.31,45.1813-89.7047,2.65135
39.0766-94.7902,41.8713-87.8123,2.65
33.455-84.1721,41.5116-88.057,2.6480499999999996
37.8128-121.214,33.979-117.336,2.6459080322265622
40.9169-98.3875,47.3037-122.266,2.6442349609374998
34.0018-117.528,34.1146-118.192,2.643123947906494
32.8036-96.5696,41.4321-81.8047,2.639411485671997
34.0018-117.528,34.1408-118.002,2.638629241943359
41.8857-88.3196,42.6948-73.9053,2.6367999999999996
40.9169-98.3875,29.3524-98.4322,2.6356699951171874
33.455-84.1721,35.1015-89.9854,2.632815966796875
34.0018-117.528,33.8403-118.356,2.632113766479492
41.8857-88.3196,40.135-90.5522,2.630819995117187
41.8857-88.3196,40.6966-111.952,2.6288700000762937
37.8128-121.214,61.1903-149.893,2.6285694885253905
41.8857-88.3196,37.3478-121.951,2.6184549804687496
41.8857-88.3196,45.4426-122.618,2.6180139892578125
41.6376-93.6164,41.6954-87.6226,2.6152370178222655
40.974-91.572,34.1126-83.5825,2.614852014160156
34.0018-117.528,39.721-121.819,2.614199995422363
37.8128-121.214,38.4211-121.361,2.6138779815673825
37.8128-121.214,33.6149-101.807,2.6135720428466795
41.8857-88.3196,33.4793-86.8588,2.6127999999999996
41.8857-88.3196,33.9279-79.7643,2.6099799896240232
32.8036-96.5696,35.8253-88.9022,2.599875
32.8036-96.5696,34.0237-118.156,2.597046508789062
34.0018-117.528,34.1567-118.229,2.5955227416992184
32.8036-96.5696,30.2652-97.7188,2.5908689331054684
32.7984-97.354,46.9707-119.067,2.59
31.9017-106.418,31.6843-106.208,2.5877
33.455-84.1721,31.5743-90.4503,2.5815329730987546
38.1417-85.8637,38.8189-91.17,2.5782099975585937
34.0018-117.528,33.6876-117.789,2.577802240896225
34.0018-117.528,46.4477-95.1429,2.5752500076293945
41.8857-88.3196,34.1395-118.761,2.574609980487823
40.5693-75.5889,25.8377-80.3695,2.5689601697325704
37.8128-121.214,38.732-121.253,2.5686680084228515
39.9266-83.8128,39.6017-86.1273,2.5683770385742184
39.0766-94.7902,41.0722-111.976,2.5679999999999996
40.5693-75.5889,41.6954-87.6226,2.561768019866943
32.7984-97.354,39.8852-104.883,2.5614999999999997
38.1417-85.8637,36.3546-86.7188,2.5579300354003904
40.5693-75.5889,40.1174-75.0154,2.5546619750976562
40.974-91.572,37.9555-121.191,2.551135961914062
37.8128-121.214,37.7384-122.173,2.549970422363281
41.8857-88.3196,33.8018-118.186,2.5485155029296873
41.8857-88.3196,34.2354-84.1744,2.5470099609375
32.2304-90.1621,35.1809-88.1895,2.54173349609375
34.0018-117.528,33.1954-117.282,2.540958999633789
39.0766-94.7902,48.1998-101.286,2.5408650390624996
41.2052-95.9554,44.5058-87.9795,2.5401049560546873
40.5693-75.5889,41.7801-72.6771,2.5398849609374996
39.9266-83.8128,33.5446-86.9292,2.539657989501953
34.0018-117.528,34.265-118.772,2.5392727313518524
33.455-84.1721,40.843-111.906,2.5342
40.5693-75.5889,33.7181-84.9236,2.5340299804687496
40.8556-96.713,32.6303-97.271,2.5329100830078124
40.5693-75.5889,40.9334-72.7465,2.5314099781036377
34.0018-117.528,33.8712-118.372,2.5307855009078977
37.8128-121.214,36.8622-121.38,2.5300059906005856
39.9266-83.8128,37.9822-84.1702,2.5283580078125
39.9266-83.8128,40.0715-80.6868,2.526411016845703
37.8128-121.214,38.4064-121.437,2.522643014526367
39.9266-83.8128,41.4729-81.5221,2.5221278167724606
40.9169-98.3875,33.5199-86.8353,2.5191999999999997
32.8036-96.5696,45.4794-120.76,2.517975
32.8036-96.5696,21.3307-157.859,2.5164439941406247
34.0433-86.089,32.2807-90.1071,2.5081199218749997
41.8857-88.3196,36.0723-79.4698,2.506110000038147
40.5693-75.5889,42.2485-71.8079,2.5007084949493406
32.8036-96.5696,40.2988-79.5413,2.498117492675781
32.2304-90.1621,34.2363-89.0042,2.4955434082031247
33.455-84.1721,32.2202-82.4149,2.495389990234375
40.5693-75.5889,27.9791-82.7817,2.49336005859375
32.8036-96.5696,40.2644-76.803,2.491300048828125
41.6499-91.5202,25.8377-80.3695,2.4906249999999996
40.5693-75.5889,40.2647-74.823,2.4901574413299556
34.0433-86.089,29.7878-81.4467,2.489350600433349
34.0018-117.528,42.5291-87.872,2.48838000793457
32.8036-96.5696,35.168-85.2116,2.487635473632812
40.5693-75.5889,47.611-122.169,2.4876078604340552
40.9169-98.3875,33.4354-112.2,2.483465002441406
40.5693-75.5889,40.6891-75.1724,2.4834599609374997
32.8036-96.5696,38.6109-90.2917,2.4820564987182614
33.455-84.1721,33.3122-111.932,2.479280004882812
41.8857-88.3196,31.0518-85.3156,2.4779287109375
39.0766-94.7902,31.7639-98.936,2.4777050781249996
32.8036-96.5696,38.942-84.549,2.477684919738769
40.5693-75.5889,40.602-75.521,2.473514010620117
32.2304-90.1621,30.5179-90.4725,2.47242548828125
32.8036-96.5696,35.558-78.2648,2.4714734771728515
41.8857-88.3196,45.0112-93.1554,2.4655099609374997
39.0766-94.7902,36.6782-121.797,2.4650010192871092
33.455-84.1721,41.6915-74.1876,2.461
37.8128-121.214,39.4032-119.761,2.459225
34.0018-117.528,39.8373-86.0538,2.4589874999999997
41.8857-88.3196,38.8462-77.3279,2.45806552734375
34.0018-117.528,33.807-117.926,2.451796259784698
37.8128-121.214,37.6337-122.061,2.4480844802856443
41.8857-88.3196,33.979-83.3642,2.445434521484375
40.5693-75.5889,34.0807-117.274,2.445218988037109
32.2304-90.1621,30.528-89.6661,2.443160009765625
41.6376-93.6164,41.6769-85.9604,2.4388249999999996
34.0433-86.089,36.331-82.3386,2.433549475097656
40.5693-75.5889,42.0084-87.8923,2.432922475194931
41.8857-88.3196,29.7726-95.4032,2.4316550170898434
33.455-84.1721,25.852-80.2057,2.431311956977844
32.8036-96.5696,41.5116-88.057,2.43083505859375
34.0018-117.528,34.2088-118.873,2.428264991760254
34.0018-117.528,33.0224-117.107,2.4258900390625
34.0018-117.528,34.2929-118.871,2.424801008605957
39.0766-94.7902,33.8448-117.954,2.4238804626464843
40.5693-75.5889,38.8089-90.8592,2.4191114999771117
32.2304-90.1621,32.6185-90.0104,2.4190159912109372
32.8036-96.5696,33.1581-117.326,2.4183999999999997
41.8452-88.31,35.4707-86.4597,2.4175099609374997
41.8452-88.31,31.0995-97.3577,2.4154
41.8452-88.31,32.3431-97.4008,2.4154
41.8857-88.3196,40.7714-72.9466,2.4119809936523438
40.8556-96.713,42.0262-97.4174,2.4109900390625
41.8857-88.3196,41.971-87.7587,2.4107862397670745
32.8036-96.5696,33.9279-79.7643,2.4040800231933592
33.455-84.1721,39.9981-78.522,2.4033650390625
33.455-84.1721,35.2724-89.712,2.3996
39.0766-94.7902,25.8857-80.2326,2.394510040283203
32.8036-96.5696,39.8089-84.0197,2.3874310546874997
41.8857-88.3196,43.0833-88.0282,2.385908984375
39.0766-94.7902,26.2288-80.1582,2.3837499999999996
34.0018-117.528,36.2565-115.161,2.3815339996337888
41.8857-88.3196,29.8967-95.6484,2.37937799911499
39.0766-94.7902,40.2344-76.1265,2.3774630859375
40.5693-75.5889,35.4414-84.6416,2.3769805419921872
41.8452-88.31,40.3712-80.6343,2.3753099609375
40.5693-75.5889,37.6802-121.922,2.374399005126953
39.0766-94.7902,45.0467-93.4289,2.3705550140380858
32.8036-96.5696,36.0697-87.6449,2.3702270507812497
34.0018-117.528,34.0785-118.266,2.3681254943847656
33.455-84.1721,36.107-80.2192,2.367625
41.6376-93.6164,30.5171-96.6725,2.3672075195312496
32.8036-96.5696,29.8252-95.378,2.365102017211914
41.6376-93.6164,42.009-87.6963,2.3601249999999996
41.8857-88.3196,34.7693-80.3994,2.353275500488281
41.8452-88.31,39.4204-92.4344,2.3478999999999997
39.9266-83.8128,40.5404-75.415,2.34384453125
39.9266-83.8128,30.5208-90.3064,2.342581048583984
34.0018-117.528,34.1435-118.856,2.3411674987792965
34.0433-86.089,40.6851-76.2139,2.3396
34.0433-86.089,41.2759-104.883,2.3396
34.0433-86.089,38.2999-90.3083,2.3396
37.8128-121.214,37.317-121.936,2.3383559967041014
32.8036-96.5696,32.6971-93.6991,2.33605400390625
40.5693-75.5889,35.1486-89.9748,2.335
32.8036-96.5696,35.0839-106.648,2.330915014648437
33.455-84.1721,44.46-93.1662,2.3307700195312497
40.9169-98.3875,30.4848-90.4762,2.327804455566406
39.0766-94.7902,38.6125-90.3182,2.3249999999999997
41.8857-88.3196,43.5608-96.7324,2.3248734863281246
40.9169-98.3875,32.7537-97.0871,2.3230900390625
34.0433-86.089,38.6415-94.3413,2.3226
40.4218-104.692,34.7861-106.705,2.3220849609374996
40.5693-75.5889,39.9483-83.7821,2.3192800292968747
37.8128-121.214,26.751-80.073,2.3186399902343746
34.0018-117.528,34.6061-118.185,2.3185550018310543
32.8036-96.5696,28.8064-96.9936,2.3155180419921875
41.8857-88.3196,32.2807-90.1071,2.312105029296875
32.7984-97.354,32.7216-97.147,2.31075009765625
