iata,name,state,country,latitude,longitude,lineage,zipcoderegion
33.4264-112.283,Destination-Tolleson-AZ,AZ,USA,33.4264,-112.283,0,85
33.4269-111.927,Destination-Tempe-AZ,AZ,USA,33.4269,-111.927,0,85
33.4309-112.385,Destination-Goodyear-AZ,AZ,USA,33.4309,-112.385,0,85
33.4322-111.847,Destination-Mesa-AZ,AZ,USA,33.4322,-111.847,0,85
33.4354-112.2,Destination-Phoenix-AZ,AZ,USA,33.4354,-112.2,0,85
33.4377-86.7459,Destination-Birmingham-AL,AL,USA,33.4377,-86.7459,0,35
33.4378-112.028,Destination-Phoenix-AZ,AZ,USA,33.4378,-112.028,0,85
33.45-112.09,Destination-Phoenix-AZ,AZ,USA,33.45,-112.09,0,85
33.4502-88.8238,Destination-Starkville-MS,MS,USA,33.4502,-88.8238,0,39
33.4511-112.071,Destination-Phoenix-AZ,AZ,USA,33.4511,-112.071,0,85
33.4514-90.6582,Destination-Indianola-MS,MS,USA,33.4514,-90.6582,0,38
33.4563-112.124,Destination-Phoenix-AZ,AZ,USA,33.4563,-112.124,0,85
33.4564-86.8019,Destination-Birmingham-AL,AL,USA,33.4564,-86.8019,0,35
33.463-88.3557,Destination-Columbus-MS,MS,USA,33.463,-88.3557,0,39
33.4664-112.001,Destination-Phoenix-AZ,AZ,USA,33.4664,-112.001,0,85
33.4673-79.1301,Destination-Pawleys Island-SC,SC,USA,33.4673,-79.1301,0,29
33.4683-86.8081,Destination-Birmingham-AL,AL,USA,33.4683,-86.8081,0,35
33.4725-112.188,Destination-Phoenix-AZ,AZ,USA,33.4725,-112.188,0,85
33.4738-85.7141,Destination-Delta-AL,AL,USA,33.4738,-85.7141,0,36
33.4741-82.0102,Destination-Augusta-GA,GA,USA,33.4741,-82.0102,0,30
33.4759-82.0697,Destination-Augusta-GA,GA,USA,33.4759,-82.0697,0,30
33.4793-86.8588,Destination-Birmingham-AL,AL,USA,33.4793,-86.8588,0,35
33.4795-117.209,Destination-Temecula-CA,CA,USA,33.4795,-117.209,0,92
33.4799-111.693,Destination-Mesa-AZ,AZ,USA,33.4799,-111.693,0,85
33.4852-104.551,Destination-Roswell-NM,NM,USA,33.4852,-104.551,0,88
33.4878-80.8564,Destination-Orangeburg-SC,SC,USA,33.4878,-80.8564,0,29
33.4913-111.835,Destination-Scottsdale-AZ,AZ,USA,33.4913,-111.835,0,85
33.4942-111.921,Destination-Scottsdale-AZ,AZ,USA,33.4942,-111.921,0,85
33.4945-86.8811,Destination-Birmingham-AL,AL,USA,33.4945,-86.8811,0,35
33.4953-117.077,Destination-Temecula-CA,CA,USA,33.4953,-117.077,0,92
33.4961-112.214,Destination-Phoenix-AZ,AZ,USA,33.4961,-112.214,0,85
33.4966-101.869,Destination-Lubbock-TX,TX,USA,33.4966,-101.869,0,79
33.4971-86.8057,Destination-Birmingham-AL,AL,USA,33.4971,-86.8057,0,35
33.4981-111.986,Destination-Phoenix-AZ,AZ,USA,33.4981,-111.986,0,85
33.5007-84.3513,Destination-Forest Park-GA,GA,USA,33.5007,-84.3513,0,30
33.5037-112.032,Destination-Phoenix-AZ,AZ,USA,33.5037,-112.032,0,85
33.5065-86.8952,Destination-Birmingham-AL,AL,USA,33.5065,-86.8952,0,35
33.5071-112.085,Destination-Phoenix-AZ,AZ,USA,33.5071,-112.085,0,85
33.5084-112.405,Destination-Litchfield Park-AZ,AZ,USA,33.5084,-112.405,0,85
33.512-112.142,Destination-Phoenix-AZ,AZ,USA,33.512,-112.142,0,85
33.5125-82.0949,Destination-Augusta-GA,GA,USA,33.5125,-82.0949,0,30
33.5133-101.932,Destination-Lubbock-TX,TX,USA,33.5133,-101.932,0,79
33.5174-81.9494,Destination-North Augusta-SC,SC,USA,33.5174,-81.9494,0,29
33.5191-86.8097,Destination-Birmingham-AL,AL,USA,33.5191,-86.8097,0,35
33.5199-86.8353,Destination-Birmingham-AL,AL,USA,33.5199,-86.8353,0,35
33.5214-111.909,Destination-Scottsdale-AZ,AZ,USA,33.5214,-111.909,0,85
33.5243-86.7734,Destination-Birmingham-AL,AL,USA,33.5243,-86.7734,0,35
33.5277-117.121,Destination-Temecula-CA,CA,USA,33.5277,-117.121,0,92
33.528-80.5813,Destination-Elloree-SC,SC,USA,33.528,-80.5813,0,29
33.5283-84.3335,Destination-Jonesboro-GA,GA,USA,33.5283,-84.3335,0,30
33.5287-90.1766,Destination-Greenwood-MS,MS,USA,33.5287,-90.1766,0,38
33.5319-117.702,Destination-Laguna Niguel-CA,CA,USA,33.5319,-117.702,0,92
33.5421-83.9337,Destination-Covington-GA,GA,USA,33.5421,-83.9337,0,30
33.5446-111.956,Destination-Paradise Valley-AZ,AZ,USA,33.5446,-111.956,0,85
33.5446-86.9292,Destination-Birmingham-AL,AL,USA,33.5446,-86.9292,0,35
33.5461-86.6696,Destination-Birmingham-AL,AL,USA,33.5461,-86.6696,0,35
33.5491-101.858,Destination-Lubbock-TX,TX,USA,33.5491,-101.858,0,79
33.5498-101.826,Destination-Lubbock-TX,TX,USA,33.5498,-101.826,0,79
33.5511-82.1395,Destination-Evans-GA,GA,USA,33.5511,-82.1395,0,30
33.5616-86.3028,Destination-Pell City-AL,AL,USA,33.5616,-86.3028,0,35
33.5657-84.5932,Destination-Fairburn-GA,GA,USA,33.5657,-84.5932,0,30
33.5666-111.893,Destination-Scottsdale-AZ,AZ,USA,33.5666,-111.893,0,85
33.5686-117.253,Destination-Murrieta-CA,CA,USA,33.5686,-117.253,0,92
33.5701-101.889,Destination-Lubbock-TX,TX,USA,33.5701,-101.889,0,79
33.5704-101.862,Destination-Lubbock-TX,TX,USA,33.5704,-101.862,0,79
33.5789-101.832,Destination-Lubbock-TX,TX,USA,33.5789,-101.832,0,79
33.5801-112.246,Destination-Peoria-AZ,AZ,USA,33.5801,-112.246,0,85
33.5816-88.433,Destination-Columbus-MS,MS,USA,33.5816,-88.433,0,39
33.585-112.008,Destination-Phoenix-AZ,AZ,USA,33.585,-112.008,0,85
33.5878-84.3301,Destination-Morrow-GA,GA,USA,33.5878,-84.3301,0,30
33.5885-85.1062,Destination-Carrollton-GA,GA,USA,33.5885,-85.1062,0,30
33.59-86.7671,Destination-Birmingham-AL,AL,USA,33.59,-86.7671,0,35
33.5913-85.8357,Destination-Anniston-AL,AL,USA,33.5913,-85.8357,0,36
33.5941-112.175,Destination-Glendale-AZ,AZ,USA,33.5941,-112.175,0,85
33.6002-117.868,Destination-Corona Del Mar-CA,CA,USA,33.6002,-117.868,0,92
33.6028-117.713,Destination-Laguna Hills-CA,CA,USA,33.6028,-117.713,0,92
33.6048-111.729,Destination-Fountain Hills-AZ,AZ,USA,33.6048,-111.729,0,85
33.606-111.887,Destination-Scottsdale-AZ,AZ,USA,33.606,-111.887,0,85
33.6064-86.5025,Destination-Moody-AL,AL,USA,33.6064,-86.5025,0,35
33.6086-112.228,Destination-Peoria-AZ,AZ,USA,33.6086,-112.228,0,85
33.6113-117.667,Destination-Mission Viejo-CA,CA,USA,33.6113,-117.667,0,92
33.6144-117.261,Destination-Wildomar-CA,CA,USA,33.6144,-117.261,0,92
33.6149-101.807,Destination-Lubbock-TX,TX,USA,33.6149,-101.807,0,79
33.6153-88.3103,Destination-Steens-MS,MS,USA,33.6153,-88.3103,0,39
33.6154-84.367,Destination-Forest Park-GA,GA,USA,33.6154,-84.367,0,30
33.6154-84.4903,Destination-Atlanta-GA,GA,USA,33.6154,-84.4903,0,30
33.6155-117.641,Destination-Mission Viejo-CA,CA,USA,33.6155,-117.641,0,92
33.6169-112.402,Destination-Surprise-AZ,AZ,USA,33.6169,-112.402,0,85
33.6175-111.954,Destination-Scottsdale-AZ,AZ,USA,33.6175,-111.954,0,85
33.6191-88.6469,Destination-West Point-MS,MS,USA,33.6191,-88.6469,0,39
33.6241-112.004,Destination-Phoenix-AZ,AZ,USA,33.6241,-112.004,0,85
33.6279-97.1364,Destination-Gainesville-TX,TX,USA,33.6279,-97.1364,0,76
33.6348-117.875,Destination-Newport Beach-CA,CA,USA,33.6348,-117.875,0,92
33.6392-117.585,Destination-Trabuco Canyon-CA,CA,USA,33.6392,-117.585,0,92
33.6397-84.2682,Destination-Ellenwood-GA,GA,USA,33.6397,-84.2682,0,30
33.64-117.604,Destination-Rancho Santa Margarita-CA,CA,USA,33.64,-117.604,0,92
33.6402-117.691,Destination-Lake Forest-CA,CA,USA,33.6402,-117.691,0,92
33.6403-117.769,Destination-Mission Viejo-CA,CA,USA,33.6403,-117.769,0,92
33.647-84.4538,Destination-Atlanta-GA,GA,USA,33.647,-84.4538,0,30
33.6507-83.7078,Destination-Social Circle-GA,GA,USA,33.6507,-83.7078,0,30
33.6517-85.7589,Destination-Anniston-AL,AL,USA,33.6517,-85.7589,0,36
33.6577-112.178,Destination-Glendale-AZ,AZ,USA,33.6577,-112.178,0,85
33.6583-85.235,Destination-Waco-GA,GA,USA,33.6583,-85.235,0,30
33.6588-84.3968,Destination-Atlanta-GA,GA,USA,33.6588,-84.3968,0,30
33.6588-85.8518,Destination-Anniston-AL,AL,USA,33.6588,-85.8518,0,36
33.6596-117.739,Destination-Irvine-CA,CA,USA,33.6596,-117.739,0,92
33.6604-117.19,Destination-Menifee-CA,CA,USA,33.6604,-117.19,0,92
33.6663-117.969,Destination-Huntington Beach-CA,CA,USA,33.6663,-117.969,0,92
33.6735-118.002,Destination-Huntington Beach-CA,CA,USA,33.6735,-118.002,0,92
33.6754-116.296,Destination-La Quinta-CA,CA,USA,33.6754,-116.296,0,92
33.6763-84.4498,Destination-Atlanta-GA,GA,USA,33.6763,-84.4498,0,30
33.6772-117.909,Destination-Costa Mesa-CA,CA,USA,33.6772,-117.909,0,92
33.6876-117.789,Destination-Irvine-CA,CA,USA,33.6876,-117.789,0,92
33.6896-111.965,Destination-Phoenix-AZ,AZ,USA,33.6896,-111.965,0,85
33.6905-88.331,Destination-Columbus-MS,MS,USA,33.6905,-88.331,0,39
33.6956-117.806,Destination-Irvine-CA,CA,USA,33.6956,-117.806,0,92
33.6967-84.0173,Destination-Conyers-GA,GA,USA,33.6967,-84.0173,0,30
33.6973-111.883,Destination-Scottsdale-AZ,AZ,USA,33.6973,-111.883,0,85
33.6981-78.896,Destination-Myrtle Beach-SC,SC,USA,33.6981,-78.896,0,29
33.6987-112.114,Destination-Phoenix-AZ,AZ,USA,33.6987,-112.114,0,85
33.7008-112.245,Destination-Peoria-AZ,AZ,USA,33.7008,-112.245,0,85
33.7086-117.956,Destination-Fountain Valley-CA,CA,USA,33.7086,-117.956,0,92
33.7096-84.3837,Destination-Atlanta-GA,GA,USA,33.7096,-84.3837,0,30
33.7149-117.763,Destination-Irvine-CA,CA,USA,33.7149,-117.763,0,92
33.7153-116.235,Destination-Indio-CA,CA,USA,33.7153,-116.235,0,92
33.7156-84.5273,Destination-Atlanta-GA,GA,USA,33.7156,-84.5273,0,30
33.7157-116.385,Destination-Palm Desert-CA,CA,USA,33.7157,-116.385,0,92
33.7181-84.9236,Destination-Villa Rica-GA,GA,USA,33.7181,-84.9236,0,30
33.7191-117.871,Destination-Santa Ana-CA,CA,USA,33.7191,-117.871,0,92
33.72-118.046,Destination-Huntington Beach-CA,CA,USA,33.72,-118.046,0,92
33.7242-117.906,Destination-Santa Ana-CA,CA,USA,33.7242,-117.906,0,92
33.7252-118.005,Destination-Huntington Beach-CA,CA,USA,33.7252,-118.005,0,92
33.7257-84.2111,Destination-Decatur-GA,GA,USA,33.7257,-84.2111,0,30
33.7278-84.4198,Destination-Atlanta-GA,GA,USA,33.7278,-84.4198,0,30
33.7294-78.9782,Destination-Myrtle Beach-SC,SC,USA,33.7294,-78.9782,0,29
33.7295-84.3409,Destination-Atlanta-GA,GA,USA,33.7295,-84.3409,0,30
33.7324-118.289,Destination-San Pedro-CA,CA,USA,33.7324,-118.289,0,90
33.7367-117.022,Destination-Hemet-CA,CA,USA,33.7367,-117.022,0,92
33.7416-117.821,Destination-Tustin-CA,CA,USA,33.7416,-117.821,0,92
33.744-84.5603,Destination-Atlanta-GA,GA,USA,33.744,-84.5603,0,30
33.7457-84.3764,Destination-Atlanta-GA,GA,USA,33.7457,-84.3764,0,30
33.747-117.862,Destination-Santa Ana-CA,CA,USA,33.747,-117.862,0,92
33.7471-117.904,Destination-Santa Ana-CA,CA,USA,33.7471,-117.904,0,92
33.7491-90.7133,Destination-Cleveland-MS,MS,USA,33.7491,-90.7133,0,38
33.7529-116.056,Destination-Corona-CA,CA,USA,33.7529,-116.056,0,92
33.7529-84.3901,Destination-Atlanta-GA,GA,USA,33.7529,-84.3901,0,30
33.7535-87.0476,Destination-Sumiton-AL,AL,USA,33.7535,-87.0476,0,35
33.7581-84.4227,Destination-Atlanta-GA,GA,USA,33.7581,-84.4227,0,30
33.7621-117.818,Destination-Santa Ana-CA,CA,USA,33.7621,-117.818,0,92
33.7629-116.422,Destination-Rancho Mirage-CA,CA,USA,33.7629,-116.422,0,92
33.763-117.936,Destination-Garden Grove-CA,CA,USA,33.763,-117.936,0,92
33.7651-78.791,Destination-Myrtle Beach-SC,SC,USA,33.7651,-78.791,0,29
33.7682-84.3379,Destination-Atlanta-GA,GA,USA,33.7682,-84.3379,0,30
33.769-118.192,Destination-Long Beach-CA,CA,USA,33.769,-118.192,0,90
33.7696-84.7497,Destination-Douglasville-GA,GA,USA,33.7696,-84.7497,0,30
33.7713-89.803,Destination-Grenada-MS,MS,USA,33.7713,-89.803,0,38
33.7717-84.2941,Destination-Decatur-GA,GA,USA,33.7717,-84.2941,0,30
33.7761-84.6448,Destination-Lithia Springs-GA,GA,USA,33.7761,-84.6448,0,30
33.7778-112.079,Destination-Phoenix-AZ,AZ,USA,33.7778,-112.079,0,85
33.781-118.192,Destination-Long Beach-CA,CA,USA,33.781,-118.192,0,90
33.7835-118.152,Destination-Long Beach-CA,CA,USA,33.7835,-118.152,0,90
33.784-117.298,Destination-Perris-CA,CA,USA,33.784,-117.298,0,92
33.784-118.259,Destination-Wilmington-CA,CA,USA,33.784,-118.259,0,90
33.7851-117.846,Destination-Orange-CA,CA,USA,33.7851,-117.846,0,92
33.7852-117.934,Destination-Garden Grove-CA,CA,USA,33.7852,-117.934,0,92
33.786-83.699,Destination-Monroe-GA,GA,USA,33.786,-83.699,0,30
33.7866-118.299,Destination-Los Angeles-CA,CA,USA,33.7866,-118.299,0,90
33.7868-84.437,Destination-Atlanta-GA,GA,USA,33.7868,-84.437,0,30
33.7873-117.875,Destination-Orange-CA,CA,USA,33.7873,-117.875,0,92
33.7892-111.963,Destination-Cave Creek-AZ,AZ,USA,33.7892,-111.963,0,85
33.7927-117.8,Destination-Orange-CA,CA,USA,33.7927,-117.8,0,92
33.794-118.072,Destination-Los Alamitos-CA,CA,USA,33.794,-118.072,0,90
33.7941-84.3852,Destination-Atlanta-GA,GA,USA,33.7941,-84.3852,0,30
33.7975-84.6062,Destination-Austell-GA,GA,USA,33.7975,-84.6062,0,30
33.8018-118.169,Destination-Long Beach-CA,CA,USA,33.8018,-118.169,0,90
33.8018-118.186,Destination-Long Beach-CA,CA,USA,33.8018,-118.186,0,90
33.8043-118.201,Destination-Long Beach-CA,CA,USA,33.8043,-118.201,0,90
33.807-117.926,Destination-Anaheim-CA,CA,USA,33.807,-117.926,0,92
33.8116-117.829,Destination-Orange-CA,CA,USA,33.8116,-117.829,0,92
33.8162-118.215,Destination-Long Beach-CA,CA,USA,33.8162,-118.215,0,90
33.8175-118.04,Destination-Cypress-CA,CA,USA,33.8175,-118.04,0,90
33.8177-84.5609,Destination-Mableton-GA,GA,USA,33.8177,-84.5609,0,30
33.8182-117.973,Destination-Anaheim-CA,CA,USA,33.8182,-117.973,0,92
33.8221-117.215,Destination-Perris-CA,CA,USA,33.8221,-117.215,0,92
33.8222-84.0371,Destination-Snellville-GA,GA,USA,33.8222,-84.0371,0,30
33.8238-118.267,Destination-Carson-CA,CA,USA,33.8238,-118.267,0,90
33.8284-87.2763,Destination-Jasper-AL,AL,USA,33.8284,-87.2763,0,35
33.8288-118.383,Destination-Redondo Beach-CA,CA,USA,33.8288,-118.383,0,90
33.8301-84.3847,Destination-Atlanta-GA,GA,USA,33.8301,-84.3847,0,30
33.8304-81.0922,Destination-Gaston-SC,SC,USA,33.8304,-81.0922,0,29
33.8318-117.847,Destination-Orange-CA,CA,USA,33.8318,-117.847,0,92
33.8319-112.063,Destination-Anthem-AZ,AZ,USA,33.8319,-112.063,0,85
33.8334-118.292,Destination-Torrance-CA,CA,USA,33.8334,-118.292,0,90
33.8355-117.874,Destination-Anaheim-CA,CA,USA,33.8355,-117.874,0,92
33.8357-117.908,Destination-Anaheim-CA,CA,USA,33.8357,-117.908,0,92
33.8395-117.536,Destination-Corona-CA,CA,USA,33.8395,-117.536,0,92
33.8403-118.356,Destination-Torrance-CA,CA,USA,33.8403,-118.356,0,90
33.841-118.01,Destination-Buena Park-CA,CA,USA,33.841,-118.01,0,90
33.843-116.543,Destination-Palm Springs-CA,CA,USA,33.843,-116.543,0,92
33.8444-84.4741,Destination-Atlanta-GA,GA,USA,33.8444,-84.4741,0,30
33.8448-117.954,Destination-Anaheim-CA,CA,USA,33.8448,-117.954,0,92
33.8493-118.044,Destination-La Palma-CA,CA,USA,33.8493,-118.044,0,90
33.8499-84.3606,Destination-Atlanta-GA,GA,USA,33.8499,-84.3606,0,30
33.8502-79.0169,Destination-Conway-SC,SC,USA,33.8502,-79.0169,0,29
33.8505-112.059,Destination-New River-AZ,AZ,USA,33.8505,-112.059,0,85
33.8505-117.791,Destination-Anaheim-CA,CA,USA,33.8505,-117.791,0,92
33.8517-84.2841,Destination-Atlanta-GA,GA,USA,33.8517,-84.2841,0,30
33.8538-98.4801,Destination-Wichita Falls-TX,TX,USA,33.8538,-98.4801,0,76
33.8539-84.2204,Destination-Tucker-GA,GA,USA,33.8539,-84.2204,0,30
33.8574-118.256,Destination-Carson-CA,CA,USA,33.8574,-118.256,0,90
33.8574-83.719,Destination-Monroe-GA,GA,USA,33.8574,-83.719,0,30
33.8591-84.5374,Destination-Smyrna-GA,GA,USA,33.8591,-84.5374,0,30
33.8643-84.4197,Destination-Atlanta-GA,GA,USA,33.8643,-84.4197,0,30
33.8659-118.184,Destination-Long Beach-CA,CA,USA,33.8659,-118.184,0,90
33.8663-118.4,Destination-Hermosa Beach-CA,CA,USA,33.8663,-118.4,0,90
33.8683-118.068,Destination-Cerritos-CA,CA,USA,33.8683,-118.068,0,90
33.8691-117.93,Destination-Fullerton-CA,CA,USA,33.8691,-117.93,0,92
33.8704-118.331,Destination-Torrance-CA,CA,USA,33.8704,-118.331,0,90
33.8705-118.288,Destination-Gardena-CA,CA,USA,33.8705,-118.288,0,90
33.8712-118.372,Destination-Redondo Beach-CA,CA,USA,33.8712,-118.372,0,90
33.8721-84.3361,Destination-Atlanta-GA,GA,USA,33.8721,-84.3361,0,30
33.8743-117.964,Destination-Fullerton-CA,CA,USA,33.8743,-117.964,0,92
33.8751-84.4661,Destination-Atlanta-GA,GA,USA,33.8751,-84.4661,0,30
33.8758-84.5038,Destination-Smyrna-GA,GA,USA,33.8758,-84.5038,0,30
33.879-117.893,Destination-Fullerton-CA,CA,USA,33.879,-117.893,0,92
33.879-84.372,Destination-Atlanta-GA,GA,USA,33.879,-84.372,0,30
33.8808-117.541,Destination-Corona-CA,CA,USA,33.8808,-117.541,0,92
33.8832-117.739,Destination-Yorba Linda-CA,CA,USA,33.8832,-117.739,0,92
33.8881-117.804,Destination-Yorba Linda-CA,CA,USA,33.8881,-117.804,0,92
33.8881-84.2932,Destination-Atlanta-GA,GA,USA,33.8881,-84.2932,0,30
33.8884-118.354,Destination-Lawndale-CA,CA,USA,33.8884,-118.354,0,90
33.8888-83.9685,Destination-Grayson-GA,GA,USA,33.8888,-83.9685,0,30
33.889-118.405,Destination-Manhattan Beach-CA,CA,USA,33.889,-118.405,0,90
33.8903-117.321,Destination-Riverside-CA,CA,USA,33.8903,-117.321,0,92
33.8906-118.237,Destination-Compton-CA,CA,USA,33.8906,-118.237,0,90
33.8911-117.273,Destination-March Air Force Base-CA,CA,USA,33.8911,-117.273,0,92
33.8913-118.298,Destination-Gardena-CA,CA,USA,33.8913,-118.298,0,90
33.8913-84.0746,Destination-Decatur-GA,GA,USA,33.8913,-84.0746,0,30
33.8933-118.204,Destination-Compton-CA,CA,USA,33.8933,-118.204,0,90
33.8993-118.319,Destination-Gardena-CA,CA,USA,33.8993,-118.319,0,90
33.8994-84.2537,Destination-Atlanta-GA,GA,USA,33.8994,-84.2537,0,30
33.8999-118.162,Destination-Paramount-CA,CA,USA,33.8999,-118.162,0,90
33.9021-118.01,Destination-La Mirada-CA,CA,USA,33.9021,-118.01,0,90
33.9022-81.0826,Destination-West Columbia-SC,SC,USA,33.9022,-81.0826,0,29
33.9038-117.602,Destination-Corona-CA,CA,USA,33.9038,-117.602,0,92
33.9069-118.083,Destination-Norwalk-CA,CA,USA,33.9069,-118.083,0,90
33.9146-118.351,Destination-Hawthorne-CA,CA,USA,33.9146,-118.351,0,90
33.9164-80.3574,Destination-Sumter-SC,SC,USA,33.9164,-80.3574,0,29
33.9213-118.408,Destination-El Segundo-CA,CA,USA,33.9213,-118.408,0,90
33.9218-117.488,Destination-Riverside-CA,CA,USA,33.9218,-117.488,0,92
33.922-96.1918,Destination-Durant-OK,OK,USA,33.922,-96.1918,0,74
33.9221-90.5437,Destination-Parchman-MS,MS,USA,33.9221,-90.5437,0,38
33.9232-117.242,Destination-Moreno Valley-CA,CA,USA,33.9232,-117.242,0,92
33.9235-117.896,Destination-Brea-CA,CA,USA,33.9235,-117.896,0,92
33.9252-81.2483,Destination-Lexington-SC,SC,USA,33.9252,-81.2483,0,29
33.9255-87.7895,Destination-Winfield-AL,AL,USA,33.9255,-87.7895,0,35
33.9263-117.409,Destination-Riverside-CA,CA,USA,33.9263,-117.409,0,92
33.9268-84.3388,Destination-Atlanta-GA,GA,USA,33.9268,-84.3388,0,30
33.9279-79.7643,Destination-Scranton-SC,SC,USA,33.9279,-79.7643,0,29
33.9292-118.009,Destination-Whittier-CA,CA,USA,33.9292,-118.009,0,90
33.9317-84.3782,Destination-Atlanta-GA,GA,USA,33.9317,-84.3782,0,30
33.9321-84.5475,Destination-Marietta-GA,GA,USA,33.9321,-84.5475,0,30
33.933-84.4763,Destination-Marietta-GA,GA,USA,33.933,-84.4763,0,30
33.9336-118.068,Destination-Santa Fe Springs-CA,CA,USA,33.9336,-118.068,0,90
33.9342-118.333,Destination-Inglewood-CA,CA,USA,33.9342,-118.333,0,90
33.9345-117.952,Destination-La Habra-CA,CA,USA,33.9345,-117.952,0,90
33.9345-84.2721,Destination-Atlanta-GA,GA,USA,33.9345,-84.2721,0,30
33.9408-84.2062,Destination-Norcross-GA,GA,USA,33.9408,-84.2062,0,30
33.9428-84.3177,Destination-Atlanta-GA,GA,USA,33.9428,-84.3177,0,30
33.9436-117.372,Destination-Riverside-CA,CA,USA,33.9436,-117.372,0,92
33.9443-118.195,Destination-South Gate-CA,CA,USA,33.9443,-118.195,0,90
33.9449-86.4581,Destination-Oneonta-AL,AL,USA,33.9449,-86.4581,0,35
33.9453-116.976,Destination-Beaumont-CA,CA,USA,33.9453,-116.976,0,92
33.9454-118.034,Destination-Whittier-CA,CA,USA,33.9454,-118.034,0,90
33.9456-83.4173,Destination-Athens-GA,GA,USA,33.9456,-83.4173,0,30
33.9467-84.602,Destination-Marietta-GA,GA,USA,33.9467,-84.602,0,30
33.9476-83.4089,Destination-Athens-GA,GA,USA,33.9476,-83.4089,0,30
33.9484-83.3749,Destination-Athens-GA,GA,USA,33.9484,-83.3749,0,30
33.9491-83.9856,Destination-Lawrenceville-GA,GA,USA,33.9491,-83.9856,0,30
33.9559-118.359,Destination-Inglewood-CA,CA,USA,33.9559,-118.359,0,90
33.9584-118.12,Destination-Downey-CA,CA,USA,33.9584,-118.12,0,90
33.9585-118.31,Destination-Los Angeles-CA,CA,USA,33.9585,-118.31,0,90
33.96-118.395,Destination-Los Angeles-CA,CA,USA,33.96,-118.395,0,90
33.9604-84.0379,Destination-Lawrenceville-GA,GA,USA,33.9604,-84.0379,0,30
33.968-80.9384,Destination-Columbia-SC,SC,USA,33.968,-80.9384,0,29
33.9728-118.174,Destination-Bell-CA,CA,USA,33.9728,-118.174,0,90
33.9729-118.249,Destination-Los Angeles-CA,CA,USA,33.9729,-118.249,0,90
33.9753-117.723,Destination-Chino Hills-CA,CA,USA,33.9753,-117.723,0,91
33.9753-118.356,Destination-Inglewood-CA,CA,USA,33.9753,-118.356,0,90
33.9783-118.068,Destination-Whittier-CA,CA,USA,33.9783,-118.068,0,90
33.9784-118.218,Destination-Huntington Park-CA,CA,USA,33.9784,-118.218,0,90
33.979-117.336,Destination-Riverside-CA,CA,USA,33.979,-117.336,0,92
33.979-83.3642,Destination-Athens-GA,GA,USA,33.979,-83.3642,0,30
33.9794-84.1512,Destination-Duluth-GA,GA,USA,33.9794,-84.1512,0,30
