iata,name,state,country,latitude,longitude,lineage,zipcoderegion
37.5356-122.034,Destination-Newark-CA,CA,USA,37.5356,-122.034,0,94
37.5397-122.303,Destination-San Mateo-CA,CA,USA,37.5397,-122.303,0,94
37.5483-90.306,Destination-Fredericktown-MO,MO,USA,37.5483,-90.306,0,63
37.5543-122.27,Destination-San Mateo-CA,CA,USA,37.5543,-122.27,0,94
37.5574-97.2517,Destination-Derby-KS,KS,USA,37.5574,-97.2517,0,67
37.5704-122.32,Destination-San Mateo-CA,CA,USA,37.5704,-122.32,0,94
37.5716-122.051,Destination-Fremont-CA,CA,USA,37.5716,-122.051,0,94
37.5749-122.363,Destination-Burlingame-CA,CA,USA,37.5749,-122.363,0,94
37.5803-77.4883,Destination-Richmond-VA,VA,USA,37.5803,-77.4883,0,23
37.5817-77.5171,Destination-Richmond-VA,VA,USA,37.5817,-77.5171,0,23
37.5922-122.046,Destination-Union City-CA,CA,USA,37.5922,-122.046,0,94
37.5935-77.5627,Destination-Richmond-VA,VA,USA,37.5935,-77.5627,0,23
37.6007-122.401,Destination-Millbrae-CA,CA,USA,37.6007,-122.401,0,94
37.6009-87.5264,Destination-Sebree-KY,KY,USA,37.6009,-87.5264,0,42
37.6056-77.3154,Destination-Mechanicsville-VA,VA,USA,37.6056,-77.3154,0,23
37.6068-77.4477,Destination-Richmond-VA,VA,USA,37.6068,-77.4477,0,23
37.6138-122.482,Destination-Pacifica-CA,CA,USA,37.6138,-122.482,0,94
37.6217-77.489,Destination-Richmond-VA,VA,USA,37.6217,-77.489,0,23
37.622-122.395,Destination-San Francisco-CA,CA,USA,37.622,-122.395,0,94
37.6225-77.6197,Destination-Richmond-VA,VA,USA,37.6225,-77.6197,0,23
37.6229-121.052,Destination-Modesto-CA,CA,USA,37.6229,-121.052,0,95
37.6259-122.424,Destination-San Bruno-CA,CA,USA,37.6259,-122.424,0,94
37.6261-121,Destination-Modesto-CA,CA,USA,37.6261,-121,0,95
37.6309-91.5142,Destination-Salem-MO,MO,USA,37.6309,-91.5142,0,65
37.6337-122.061,Destination-Hayward-CA,CA,USA,37.6337,-122.061,0,94
37.6356-122.104,Destination-Hayward-CA,CA,USA,37.6356,-122.104,0,94
37.6442-76.3603,Destination-White Stone-VA,VA,USA,37.6442,-76.3603,0,22
37.6445-120.98,Destination-Modesto-CA,CA,USA,37.6445,-120.98,0,95
37.6473-96.2232,Destination-Severy-KS,KS,USA,37.6473,-96.2232,0,67
37.6518-97.5739,Destination-Goddard-KS,KS,USA,37.6518,-97.5739,0,67
37.652-97.259,Destination-Wichita-KS,KS,USA,37.652,-97.259,0,67
37.6529-122.43,Destination-South San Francisco-CA,CA,USA,37.6529,-122.43,0,94
37.6578-121.73,Destination-Livermore-CA,CA,USA,37.6578,-121.73,0,94
37.6589-121.871,Destination-Pleasanton-CA,CA,USA,37.6589,-121.871,0,94
37.6616-77.5263,Destination-Glen Allen-VA,VA,USA,37.6616,-77.5263,0,23
37.6626-77.3678,Destination-Mechanicsville-VA,VA,USA,37.6626,-77.3678,0,23
37.6691-97.362,Destination-Wichita-KS,KS,USA,37.6691,-97.362,0,67
37.6698-97.2329,Destination-Wichita-KS,KS,USA,37.6698,-97.2329,0,67
37.6718-121.012,Destination-Modesto-CA,CA,USA,37.6718,-121.012,0,95
37.6722-121.299,Destination-Stockton-CA,CA,USA,37.6722,-121.299,0,95
37.6735-120.956,Destination-Modesto-CA,CA,USA,37.6735,-120.956,0,95
37.6744-122.089,Destination-Hayward-CA,CA,USA,37.6744,-122.089,0,94
37.6785-122.132,Destination-San Lorenzo-CA,CA,USA,37.6785,-122.132,0,94
37.6802-121.922,Destination-Livermore-CA,CA,USA,37.6802,-121.922,0,94
37.6829-122.404,Destination-Brisbane-CA,CA,USA,37.6829,-122.404,0,94
37.6834-97.1706,Destination-Wichita-KS,KS,USA,37.6834,-97.1706,0,67
37.6862-77.5365,Destination-Glen Allen-VA,VA,USA,37.6862,-77.5365,0,23
37.687-97.3336,Destination-Wichita-KS,KS,USA,37.687,-97.3336,0,67
37.6897-121.892,Destination-Pleasanton-CA,CA,USA,37.6897,-121.892,0,94
37.6928-97.4959,Destination-Wichita-KS,KS,USA,37.6928,-97.4959,0,67
37.6992-122.45,Destination-Daly City-CA,CA,USA,37.6992,-122.45,0,94
37.7021-122.079,Destination-Castro Valley-CA,CA,USA,37.7021,-122.079,0,94
37.7024-85.2226,Destination-Springfield-KY,KY,USA,37.7024,-85.2226,0,40
37.7032-97.2317,Destination-Wichita-KS,KS,USA,37.7032,-97.2317,0,67
37.7041-121.022,Destination-Modesto-CA,CA,USA,37.7041,-121.022,0,95
37.7043-85.864,Destination-Elizabethtown-KY,KY,USA,37.7043,-85.864,0,42
37.7054-97.3178,Destination-Wichita-KS,KS,USA,37.7054,-97.3178,0,67
37.7078-89.1925,Destination-Carbondale-IL,IL,USA,37.7078,-89.1925,0,62
37.7087-121.089,Destination-Salida-CA,CA,USA,37.7087,-121.089,0,95
37.7142-121.926,Destination-Dublin-CA,CA,USA,37.7142,-121.926,0,94
37.7223-122.157,Destination-San Leandro-CA,CA,USA,37.7223,-122.157,0,94
37.7237-121.447,Destination-Tracy-CA,CA,USA,37.7237,-121.447,0,95
37.7245-88.9297,Destination-Marion-IL,IL,USA,37.7245,-88.9297,0,62
37.7258-88.5421,Destination-Harrisburg-IL,IL,USA,37.7258,-88.5421,0,62
37.7284-121.424,Destination-Tracy-CA,CA,USA,37.7284,-121.424,0,95
37.7328-122.393,Destination-San Francisco-CA,CA,USA,37.7328,-122.393,0,94
37.7338-77.8881,Destination-Richmond-VA,VA,USA,37.7338,-77.8881,0,23
37.735-122.46,Destination-San Francisco-CA,CA,USA,37.735,-122.46,0,94
37.7383-97.4292,Destination-Wichita-KS,KS,USA,37.7383,-97.4292,0,67
37.7384-122.173,Destination-Oakland-CA,CA,USA,37.7384,-122.173,0,94
37.7455-87.1128,Destination-Owensboro-KY,KY,USA,37.7455,-87.1128,0,42
37.7487-122.415,Destination-San Francisco-CA,CA,USA,37.7487,-122.415,0,94
37.7509-97.2311,Destination-Wichita-KS,KS,USA,37.7509,-97.2311,0,67
37.7516-113.166,Destination-Cedar City-UT,UT,USA,37.7516,-113.166,0,84
37.7533-87.1742,Destination-Owensboro-KY,KY,USA,37.7533,-87.1742,0,42
37.754-122.19,Destination-Oakland-CA,CA,USA,37.754,-122.19,0,94
37.7543-77.4746,Destination-Ashland-VA,VA,USA,37.7543,-77.4746,0,23
37.7547-81.113,Destination-Beaver-WV,WV,USA,37.7547,-81.113,0,25
37.7574-121.952,Destination-San Ramon-CA,CA,USA,37.7574,-121.952,0,94
37.7584-122.435,Destination-San Francisco-CA,CA,USA,37.7584,-122.435,0,94
37.7584-122.485,Destination-San Francisco-CA,CA,USA,37.7584,-122.485,0,94
37.7586-87.0871,Destination-Owensboro-KY,KY,USA,37.7586,-87.0871,0,42
37.7631-122.459,Destination-San Francisco-CA,CA,USA,37.7631,-122.459,0,94
37.7659-97.32,Destination-Wichita-KS,KS,USA,37.7659,-97.32,0,67
37.7665-122.396,Destination-San Francisco-CA,CA,USA,37.7665,-122.396,0,94
37.7695-122.259,Destination-Alameda-CA,CA,USA,37.7695,-122.259,0,94
37.7709-122.443,Destination-San Francisco-CA,CA,USA,37.7709,-122.443,0,94
37.7723-122.411,Destination-San Francisco-CA,CA,USA,37.7723,-122.411,0,94
37.7765-120.848,Destination-Oakdale-CA,CA,USA,37.7765,-120.848,0,95
37.7768-122.218,Destination-Oakland-CA,CA,USA,37.7768,-122.218,0,94
37.7772-121.955,Destination-Walnut Creek-CA,CA,USA,37.7772,-121.955,0,94
37.7823-121.236,Destination-Manteca-CA,CA,USA,37.7823,-121.236,0,95
37.7861-122.437,Destination-San Francisco-CA,CA,USA,37.7861,-122.437,0,94
37.7892-122.396,Destination-San Francisco-CA,CA,USA,37.7892,-122.396,0,94
37.79-122.186,Destination-Oakland-CA,CA,USA,37.79,-122.186,0,94
37.7928-122.422,Destination-San Francisco-CA,CA,USA,37.7928,-122.422,0,94
37.7932-122.244,Destination-Oakland-CA,CA,USA,37.7932,-122.244,0,94
37.7943-79.4766,Destination-Lexington-VA,VA,USA,37.7943,-79.4766,0,24
37.7982-122.4,Destination-San Francisco-CA,CA,USA,37.7982,-122.4,0,94
37.7997-122.212,Destination-Oakland-CA,CA,USA,37.7997,-122.212,0,94
37.8019-122.41,Destination-San Francisco-CA,CA,USA,37.8019,-122.41,0,94
37.8041-121.912,Destination-Danville-CA,CA,USA,37.8041,-121.912,0,94
37.8064-122.289,Destination-Oakland-CA,CA,USA,37.8064,-122.289,0,94
37.8094-122.272,Destination-Oakland-CA,CA,USA,37.8094,-122.272,0,94
37.8111-85.4616,Destination-Bardstown-KY,KY,USA,37.8111,-85.4616,0,40
37.8117-121.986,Destination-Danville-CA,CA,USA,37.8117,-121.986,0,94
37.8169-121.285,Destination-Lathrop-CA,CA,USA,37.8169,-121.285,0,95
37.8233-82.7817,Destination-Paintsville-KY,KY,USA,37.8233,-82.7817,0,41
37.8271-122.223,Destination-Oakland-CA,CA,USA,37.8271,-122.223,0,94
37.8274-92.1357,Destination-St. Robert-MO,MO,USA,37.8274,-92.1357,0,65
37.8285-85.9389,Destination-Radcliff-KY,KY,USA,37.8285,-85.9389,0,40
37.8304-96.8429,Destination-El Dorado-KS,KS,USA,37.8304,-96.8429,0,67
37.8347-122.283,Destination-Emeryville-CA,CA,USA,37.8347,-122.283,0,94
37.8437-122.244,Destination-Oakland-CA,CA,USA,37.8437,-122.244,0,94
37.8663-82.529,Destination-Inez-KY,KY,USA,37.8663,-82.529,0,41
37.8686-122.259,Destination-Berkeley-CA,CA,USA,37.8686,-122.259,0,94
37.87-122.298,Destination-Berkeley-CA,CA,USA,37.87,-122.298,0,94
37.8796-122.267,Destination-Berkeley-CA,CA,USA,37.8796,-122.267,0,94
37.8839-84.571,Destination-Nicholasville-KY,KY,USA,37.8839,-84.571,0,40
37.8875-75.5365,Destination-Temperanceville-VA,VA,USA,37.8875,-75.5365,0,23
37.8899-121.254,Destination-Banta-CA,CA,USA,37.8899,-121.254,0,95
37.8957-122.118,Destination-Lafayette-CA,CA,USA,37.8957,-122.118,0,94
37.8981-122.541,Destination-Mill Valley-CA,CA,USA,37.8981,-122.541,0,94
37.9038-94.2182,Destination-Walker-MO,MO,USA,37.9038,-94.2182,0,64
37.9178-122.304,Destination-El Cerrito-CA,CA,USA,37.9178,-122.304,0,94
37.9209-121.724,Destination-Antioch-CA,CA,USA,37.9209,-121.724,0,94
37.922-121.302,Destination-Stockton-CA,CA,USA,37.922,-121.302,0,95
37.9235-121.912,Destination-Clayton-CA,CA,USA,37.9235,-121.912,0,94
37.9242-122.516,Destination-Corte Madera-CA,CA,USA,37.9242,-122.516,0,94
37.9265-122.341,Destination-Richmond-CA,CA,USA,37.9265,-122.341,0,94
37.9321-121.704,Destination-Brentwood-CA,CA,USA,37.9321,-121.704,0,94
37.9329-107.889,Destination-Telluride-CO,CO,USA,37.9329,-107.889,0,81
37.9414-122.366,Destination-Richmond-CA,CA,USA,37.9414,-122.366,0,94
37.9434-122.49,Destination-San Quentin-CA,CA,USA,37.9434,-122.49,0,94
37.9501-122.543,Destination-Greenbrae-CA,CA,USA,37.9501,-122.543,0,94
37.9532-98.0859,Destination-Hutchinson-KS,KS,USA,37.9532,-98.0859,0,67
37.9541-122.025,Destination-Concord-CA,CA,USA,37.9541,-122.025,0,94
37.9548-121.307,Destination-Stockton-CA,CA,USA,37.9548,-121.307,0,95
37.9555-121.191,Destination-Stockton-CA,CA,USA,37.9555,-121.191,0,95
37.9579-76.7572,Destination-Warsaw-VA,VA,USA,37.9579,-76.7572,0,22
37.9589-87.38,Destination-Newburgh-IN,IN,USA,37.9589,-87.38,0,47
37.9629-121.264,Destination-Stockton-CA,CA,USA,37.9629,-121.264,0,95
37.9663-87.6366,Destination-Evansville-IN,IN,USA,37.9663,-87.6366,0,47
37.9685-84.1578,Destination-Ford-KY,KY,USA,37.9685,-84.1578,0,40
37.9697-78.9571,Destination-Lyndhurst-VA,VA,USA,37.9697,-78.9571,0,22
37.9707-79.8928,Destination-Hot Springs-VA,VA,USA,37.9707,-79.8928,0,24
37.9724-122.515,Destination-San Rafael-CA,CA,USA,37.9724,-122.515,0,94
37.9726-122.339,Destination-San Pablo-CA,CA,USA,37.9726,-122.339,0,94
37.9743-121.315,Destination-Stockton-CA,CA,USA,37.9743,-121.315,0,95
37.9746-87.5735,Destination-Evansville-IN,IN,USA,37.9746,-87.5735,0,47
37.9755-87.4751,Destination-Evansville-IN,IN,USA,37.9755,-87.4751,0,47
37.976-100.825,Destination-Garden City-KS,KS,USA,37.976,-100.825,0,67
37.9822-84.1702,Destination-Winchester-KY,KY,USA,37.9822,-84.1702,0,40
37.9851-84.4887,Destination-Lexington-KY,KY,USA,37.9851,-84.4887,0,40
37.9863-122.04,Destination-Concord-CA,CA,USA,37.9863,-122.04,0,94
37.9864-120.241,Destination-Standard-CA,CA,USA,37.9864,-120.241,0,95
37.9878-122.6,Destination-Fairfax-CA,CA,USA,37.9878,-122.6,0,94
37.9979-85.6967,Destination-Shepherdsville-KY,KY,USA,37.9979,-85.6967,0,40
38.0004-87.5418,Destination-Evansville-IN,IN,USA,38.0004,-87.5418,0,47
38.0052-84.4095,Destination-Lexington-KY,KY,USA,38.0052,-84.4095,0,40
38.0079-84.5345,Destination-Lexington-KY,KY,USA,38.0079,-84.5345,0,40
38.0085-78.478,Destination-Charlottesville-VA,VA,USA,38.0085,-78.478,0,22
38.0179-121.905,Destination-Pittsburg-CA,CA,USA,38.0179,-121.905,0,94
38.019-122.546,Destination-San Rafael-CA,CA,USA,38.019,-122.546,0,94
38.0251-121.297,Destination-Stockton-CA,CA,USA,38.0251,-121.297,0,95
38.0272-97.9398,Destination-South Hutchinson-KS,KS,USA,38.0272,-97.9398,0,67
38.0287-84.5075,Destination-Lexington-KY,KY,USA,38.0287,-84.5075,0,40
38.0343-97.9238,Destination-Hutchinson-KS,KS,USA,38.0343,-97.9238,0,67
38.0393-84.5426,Destination-Lexington-KY,KY,USA,38.0393,-84.5426,0,40
38.0401-78.4851,Destination-Charlottesville-VA,VA,USA,38.0401,-78.4851,0,22
38.0517-84.4934,Destination-Lexington-KY,KY,USA,38.0517,-84.4934,0,40
38.0517-97.323,Destination-Newton-KS,KS,USA,38.0517,-97.323,0,67
38.0573-87.2658,Destination-Boonville-IN,IN,USA,38.0573,-87.2658,0,47
38.0612-83.9296,Destination-Mount Sterling-KY,KY,USA,38.0612,-83.9296,0,40
38.0641-84.6071,Destination-Lexington-KY,KY,USA,38.0641,-84.6071,0,40
38.0693-75.5481,Destination-Pocomoke City-MD,MD,USA,38.0693,-75.5481,0,21
38.0712-82.6406,Destination-Louisa-KY,KY,USA,38.0712,-82.6406,0,41
38.0718-122.155,Destination-Benicia-CA,CA,USA,38.0718,-122.155,0,94
38.0724-78.5015,Destination-Charlottesville-VA,VA,USA,38.0724,-78.5015,0,22
38.0856-85.6698,Destination-Louisville-KY,KY,USA,38.0856,-85.6698,0,40
38.0878-88.1558,Destination-Carmi-IL,IL,USA,38.0878,-88.1558,0,62
38.0968-87.5211,Destination-Evansville-IN,IN,USA,38.0968,-87.5211,0,47
38.0982-122.598,Destination-Novato-CA,CA,USA,38.0982,-122.598,0,94
38.1052-122.246,Destination-Vallejo-CA,CA,USA,38.1052,-122.246,0,94
38.1053-84.5078,Destination-Lexington-KY,KY,USA,38.1053,-84.5078,0,40
38.1171-122.563,Destination-Novato-CA,CA,USA,38.1171,-122.563,0,94
38.1252-78.197,Destination-Gordonsville-VA,VA,USA,38.1252,-78.197,0,22
38.1376-85.6274,Destination-Louisville-KY,KY,USA,38.1376,-85.6274,0,40
38.1416-85.6822,Destination-Louisville-KY,KY,USA,38.1416,-85.6822,0,40
38.1462-79.0762,Destination-Staunton-VA,VA,USA,38.1462,-79.0762,0,24
38.1472-85.5917,Destination-Louisville-KY,KY,USA,38.1472,-85.5917,0,40
38.1521-122.251,Destination-Vallejo-CA,CA,USA,38.1521,-122.251,0,94
38.1609-85.7762,Destination-Louisville-KY,KY,USA,38.1609,-85.7762,0,40
38.1709-86.9989,Destination-Dale-IN,IN,USA,38.1709,-86.9989,0,47
38.1878-90.4077,Destination-Festus-MO,MO,USA,38.1878,-90.4077,0,63
38.189-85.6768,Destination-Louisville-KY,KY,USA,38.189,-85.6768,0,40
38.1906-85.5535,Destination-Louisville-KY,KY,USA,38.1906,-85.5535,0,40
38.1919-85.753,Destination-Louisville-KY,KY,USA,38.1919,-85.753,0,40
38.1938-85.6573,Destination-Louisville-KY,KY,USA,38.1938,-85.6573,0,40
38.2016-84.8693,Destination-Frankfort-KY,KY,USA,38.2016,-84.8693,0,40
38.2081-86.1298,Destination-Corydon-IN,IN,USA,38.2081,-86.1298,0,47
38.2115-85.2166,Destination-Shelbyville-KY,KY,USA,38.2115,-85.2166,0,40
38.215-85.6221,Destination-Louisville-KY,KY,USA,38.215,-85.6221,0,40
38.2163-85.739,Destination-Louisville-KY,KY,USA,38.2163,-85.739,0,40
38.2188-85.7624,Destination-Louisville-KY,KY,USA,38.2188,-85.7624,0,40
38.2212-84.5546,Destination-Georgetown-KY,KY,USA,38.2212,-84.5546,0,40
38.2229-85.6833,Destination-Louisville-KY,KY,USA,38.2229,-85.6833,0,40
38.2307-85.7867,Destination-Louisville-KY,KY,USA,38.2307,-85.7867,0,40
38.2314-122.054,Destination-Suisun City-CA,CA,USA,38.2314,-122.054,0,94
38.2359-104.67,Destination-Pueblo-CO,CO,USA,38.2359,-104.67,0,81
38.2372-85.5366,Destination-Louisville-KY,KY,USA,38.2372,-85.5366,0,40
38.2386-85.7263,Destination-Louisville-KY,KY,USA,38.2386,-85.7263,0,40
38.2414-85.8118,Destination-Louisville-KY,KY,USA,38.2414,-85.8118,0,40
38.2433-122.607,Destination-Petaluma-CA,CA,USA,38.2433,-122.607,0,94
38.2437-122.693,Destination-Petaluma-CA,CA,USA,38.2437,-122.693,0,94
38.2458-122.102,Destination-Fairfield-CA,CA,USA,38.2458,-122.102,0,94
38.2529-85.7514,Destination-Louisville-KY,KY,USA,38.2529,-85.7514,0,40
38.2575-85.6513,Destination-Louisville-KY,KY,USA,38.2575,-85.6513,0,40
38.2589-85.5557,Destination-Louisville-KY,KY,USA,38.2589,-85.5557,0,40
38.2651-85.6132,Destination-Louisville-KY,KY,USA,38.2651,-85.6132,0,40
38.2696-122.037,Destination-Fairfield-CA,CA,USA,38.2696,-122.037,0,94
38.2709-85.4832,Destination-Louisville-KY,KY,USA,38.2709,-85.4832,0,40
38.2777-121.919,Destination-Travis AFB-CA,CA,USA,38.2777,-121.919,0,94
38.2791-85.5904,Destination-Louisville-KY,KY,USA,38.2791,-85.5904,0,40
38.2829-104.57,Destination-Pueblo-CO,CO,USA,38.2829,-104.57,0,81
38.2912-122.287,Destination-Napa-CA,CA,USA,38.2912,-122.287,0,94
38.2962-84.6961,Destination-Stamping Ground-KY,KY,USA,38.2962,-84.6961,0,40
38.2999-90.3083,Destination-Valmeyer-IL,IL,USA,38.2999,-90.3083,0,62
38.3038-85.8252,Destination-New Albany-IN,IN,USA,38.3038,-85.8252,0,47
38.3039-85.7679,Destination-Clarksville-IN,IN,USA,38.3039,-85.7679,0,47
38.3056-85.5842,Destination-Louisville-KY,KY,USA,38.3056,-85.5842,0,40
38.3091-85.7204,Destination-Jeffersonville-IN,IN,USA,38.3091,-85.7204,0,47
38.3226-88.9084,Destination-Mount Vernon-IL,IL,USA,38.3226,-88.9084,0,62
38.3231-82.95,Destination-Grayson-KY,KY,USA,38.3231,-82.95,0,41
38.3286-122.71,Destination-Cotati-CA,CA,USA,38.3286,-122.71,0,94
38.3336-104.743,Destination-Pueblo-CO,CO,USA,38.3336,-104.743,0,81
38.3351-85.4584,Destination-Crestwood-KY,KY,USA,38.3351,-85.4584,0,40
38.3372-122.3,Destination-Napa-CA,CA,USA,38.3372,-122.3,0,94
38.3392-76.4657,Destination-Solomons-MD,MD,USA,38.3392,-76.4657,0,20
38.3593-75.5693,Destination-Salisbury-MD,MD,USA,38.3593,-75.5693,0,21
38.3598-120.753,Destination-Jackson-CA,CA,USA,38.3598,-120.753,0,95
38.3624-81.6863,Destination-Charleston-WV,WV,USA,38.3624,-81.6863,0,25
38.3697-75.6121,Destination-Salisbury-MD,MD,USA,38.3697,-75.6121,0,21
38.3703-82.6948,Destination-Ashland-KY,KY,USA,38.3703,-82.6948,0,41
38.3716-78.7974,Destination-Penn Laird-VA,VA,USA,38.3716,-78.7974,0,22
38.3748-86.3531,Destination-Marengo-IN,IN,USA,38.3748,-86.3531,0,47
38.3873-77.5468,Destination-Fredericksburg-VA,VA,USA,38.3873,-77.5468,0,22
38.3877-85.7594,Destination-Sellersburg-IN,IN,USA,38.3877,-85.7594,0,47
38.3884-75.6276,Destination-Salisbury-MD,MD,USA,38.3884,-75.6276,0,21
38.3961-82.5588,Destination-Ceredo-WV,WV,USA,38.3961,-82.5588,0,25
38.3977-84.2939,Destination-Cynthiana-KY,KY,USA,38.3977,-84.2939,0,41
38.4035-82.439,Destination-Huntington-WV,WV,USA,38.4035,-82.439,0,25
38.4064-121.437,Destination-Elk Grove-CA,CA,USA,38.4064,-121.437,0,95
38.4078-85.3848,Destination-La Grange-KY,KY,USA,38.4078,-85.3848,0,40
38.4088-86.9388,Destination-Jasper-IN,IN,USA,38.4088,-86.9388,0,47
38.4105-96.1974,Destination-Emporia-KS,KS,USA,38.4105,-96.1974,0,66
38.4157-87.8108,Destination-Mount Carmel-IL,IL,USA,38.4157,-87.8108,0,62
38.416-91.1603,Destination-Beaufort-MO,MO,USA,38.416,-91.1603,0,63
38.4173-77.4608,Destination-Stafford-VA,VA,USA,38.4173,-77.4608,0,22
38.4211-121.361,Destination-Elk Grove-CA,CA,USA,38.4211,-121.361,0,95
38.4268-78.8815,Destination-Harrisonburg-VA,VA,USA,38.4268,-78.8815,0,22
38.427-81.9896,Destination-Hurricane-WV,WV,USA,38.427,-81.9896,0,25
38.4272-121.813,Destination-Dixon-CA,CA,USA,38.4272,-121.813,0,95
38.4311-82.3702,Destination-Huntington-WV,WV,USA,38.4311,-82.3702,0,25
38.4386-82.5577,Destination-South Point-OH,OH,USA,38.4386,-82.5577,0,45
38.4395-82.6932,Destination-Ashland-KY,KY,USA,38.4395,-82.6932,0,41
38.4401-122.746,Destination-Santa Rosa-CA,CA,USA,38.4401,-122.746,0,95
38.4403-82.1354,Destination-Milton-WV,WV,USA,38.4403,-82.1354,0,25
38.4486-82.4455,Destination-Chesapeake-OH,OH,USA,38.4486,-82.4455,0,45
38.4595-77.9987,Destination-Culpeper-VA,VA,USA,38.4595,-77.9987,0,22
38.4604-77.4327,Destination-Stafford-VA,VA,USA,38.4604,-77.4327,0,22
38.4631-122.99,Destination-Rohnert Park-CA,CA,USA,38.4631,-122.99,0,94
38.4642-105.28,Destination-Canon City-CO,CO,USA,38.4642,-105.28,0,81
38.4647-121.496,Destination-Sacramento-CA,CA,USA,38.4647,-121.496,0,95
38.474-82.6453,Destination-Ashland-KY,KY,USA,38.474,-82.6453,0,41
38.4775-121.446,Destination-Sacramento-CA,CA,USA,38.4775,-121.446,0,95
38.4805-122.75,Destination-Santa Rosa-CA,CA,USA,38.4805,-122.75,0,95
38.4847-121.402,Destination-Sacramento-CA,CA,USA,38.4847,-121.402,0,95
38.5007-90.3711,Destination-Saint Louis-MO,MO,USA,38.5007,-90.3711,0,63
38.5029-90.4609,Destination-Fenton-MO,MO,USA,38.5029,-90.4609,0,63
38.5112-122.457,Destination-Saint Helena-CA,CA,USA,38.5112,-122.457,0,94
38.5203-82.7217,Destination-Flatwoods-KY,KY,USA,38.5203,-82.7217,0,41
38.5268-90.1925,Destination-Dupo-IL,IL,USA,38.5268,-90.1925,0,62
38.5281-76.9806,Destination-La Plata-MD,MD,USA,38.5281,-76.9806,0,20
38.5355-91.0235,Destination-Washington-MO,MO,USA,38.5355,-91.0235,0,63
38.5358-121.447,Destination-Sacramento-CA,CA,USA,38.5358,-121.447,0,95
38.5359-90.847,Destination-Labadie-MO,MO,USA,38.5359,-90.847,0,63
38.5364-75.0606,Destination-Bethany Beach-DE,DE,USA,38.5364,-75.0606,0,19
38.5385-82.7086,Destination-Russell-KY,KY,USA,38.5385,-82.7086,0,41
38.539-90.001,Destination-Belleville-IL,IL,USA,38.539,-90.001,0,62
38.5448-85.7737,Destination-Henryville-IN,IN,USA,38.5448,-85.7737,0,47
38.5493-121.737,Destination-Davis-CA,CA,USA,38.5493,-121.737,0,95
38.5495-90.3252,Destination-Saint Louis-MO,MO,USA,38.5495,-90.3252,0,63
38.5501-121.375,Destination-Sacramento-CA,CA,USA,38.5501,-121.375,0,95
38.5511-121.46,Destination-Sacramento-CA,CA,USA,38.5511,-121.46,0,95
38.5523-90.3792,Destination-Saint Louis-MO,MO,USA,38.5523,-90.3792,0,63
38.5575-75.2147,Destination-Dagsboro-DE,DE,USA,38.5575,-75.2147,0,19
38.5593-90.2517,Destination-Saint Louis-MO,MO,USA,38.5593,-90.2517,0,63
38.5644-90.1628,Destination-East Saint Louis-IL,IL,USA,38.5644,-90.1628,0,62
38.5683-92.2533,Destination-Jefferson City-MO,MO,USA,38.5683,-92.2533,0,65
38.5689-121.441,Destination-Sacramento-CA,CA,USA,38.5689,-121.441,0,95
38.5692-121.545,Destination-West Sacramento-CA,CA,USA,38.5692,-121.545,0,95
38.5717-121.468,Destination-Sacramento-CA,CA,USA,38.5717,-121.468,0,95
38.5763-90.5312,Destination-Ballwin-MO,MO,USA,38.5763,-90.5312,0,63
38.5803-121.491,Destination-Sacramento-CA,CA,USA,38.5803,-121.491,0,95
38.5827-90.4097,Destination-Saint Louis-MO,MO,USA,38.5827,-90.4097,0,63
38.5878-121.378,Destination-Sacramento-CA,CA,USA,38.5878,-121.378,0,95
38.5922-121.528,Destination-West Sacramento-CA,CA,USA,38.5922,-121.528,0,95
38.5942-121.407,Destination-Sacramento-CA,CA,USA,38.5942,-121.407,0,95
38.5949-90.2278,Destination-Saint Louis-MO,MO,USA,38.5949,-90.2278,0,63
38.6014-75.2411,Destination-Millsboro-DE,DE,USA,38.6014,-75.2411,0,19
38.6054-121.282,Destination-Rancho Cordova-CA,CA,USA,38.6054,-121.282,0,95
38.6107-90.2136,Destination-Saint Louis-MO,MO,USA,38.6107,-90.2136,0,63
38.6109-90.2917,Destination-Saint Louis-MO,MO,USA,38.6109,-90.2917,0,63
38.6125-90.3182,Destination-Saint Louis-MO,MO,USA,38.6125,-90.3182,0,63
38.6169-121.496,Destination-Sacramento-CA,CA,USA,38.6169,-121.496,0,95
38.6192-90.3496,Destination-Saint Louis-MO,MO,USA,38.6192,-90.3496,0,63
38.6197-78.8051,Destination-Broadway-VA,VA,USA,38.6197,-78.8051,0,22
38.62-89.5305,Destination-Breese-IL,IL,USA,38.62,-89.5305,0,62
38.6226-90.2618,Destination-Saint Louis-MO,MO,USA,38.6226,-90.2618,0,63
38.6245-83.7656,Destination-Maysville-KY,KY,USA,38.6245,-83.7656,0,41
38.6284-121.327,Destination-Carmichael-CA,CA,USA,38.6284,-121.327,0,95
38.6286-90.1461,Destination-East Saint Louis-IL,IL,USA,38.6286,-90.1461,0,62
38.6315-90.193,Destination-Saint Louis-MO,MO,USA,38.6315,-90.193,0,63
38.6321-92.1183,Destination-Holts Summit-MO,MO,USA,38.6321,-92.1183,0,65
38.6328-77.2679,Destination-Woodbridge-VA,VA,USA,38.6328,-77.2679,0,22
38.6352-90.187,Destination-Saint Louis-MO,MO,USA,38.6352,-90.187,0,63
38.6383-90.4271,Destination-Earth City-MO,MO,USA,38.6383,-90.4271,0,63
