iata,name,state,country,latitude,longitude,lineage
Z02109,Origin-Boston-MA,MA,USA,42.3615,-71.0541,0
Z02111,Origin-Boston-MA,MA,USA,42.3499,-71.061,0
Z02118,Origin-Boston-MA,MA,USA,42.3388,-71.0727,0
Z02122,Origin-Boston-MA,MA,USA,42.2964,-71.0544,0
Z02125,Origin-Boston-MA,MA,USA,42.3169,-71.0581,0
Z02127,Origin-Boston-MA,MA,USA,42.335,-71.0456,0
Z02128,Origin-Boston-MA,MA,USA,42.3784,-71.0254,0
Z02131,Origin-Roslindale-MA,MA,USA,42.2848,-71.1304,0
Z02143,Origin-Somerville-MA,MA,USA,42.382,-71.099,0
Z02148,Origin-Malden-MA,MA,USA,42.4286,-71.0605,0
Z02149,Origin-Everett-MA,MA,USA,42.41,-71.0522,0
Z02150,Origin-Chelsea-MA,MA,USA,42.3965,-71.0334,0
Z02155,Origin-Medford-MA,MA,USA,42.4199,-71.1094,0
Z02184,Origin-Braintree-MA,MA,USA,42.2096,-70.9997,0
Z02189,Origin-Weymouth-MA,MA,USA,42.2112,-70.931,0
Z02210,Origin-Boston-MA,MA,USA,42.3481,-71.0445,0
Z02301,Origin-Brockton-MA,MA,USA,42.0795,-71.0343,0
Z02302,Origin-Brockton-MA,MA,USA,42.0872,-71.0022,0
Z02322,Origin-Avon-MA,MA,USA,42.122,-71.0451,0
Z02347,Origin-Lakeville-MA,MA,USA,41.8351,-70.9597,0
Z02359,Origin-Pembroke-MA,MA,USA,42.0656,-70.8042,0
Z02367,Origin-Plympton-MA,MA,USA,41.9691,-70.8044,0
Z02368,Origin-Randolph-MA,MA,USA,42.1735,-71.0491,0
Z02494,Origin-Needham-MA,MA,USA,42.2982,-71.2315,0
Z02553,Origin-Monument Beach-MA,MA,USA,41.6734,-70.608,0
Z02601,Origin-Hyannis-MA,MA,USA,41.6548,-70.2895,0
Z02718,Origin-East Taunton-MA,MA,USA,41.8763,-71.0183,0
Z02720,Origin-Fall River-MA,MA,USA,41.717,-71.1398,0
Z02723,Origin-Fall River-MA,MA,USA,41.6914,-71.1323,0
Z02740,Origin-New Bedford-MA,MA,USA,41.6348,-70.9375,0
Z02766,Origin-Norton-MA,MA,USA,41.9692,-71.1854,0
Z02767,Origin-Raynham-MA,MA,USA,41.9347,-71.049,0
Z02780,Origin-Taunton-MA,MA,USA,41.9049,-71.1028,0
Z02852,Origin-North Kingstown-RI,RI,USA,41.5898,-71.454,0
Z02865,Origin-Lincoln-RI,RI,USA,41.9057,-71.4302,0
Z02886,Origin-Warwick-RI,RI,USA,41.7055,-71.4512,0
Z02889,Origin-Warwick-RI,RI,USA,41.7069,-71.391,0
Z02907,Origin-Providence-RI,RI,USA,41.7986,-71.4244,0
Z02916,Origin-Rumford-RI,RI,USA,41.8433,-71.3539,0
Z02920,Origin-Cranston-RI,RI,USA,41.7716,-71.4648,0
Z02940,Origin-Providence-RI,RI,USA,41.8718,-71.5584,0
Z03053,Origin-Londonderry-NH,NH,USA,42.8805,-71.382,0
Z03054,Origin-Merrimack-NH,NH,USA,42.8581,-71.5121,0
Z03060,Origin-Nashua-NH,NH,USA,42.749,-71.4648,0
Z03254,Origin-Moultonborough-NH,NH,USA,43.7122,-71.3929,0
Z03443,Origin-Chesterfield-NH,NH,USA,42.8719,-72.4716,0
Z03561,Origin-Littleton-NH,NH,USA,44.3137,-71.7974,0
Z03743,Origin-Claremont-NH,NH,USA,43.3747,-72.3414,0
Z03801,Origin-Portsmouth-NH,NH,USA,43.0703,-70.7768,0
Z03833,Origin-Exeter-NH,NH,USA,42.9738,-70.9766,0
Z04011,Origin-Brunswick-ME,ME,USA,43.8993,-69.9589,0
Z04037,Origin-Fryeburg-ME,ME,USA,44.0509,-70.9565,0
Z04042,Origin-Hollis Center-ME,ME,USA,43.6113,-70.6326,0
Z04073,Origin-Sanford-ME,ME,USA,43.4269,-70.7524,0
Z04074,Origin-Scarborough-ME,ME,USA,43.5832,-70.3526,0
Z04086,Origin-Topsham-ME,ME,USA,43.9467,-69.9616,0
Z04103,Origin-Portland-ME,ME,USA,43.6859,-70.2902,0
Z04260,Origin-New Gloucester-ME,ME,USA,43.9574,-70.2948,0
Z04274,Origin-Poland-ME,ME,USA,44.0492,-70.3908,0
Z04468,Origin-Old Town-ME,ME,USA,44.9516,-68.6789,0
Z04740,Origin-Easton-ME,ME,USA,46.6571,-67.8633,0
Z04769,Origin-Presque Isle-ME,ME,USA,46.6794,-68.0022,0
Z04841,Origin-Rockland-ME,ME,USA,44.1087,-69.1136,0
Z04915,Origin-Belfast-ME,ME,USA,44.4453,-69.0225,0
Z05060,Origin-Randolph-VT,VT,USA,43.9544,-72.6691,0
Z05403,Origin-South Burlington-VT,VT,USA,44.452,-73.1794,0
Z05602,Origin-Montpelier-VT,VT,USA,44.2657,-72.5968,0
Z05676,Origin-Waterbury-VT,VT,USA,44.3486,-72.7708,0
Z05678,Origin-Websterville-VT,VT,USA,44.159,-72.4694,0
Z05701,Origin-Rutland-VT,VT,USA,43.6174,-72.9632,0
Z05843,Origin-Hardwick-VT,VT,USA,44.5047,-72.3582,0
Z06002,Origin-Bloomfield-CT,CT,USA,41.8328,-72.7264,0
Z06029,Origin-Ellington-CT,CT,USA,41.9092,-72.4502,0
Z06053,Origin-New Britain-CT,CT,USA,41.687,-72.7907,0
Z06067,Origin-Rocky Hill-CT,CT,USA,41.661,-72.6609,0
Z06074,Origin-South Windsor-CT,CT,USA,41.8367,-72.5607,0
Z06082,Origin-Enfield-CT,CT,USA,41.9873,-72.5636,0
Z06114,Origin-Hartford-CT,CT,USA,41.7388,-72.6789,0
Z06120,Origin-Hartford-CT,CT,USA,41.7848,-72.6737,0
Z06241,Origin-Dayville-CT,CT,USA,41.8503,-71.8575,0
Z06255,Origin-North Grosvenordale-CT,CT,USA,41.9896,-71.8966,0
Z06279,Origin-Willington-CT,CT,USA,41.8969,-72.2745,0
Z06360,Destination-Norwich-CT,CT,USA,41.5339,-72.0622,1
Z06483,Origin-Seymour-CT,CT,USA,41.3866,-73.0792,0
Z06511,Origin-New Haven-CT,CT,USA,41.3173,-72.928,0
Z06512,Origin-East Haven-CT,CT,USA,41.2766,-72.8741,0
Z06513,Origin-New Haven-CT,CT,USA,41.3158,-72.8803,0
Z06516,Origin-West Haven-CT,CT,USA,41.2722,-72.965,0
Z06606,Origin-Bridgeport-CT,CT,USA,41.2095,-73.2077,0
Z06607,Origin-Bridgeport-CT,CT,USA,41.1777,-73.1664,0
Z06610,Origin-Bridgeport-CT,CT,USA,41.2021,-73.1707,0
Z06615,Origin-Stratford-CT,CT,USA,41.176,-73.1351,0
Z07001,Origin-Avenel-NJ,NJ,USA,40.5791,-74.2799,0
Z07002,Origin-Bayonne-NJ,NJ,USA,40.6666,-74.1176,0
Z07003,Origin-Bloomfield-NJ,NJ,USA,40.803,-74.1889,0
Z07004,Origin-Fairfield-NJ,NJ,USA,40.8791,-74.2938,0
Z07005,Origin-Boonton-NJ,NJ,USA,40.9129,-74.4151,0
Z07006,Origin-Caldwell-NJ,NJ,USA,40.8491,-74.2791,0
Z07008,Origin-Carteret-NJ,NJ,USA,40.5826,-74.2299,0
Z07009,Origin-Cedar Grove-NJ,NJ,USA,40.8559,-74.2289,0
Z07011,Origin-Clifton-NJ,NJ,USA,40.8797,-74.1426,0
Z07012,Origin-Clifton-NJ,NJ,USA,40.848,-74.1579,0
Z07013,Origin-Clifton-NJ,NJ,USA,40.8687,-74.171,0
Z07020,Origin-Edgewater-NJ,NJ,USA,40.8307,-73.9732,0
Z07026,Origin-Garfield-NJ,NJ,USA,40.8799,-74.108,0
Z07029,Origin-Harrison-NJ,NJ,USA,40.746,-74.1551,0
Z07032,Origin-Kearny-NJ,NJ,USA,40.7631,-74.1371,0
Z07033,Origin-Kenilworth-NJ,NJ,USA,40.6747,-74.2908,0
Z07035,Origin-Lincoln Park-NJ,NJ,USA,40.9233,-74.2937,0
Z07036,Origin-Linden-NJ,NJ,USA,40.634,-74.2533,0
Z07047,Origin-North Bergen-NJ,NJ,USA,40.7947,-74.0196,0
Z07054,Origin-Parsippany-NJ,NJ,USA,40.8602,-74.4171,0
Z07064,Origin-Port Reading-NJ,NJ,USA,40.5695,-74.2477,0
Z07065,Origin-Rahway-NJ,NJ,USA,40.6072,-74.281,0
Z07072,Origin-Carlstadt-NJ,NJ,USA,40.8366,-74.0846,0
Z07073,Origin-East Rutherford-NJ,NJ,USA,40.8302,-74.097,0
Z07074,Origin-Moonachie-NJ,NJ,USA,40.8417,-74.059,0
Z07075,Origin-Wood Ridge-NJ,NJ,USA,40.8477,-74.0875,0
Z07080,Origin-South Plainfield-NJ,NJ,USA,40.5808,-74.414,0
Z07083,Origin-Union-NJ,NJ,USA,40.6955,-74.2693,0
Z07087,Origin-Union City-NJ,NJ,USA,40.7678,-74.0302,0
Z07094,Origin-Secaucus-NJ,NJ,USA,40.7885,-74.06,0
Z07104,Origin-Newark-NJ,NJ,USA,40.7677,-74.1683,0
Z07105,Origin-Newark-NJ,NJ,USA,40.7259,-74.1521,0
Z07114,Origin-Newark-NJ,NJ,USA,40.7076,-74.1788,0
Z07195,Origin-Newark-NJ,NJ,USA,40.7919,-74.2452,0
Z07201,Origin-Elizabeth-NJ,NJ,USA,40.6696,-74.1989,0
Z07202,Origin-Elizabeth-NJ,NJ,USA,40.6523,-74.2168,0
Z07205,Origin-Hillside-NJ,NJ,USA,40.6956,-74.2285,0
Z07206,Origin-Elizabeth-NJ,NJ,USA,40.6532,-74.1916,0
Z07305,Origin-Jersey City-NJ,NJ,USA,40.7013,-74.0884,0
Z07310,Origin-Jersey City-NJ,NJ,USA,40.7319,-74.0402,0
Z07407,Origin-Elmwood Park-NJ,NJ,USA,40.9057,-74.1199,0
Z07410,Origin-Fair Lawn-NJ,NJ,USA,40.934,-74.1167,0
Z07430,Origin-Mahwah-NJ,NJ,USA,41.0771,-74.1614,0
Z07470,Origin-Wayne-NJ,NJ,USA,40.9436,-74.25,0
Z07501,Origin-Paterson-NJ,NJ,USA,40.9123,-74.1686,0
Z07502,Origin-Paterson-NJ,NJ,USA,40.919,-74.1939,0
Z07506,Origin-Hawthorne-NJ,NJ,USA,40.9575,-74.1562,0
Z07524,Origin-Paterson-NJ,NJ,USA,40.9304,-74.1582,0
Z07601,Origin-Hackensack-NJ,NJ,USA,40.8888,-74.0488,0
Z07606,Origin-South Hackensack-NJ,NJ,USA,40.8638,-74.0464,0
Z07607,Origin-Maywood-NJ,NJ,USA,40.9051,-74.0627,0
Z07608,Origin-Teterboro-NJ,NJ,USA,40.8537,-74.0598,0
Z07631,Origin-Englewood-NJ,NJ,USA,40.8934,-73.9758,0
Z07632,Origin-Englewood Cliffs-NJ,NJ,USA,40.8838,-73.9517,0
Z07643,Origin-Little Ferry-NJ,NJ,USA,40.8507,-74.0411,0
Z07645,Origin-Montvale-NJ,NJ,USA,41.0491,-74.0405,0
Z07657,Origin-Ridgefield-NJ,NJ,USA,40.8325,-74.0039,0
Z07716,Origin-Atlantic Highlands-NJ,NJ,USA,40.408,-74.0348,0
Z07730,Origin-Hazlet-NJ,NJ,USA,40.4233,-74.1789,0
Z07731,Origin-Howell-NJ,NJ,USA,40.1466,-74.2081,0
Z07748,Origin-Middletown-NJ,NJ,USA,40.4102,-74.1172,0
Z07753,Origin-Neptune-NJ,NJ,USA,40.209,-74.0525,0
Z07828,Origin-Budd Lake-NJ,NJ,USA,40.8782,-74.7387,0
Z07834,Origin-Denville-NJ,NJ,USA,40.8862,-74.4869,0
Z07866,Origin-Rockaway-NJ,NJ,USA,40.9269,-74.5061,0
Z07885,Origin-Wharton-NJ,NJ,USA,40.9133,-74.5824,0
Z07932,Origin-Florham Park-NJ,NJ,USA,40.7784,-74.39,0
Z07936,Origin-East Hanover-NJ,NJ,USA,40.82,-74.3647,0
Z08012,Origin-Blackwood-NJ,NJ,USA,39.7847,-75.0567,0
Z08014,Destination-Bridgeport-NJ,NJ,USA,39.8037,-75.3442,1
Z08016,Origin-Burlington-NJ,NJ,USA,40.0684,-74.8446,0
Z08028,Origin-Glassboro-NJ,NJ,USA,39.7,-75.1194,0
Z08030,Origin-Gloucester City-NJ,NJ,USA,39.8912,-75.1183,0
Z08031,Origin-Bellmawr-NJ,NJ,USA,39.8671,-75.0916,0
Z08034,Origin-Cherry Hill-NJ,NJ,USA,39.9087,-74.9995,0
Z08057,Origin-Moorestown-NJ,NJ,USA,39.969,-74.9488,0
Z08060,Origin-Mount Holly-NJ,NJ,USA,39.9916,-74.7975,0
Z08061,Origin-Mount Royal-NJ,NJ,USA,39.8078,-75.2049,0
Z08062,Origin-Mullica Hill-NJ,NJ,USA,39.717,-75.2198,0
Z08067,Origin-Pedricktown-NJ,NJ,USA,39.7404,-75.4125,0
Z08075,Origin-Riverside-NJ,NJ,USA,40.0294,-74.954,0
Z08085,Destination-Swedesboro-NJ,NJ,USA,39.7531,-75.3268,1
Z08086,Origin-Thorofare-NJ,NJ,USA,39.8492,-75.1816,0
Z08093,Origin-Westville-NJ,NJ,USA,39.8614,-75.1328,0
Z08094,Origin-Williamstown-NJ,NJ,USA,39.6476,-74.9592,0
Z08103,Origin-Camden-NJ,NJ,USA,39.9363,-75.1151,0
Z08104,Origin-Camden-NJ,NJ,USA,39.9187,-75.1098,0
Z08109,Origin-Merchantville-NJ,NJ,USA,39.95,-75.0502,0
Z08110,Origin-Pennsauken-NJ,NJ,USA,39.9668,-75.0568,0
Z08215,Origin-Egg Harbor City-NJ,NJ,USA,39.5481,-74.6217,0
Z08302,Origin-Bridgeton-NJ,NJ,USA,39.4452,-75.2421,0
Z08318,Origin-Elmer-NJ,NJ,USA,39.5535,-75.1684,0
Z08328,Origin-Malaga-NJ,NJ,USA,39.5725,-75.0543,0
Z08332,Origin-Millville-NJ,NJ,USA,39.3794,-75.0391,0
Z08344,Origin-Newfield-NJ,NJ,USA,39.5628,-75.0095,0
Z08352,Origin-Rosenhayn-NJ,NJ,USA,39.4756,-75.1292,0
Z08360,Origin-Vineland-NJ,NJ,USA,39.4923,-75.0189,0
Z08401,Origin-Atlantic City-NJ,NJ,USA,39.365,-74.439,0
Z08512,Origin-Cranbury-NJ,NJ,USA,40.3063,-74.5263,0
Z08518,Origin-Florence-NJ,NJ,USA,40.118,-74.8046,0
Z08638,Origin-Trenton-NJ,NJ,USA,40.2499,-74.7595,0
Z08701,Origin-Lakewood-NJ,NJ,USA,40.0829,-74.2093,0
Z08724,Origin-Brick-NJ,NJ,USA,40.0879,-74.1098,0
Z08807,Origin-Bridgewater-NJ,NJ,USA,40.5881,-74.6225,0
Z08810,Origin-Dayton-NJ,NJ,USA,40.3729,-74.5136,0
Z08816,Origin-East Brunswick-NJ,NJ,USA,40.4343,-74.405,0
Z08817,Origin-Edison-NJ,NJ,USA,40.5161,-74.3975,0
Z08820,Origin-Edison-NJ,NJ,USA,40.5755,-74.3578,0
Z08822,Origin-Flemington-NJ,NJ,USA,40.5157,-74.8531,0
Z08831,Origin-Jamesburg-NJ,NJ,USA,40.3366,-74.433,0
Z08837,Origin-Edison-NJ,NJ,USA,40.5294,-74.3384,0
Z08840,Origin-Metuchen-NJ,NJ,USA,40.5434,-74.3587,0
Z08846,Origin-Middlesex-NJ,NJ,USA,40.5746,-74.5018,0
Z08854,Origin-Piscataway-NJ,NJ,USA,40.5554,-74.4608,0
Z08861,Destination-Perth Amboy-NJ,NJ,USA,40.5201,-74.2771,1
Z08863,Origin-Fords-NJ,NJ,USA,40.5354,-74.311,0
Z08872,Origin-Sayreville-NJ,NJ,USA,40.4617,-74.3474,0
Z08873,Origin-Somerset-NJ,NJ,USA,40.5053,-74.5071,0
Z08879,Origin-South Amboy-NJ,NJ,USA,40.4697,-74.2766,0
Z08901,Origin-New Brunswick-NJ,NJ,USA,40.4883,-74.4477,0
Z08902,Origin-North Brunswick-NJ,NJ,USA,40.4531,-74.4828,0
Z10018,Origin-New York-NY,NY,USA,40.7552,-73.9934,0
Z10309,Origin-Staten Island-NY,NY,USA,40.5298,-74.213,0
Z10454,Origin-Bronx-NY,NY,USA,40.806,-73.9162,0
Z10455,Origin-Bronx-NY,NY,USA,40.8156,-73.9076,0
Z10457,Origin-Bronx-NY,NY,USA,40.8467,-73.8986,0
Z10462,Origin-Bronx-NY,NY,USA,40.8422,-73.8586,0
Z10473,Origin-Bronx-NY,NY,USA,40.8186,-73.8589,0
Z10474,Origin-Bronx-NY,NY,USA,40.8133,-73.8875,0
Z10523,Origin-Elmsford-NY,NY,USA,41.0571,-73.8165,0
Z10543,Origin-Mamaroneck-NY,NY,USA,40.953,-73.7345,0
Z10550,Origin-Mount Vernon-NY,NY,USA,40.9077,-73.8371,0
Z10573,Origin-Port Chester-NY,NY,USA,41.0104,-73.6732,0
Z10940,Origin-Middletown-NY,NY,USA,41.4495,-74.4395,0
Z10965,Origin-Pearl River-NY,NY,USA,41.0634,-74.0173,0
Z11040,Origin-New Hyde Park-NY,NY,USA,40.743,-73.6789,0
Z11050,Origin-Port Washington-NY,NY,USA,40.8333,-73.6931,0
Z11096,Origin-Inwood-NY,NY,USA,40.6183,-73.7476,0
Z11101,Origin-Long Island City-NY,NY,USA,40.7454,-73.939,0
Z11204,Origin-Brooklyn-NY,NY,USA,40.619,-73.9847,0
Z11205,Origin-Brooklyn-NY,NY,USA,40.6943,-73.9652,0
Z11206,Origin-Brooklyn-NY,NY,USA,40.7024,-73.9428,0
Z11211,Origin-Brooklyn-NY,NY,USA,40.7121,-73.9542,0
Z11212,Origin-Brooklyn-NY,NY,USA,40.6623,-73.9132,0
Z11222,Origin-Brooklyn-NY,NY,USA,40.7263,-73.9455,0
Z11231,Origin-Brooklyn-NY,NY,USA,40.6789,-74.0025,0
Z11232,Origin-Brooklyn-NY,NY,USA,40.6556,-74.0042,0
Z11233,Origin-Brooklyn-NY,NY,USA,40.677,-73.9185,0
Z11236,Origin-Brooklyn-NY,NY,USA,40.6406,-73.9036,0
Z11237,Origin-Brooklyn-NY,NY,USA,40.7034,-73.9199,0
Z11238,Origin-Brooklyn-NY,NY,USA,40.6802,-73.9625,0
Z11356,Origin-College Point-NY,NY,USA,40.7855,-73.8436,0
Z11378,Origin-Maspeth-NY,NY,USA,40.7242,-73.9027,0
Z11379,Origin-Middle Village-NY,NY,USA,40.7161,-73.8792,0
Z11434,Origin-Jamaica-NY,NY,USA,40.6749,-73.7727,0
Z11550,Origin-Hempstead-NY,NY,USA,40.7024,-73.6174,0
Z11572,Origin-Oceanside-NY,NY,USA,40.6364,-73.6373,0
Z11590,Origin-Westbury-NY,NY,USA,40.7563,-73.5753,0
Z11705,Origin-Bayport-NY,NY,USA,40.7449,-73.0549,0
Z11717,Origin-Brentwood-NY,NY,USA,40.784,-73.2451,0
Z11726,Origin-Copiague-NY,NY,USA,40.681,-73.3961,0
Z11742,Origin-Holtsville-NY,NY,USA,40.8106,-73.0403,0
Z11746,Origin-Huntington Station-NY,NY,USA,40.8218,-73.3754,0
Z11747,Origin-Melville-NY,NY,USA,40.7916,-73.4053,0
Z11749,Origin-Islandia-NY,NY,USA,40.9224,-72.637,0
Z11751,Origin-Islip-NY,NY,USA,40.7342,-73.2141,0
Z11757,Origin-Lindenhurst-NY,NY,USA,40.6901,-73.3744,0
Z11769,Origin-Oakdale-NY,NY,USA,40.736,-73.1296,0
Z11796,Origin-West Sayville-NY,NY,USA,40.732,-73.1008,0
Z11801,Origin-Hicksville-NY,NY,USA,40.7634,-73.5232,0
Z11967,Origin-Shirley-NY,NY,USA,40.7943,-72.8717,0
Z12010,Origin-Amsterdam-NY,NY,USA,42.9407,-74.1789,0
Z12020,Origin-Ballston Spa-NY,NY,USA,43.0064,-73.8603,0
Z12047,Origin-Cohoes-NY,NY,USA,42.7738,-73.7079,0
Z12065,Destination-Clifton Park-NY,NY,USA,42.8537,-73.7844,1
Z12085,Origin-Guilderland Center-NY,NY,USA,42.6949,-73.9052,0
Z12095,Origin-Johnstown-NY,NY,USA,43.0145,-74.3847,0
Z12180,Origin-Troy-NY,NY,USA,42.7317,-73.6646,0
Z12188,Origin-Waterford-NY,NY,USA,42.8054,-73.6897,0
Z12201,Origin-Albany-NY,NY,USA,42.6149,-73.9707,0
Z12202,Origin-Albany-NY,NY,USA,42.6402,-73.7606,0
Z12205,Origin-Albany-NY,NY,USA,42.7134,-73.8179,0
Z12302,Origin-Schenectady-NY,NY,USA,42.8623,-73.9632,0
Z12305,Origin-Schenectady-NY,NY,USA,42.8145,-73.9433,0
Z12306,Origin-Schenectady-NY,NY,USA,42.7934,-73.9893,0
Z12401,Origin-Kingston-NY,NY,USA,41.9324,-74.0225,0
Z12534,Origin-Hudson-NY,NY,USA,42.2296,-73.7584,0
Z12601,Origin-Poughkeepsie-NY,NY,USA,41.7014,-73.9192,0
Z12850,Origin-Middle Grove-NY,NY,USA,43.0923,-73.9703,0
Z12866,Origin-Saratoga Springs-NY,NY,USA,43.0804,-73.7704,0
Z12901,Origin-Plattsburgh-NY,NY,USA,44.6934,-73.4661,0
Z13045,Origin-Cortland-NY,NY,USA,42.5912,-76.1921,0
Z13053,Origin-Dryden-NY,NY,USA,42.4834,-76.279,0
Z13088,Origin-Liverpool-NY,NY,USA,43.106,-76.1936,0
Z13114,Origin-Mexico-NY,NY,USA,43.4682,-76.2381,0
Z13164,Origin-Warners-NY,NY,USA,43.0887,-76.3194,0
Z13204,Origin-Syracuse-NY,NY,USA,43.049,-76.1753,0
Z13208,Origin-Syracuse-NY,NY,USA,43.0746,-76.1474,0
Z13209,Origin-Syracuse-NY,NY,USA,43.0814,-76.2349,0
Z13212,Origin-Syracuse-NY,NY,USA,43.1286,-76.1393,0
Z13335,Origin-Edmeston-NY,NY,USA,42.6949,-75.2421,0
Z13411,Origin-New Berlin-NY,NY,USA,42.6262,-75.315,0
Z13421,Origin-Oneida-NY,NY,USA,43.0797,-75.6467,0
Z13441,Origin-Rome-NY,NY,USA,43.1644,-75.5112,0
Z13501,Origin-Utica-NY,NY,USA,43.0877,-75.2268,0
Z13502,Origin-Utica-NY,NY,USA,43.1145,-75.2228,0
Z13753,Origin-Delhi-NY,NY,USA,42.3027,-74.9167,0
Z13820,Origin-Oneonta-NY,NY,USA,42.4698,-75.0519,0
Z14012,Origin-Barker-NY,NY,USA,43.3378,-78.5295,0
Z14020,Origin-Batavia-NY,NY,USA,42.9966,-78.1927,0
Z14063,Origin-Fredonia-NY,NY,USA,42.4258,-79.337,0
Z14086,Origin-Lancaster-NY,NY,USA,42.9044,-78.6552,0
Z14103,Origin-Medina-NY,NY,USA,43.2172,-78.3874,0
Z14203,Origin-Buffalo-NY,NY,USA,42.8801,-78.8699,0
Z14206,Origin-Buffalo-NY,NY,USA,42.8802,-78.8105,0
Z14212,Origin-Buffalo-NY,NY,USA,42.8948,-78.823,0
Z14213,Origin-Buffalo-NY,NY,USA,42.9161,-78.8914,0
Z14218,Origin-Buffalo-NY,NY,USA,42.8211,-78.8245,0
Z14219,Destination-Buffalo-NY,NY,USA,42.7907,-78.8271,1
Z14220,Origin-Buffalo-NY,NY,USA,42.8458,-78.8186,0
Z14221,Origin-Buffalo-NY,NY,USA,42.9775,-78.7335,0
Z14224,Destination-Buffalo-NY,NY,USA,42.8369,-78.7555,1
Z14225,Origin-Buffalo-NY,NY,USA,42.93,-78.7581,0
Z14227,Origin-Buffalo-NY,NY,USA,42.8814,-78.7446,0
Z14240,Origin-Buffalo-NY,NY,USA,42.7685,-78.887,0
Z14304,Origin-Niagara Falls-NY,NY,USA,43.0912,-78.9624,0
Z14414,Origin-Avon-NY,NY,USA,42.8993,-77.7337,0
Z14420,Origin-Brockport-NY,NY,USA,43.2143,-77.9393,0
Z14424,Origin-Canandaigua-NY,NY,USA,42.853,-77.2946,0
Z14450,Origin-Fairport-NY,NY,USA,43.0918,-77.4347,0
Z14456,Origin-Geneva-NY,NY,USA,42.8531,-76.9939,0
Z14470,Origin-Holley-NY,NY,USA,43.2218,-78.0439,0
Z14482,Origin-Le Roy-NY,NY,USA,42.9799,-77.9705,0
Z14502,Origin-Macedon-NY,NY,USA,43.0879,-77.3306,0
Z14530,Origin-Perry-NY,NY,USA,42.7241,-78.0035,0
Z14548,Origin-Shortsville-NY,NY,USA,42.9735,-77.2433,0
Z14550,Origin-Silver Springs-NY,NY,USA,42.6696,-78.0937,0
Z14580,Origin-Webster-NY,NY,USA,43.2211,-77.4536,0
Z14589,Origin-Williamson-NY,NY,USA,43.2482,-77.1849,0
Z14606,Origin-Rochester-NY,NY,USA,43.1681,-77.6813,0
Z14607,Origin-Rochester-NY,NY,USA,43.1499,-77.5896,0
Z14608,Origin-Rochester-NY,NY,USA,43.1556,-77.6239,0
Z14610,Origin-Rochester-NY,NY,USA,43.1423,-77.5459,0
Z14612,Origin-Rochester-NY,NY,USA,43.2565,-77.6618,0
Z14623,Origin-Rochester-NY,NY,USA,43.0877,-77.6351,0
Z14727,Origin-Cuba-NY,NY,USA,42.2132,-78.2865,0
Z14760,Origin-Olean-NY,NY,USA,42.0766,-78.4274,0
Z15012,Origin-Belle Vernon-PA,PA,USA,40.1403,-79.8424,0
Z15017,Origin-Bridgeville-PA,PA,USA,40.3519,-80.1153,0
Z15056,Origin-Leetsdale-PA,PA,USA,40.5655,-80.2097,0
Z15136,Origin-McKees Rocks-PA,PA,USA,40.4716,-80.0769,0
Z15139,Origin-Oakmont-PA,PA,USA,40.5196,-79.8376,0
Z15147,Origin-Verona-PA,PA,USA,40.4983,-79.8342,0
Z15201,Origin-Pittsburgh-PA,PA,USA,40.4716,-79.9572,0
Z15205,Origin-Pittsburgh-PA,PA,USA,40.4367,-80.0728,0
Z15210,Origin-Pittsburgh-PA,PA,USA,40.4093,-79.9894,0
Z15222,Origin-Pittsburgh-PA,PA,USA,40.447,-79.9931,0
Z15223,Origin-Pittsburgh-PA,PA,USA,40.5038,-79.9516,0
Z15238,Origin-Pittsburgh-PA,PA,USA,40.5187,-79.8674,0
Z15323,Origin-Claysville-PA,PA,USA,40.1142,-80.4071,0
Z15401,Origin-Uniontown-PA,PA,USA,39.8983,-79.731,0
Z15425,Origin-Connellsville-PA,PA,USA,40.0242,-79.5841,0
Z15478,Origin-Smithfield-PA,PA,USA,39.7911,-79.8125,0
Z15601,Destination-Greensburg-PA,PA,USA,40.2988,-79.5412,1
Z15642,Origin-Irwin-PA,PA,USA,40.326,-79.7132,0
Z15644,Origin-Jeannette-PA,PA,USA,40.3293,-79.6146,0
Z15650,Origin-Latrobe-PA,PA,USA,40.2997,-79.3884,0
Z15666,Origin-Mount Pleasant-PA,PA,USA,40.1502,-79.5249,0
Z15767,Origin-Punxsutawney-PA,PA,USA,40.9541,-78.9701,0
Z15825,Origin-Brookville-PA,PA,USA,41.1606,-79.0648,0
Z15857,Origin-Saint Marys-PA,PA,USA,41.4377,-78.5426,0
Z15904,Origin-Johnstown-PA,PA,USA,40.2895,-78.8661,0
Z15905,Origin-Johnstown-PA,PA,USA,40.3024,-78.9379,0
Z15906,Origin-Johnstown-PA,PA,USA,40.349,-78.9413,0
Z16024,Origin-Callery-PA,PA,USA,40.7396,-80.0372,0
Z16037,Origin-Harmony-PA,PA,USA,40.8215,-80.1303,0
Z16046,Origin-Mars-PA,PA,USA,40.6957,-80.0335,0
Z16066,Origin-Cranberry Twp-PA,PA,USA,40.7005,-80.1136,0
Z16137,Origin-Mercer-PA,PA,USA,41.2347,-80.2363,0
Z16142,Origin-New Wilmington-PA,PA,USA,41.1351,-80.3348,0
Z16148,Origin-Hermitage-PA,PA,USA,41.2326,-80.4579,0
Z16323,Origin-Franklin-PA,PA,USA,41.4074,-79.8392,0
Z16354,Origin-Titusville-PA,PA,USA,41.6222,-79.6929,0
