iata,name,state,country,latitude,longitude,lineage
Z16365,Origin-Warren-PA,PA,USA,41.8532,-79.1552,0
Z16428,Origin-North East-PA,PA,USA,42.1955,-79.8329,0
Z16433,Origin-Saegertown-PA,PA,USA,41.7324,-80.1461,0
Z16506,Origin-Erie-PA,PA,USA,42.0726,-80.1453,0
Z16510,Origin-Erie-PA,PA,USA,42.127,-80.0003,0
Z16601,Destination-Altoona-PA,PA,USA,40.5264,-78.4008,1
Z16625,Origin-Claysburg-PA,PA,USA,40.291,-78.4864,0
Z16635,Origin-Duncansville-PA,PA,USA,40.4196,-78.4493,0
Z16669,Origin-Petersburg-PA,PA,USA,40.6271,-77.9644,0
Z16684,Origin-Tipton-PA,PA,USA,40.6367,-78.3035,0
Z16801,Origin-State College-PA,PA,USA,40.7921,-77.8499,0
Z16823,Origin-Bellefonte-PA,PA,USA,40.9126,-77.7738,0
Z17011,Origin-Camp Hill-PA,PA,USA,40.2362,-76.9308,0
Z17013,Origin-Carlisle-PA,PA,USA,40.2035,-77.1998,0
Z17019,Origin-Dillsburg-PA,PA,USA,40.094,-77.0262,0
Z17022,Origin-Elizabethtown-PA,PA,USA,40.1608,-76.6076,0
Z17026,Origin-Fredericksburg-PA,PA,USA,40.4526,-76.4244,0
Z17042,Origin-Lebanon-PA,PA,USA,40.3199,-76.4234,0
Z17043,Origin-Lemoyne-PA,PA,USA,40.2473,-76.898,0
Z17053,Origin-Marysville-PA,PA,USA,40.3333,-76.9666,0
Z17055,Origin-Mechanicsburg-PA,PA,USA,40.216,-76.9982,0
Z17072,Origin-New Kingstown-PA,PA,USA,40.2332,-77.0821,0
Z17078,Origin-Palmyra-PA,PA,USA,40.3042,-76.5912,0
Z17104,Origin-Harrisburg-PA,PA,USA,40.259,-76.8592,0
Z17105,Origin-Harrisburg-PA,PA,USA,40.2785,-76.8751,0
Z17112,Origin-Harrisburg-PA,PA,USA,40.3433,-76.7807,0
Z17201,Origin-Chambersburg-PA,PA,USA,39.9312,-77.6613,0
Z17241,Origin-Newville-PA,PA,USA,40.1725,-77.4082,0
Z17257,Origin-Shippensburg-PA,PA,USA,40.0534,-77.5062,0
Z17268,Origin-Waynesboro-PA,PA,USA,39.7663,-77.5724,0
Z17301,Origin-Abbottstown-PA,PA,USA,39.8916,-76.9835,0
Z17304,Origin-Aspers-PA,PA,USA,39.9697,-77.218,0
Z17315,Origin-Dover-PA,PA,USA,40.0027,-76.8576,0
Z17331,Origin-Hanover-PA,PA,USA,39.7953,-76.9772,0
Z17345,Origin-Manchester-PA,PA,USA,40.0674,-76.7239,0
Z17350,Origin-New Oxford-PA,PA,USA,39.8746,-77.063,0
Z17353,Origin-Orrtanna-PA,PA,USA,39.8767,-77.3794,0
Z17356,Origin-Red Lion-PA,PA,USA,39.9004,-76.5978,0
Z17364,Origin-Thomasville-PA,PA,USA,39.9282,-76.9018,0
Z17402,Origin-York-PA,PA,USA,39.9769,-76.6778,0
Z17403,Origin-York-PA,PA,USA,39.9522,-76.7132,0
Z17404,Origin-York-PA,PA,USA,39.9629,-76.7676,0
Z17406,Origin-York-PA,PA,USA,40.0026,-76.5964,0
Z17517,Origin-Denver-PA,PA,USA,40.2344,-76.1265,0
Z17522,Origin-Ephrata-PA,PA,USA,40.1751,-76.1761,0
Z17540,Origin-Leola-PA,PA,USA,40.0964,-76.19,0
Z17543,Origin-Lititz-PA,PA,USA,40.1641,-76.2994,0
Z17557,Origin-New Holland-PA,PA,USA,40.1024,-76.0803,0
Z17578,Origin-Stevens-PA,PA,USA,40.2261,-76.1668,0
Z17603,Origin-Lancaster-PA,PA,USA,40.0327,-76.3333,0
Z17857,Origin-Northumberland-PA,PA,USA,40.8994,-76.7894,0
Z17901,Origin-Pottsville-PA,PA,USA,40.6852,-76.2138,0
Z17976,Origin-Shenandoah-PA,PA,USA,40.8209,-76.2042,0
Z18015,Origin-Bethlehem-PA,PA,USA,40.6013,-75.3754,0
Z18016,Origin-Bethlehem-PA,PA,USA,40.6935,-75.4711,0
Z18017,Origin-Bethlehem-PA,PA,USA,40.6457,-75.3692,0
Z18020,Origin-Bethlehem-PA,PA,USA,40.6566,-75.3293,0
Z18031,Origin-Breinigsville-PA,PA,USA,40.5521,-75.6491,0
Z18040,Origin-Easton-PA,PA,USA,40.7303,-75.2234,0
Z18051,Origin-Fogelsville-PA,PA,USA,40.5932,-75.6522,0
Z18062,Origin-Macungie-PA,PA,USA,40.5173,-75.5651,0
Z18063,Origin-Martins Creek-PA,PA,USA,40.7819,-75.1859,0
Z18064,Origin-Nazareth-PA,PA,USA,40.7469,-75.3163,0
Z18069,Origin-Orefield-PA,PA,USA,40.6246,-75.6072,0
Z18102,Origin-Allentown-PA,PA,USA,40.6078,-75.4793,0
Z18103,Origin-Allentown-PA,PA,USA,40.5952,-75.4591,0
Z18104,Origin-Allentown-PA,PA,USA,40.602,-75.521,0
Z18105,Origin-Allentown-PA,PA,USA,40.6934,-75.4711,0
Z18106,Origin-Allentown-PA,PA,USA,40.5693,-75.5888,0
Z18109,Destination-Allentown-PA,PA,USA,40.69354,-75.47111,1
Z18201,Origin-Hazleton-PA,PA,USA,40.9584,-75.9851,0
Z18202,Origin-Hazleton-PA,PA,USA,40.9697,-75.9904,0
Z18360,Origin-Stroudsburg-PA,PA,USA,40.9831,-75.2602,0
Z18431,Origin-Honesdale-PA,PA,USA,41.6004,-75.251,0
Z18501,Origin-Scranton-PA,PA,USA,41.402,-75.6376,0
Z18504,Origin-Scranton-PA,PA,USA,41.415,-75.6878,0
Z18505,Origin-Scranton-PA,PA,USA,41.3921,-75.6659,0
Z18508,Origin-Scranton-PA,PA,USA,41.4394,-75.6619,0
Z18512,Origin-Scranton-PA,PA,USA,41.4273,-75.6181,0
Z18517,Origin-Taylor-PA,PA,USA,41.3914,-75.7153,0
Z18603,Origin-Berwick-PA,PA,USA,41.0614,-76.2493,0
Z18640,Destination-Pittston-PA,PA,USA,41.3173,-75.7794,1
Z18702,Origin-Wilkes Barre-PA,PA,USA,41.2363,-75.8725,0
Z18704,Origin-Kingston-PA,PA,USA,41.2748,-75.8907,0
Z18706,Origin-Wilkes Barre-PA,PA,USA,41.2099,-75.9177,0
Z18707,Origin-Mountain Top-PA,PA,USA,41.1335,-75.9194,0
Z18924,Origin-Franconia-PA,PA,USA,40.3082,-75.3585,0
